anchor/201/0_4965	anchor/282/0_2680	-17,-16,-17,-16,-17,-17,-19,-15	long/4614/0_23784,long/5011/0_28061,long/6019/0_9345,long/6096/0_9538,long/6479/0_19161,long/9192/0_18207,long/14135/0_18323,long/14357/0_23576
anchor/282/0_2680	anchor/306/0_2073	-37,-40,-43,-38,-42,-37,-36,-37,-40,-36	long/2618/0_8586,long/4614/0_23784,long/5011/0_28061,long/6005/0_8970,long/6019/0_9345,long/6479/0_19161,long/7809/0_20200,long/9192/0_18207,long/9672/0_17039,long/14135/0_18323
anchor/306/0_2073	anchor/311/0_1888	-33,-30,-35,-33,-32,-32,-28,-31,-31,-37,-33,-31,-32,-31	long/2002/0_8381,long/2618/0_8586,long/4795/0_17190,long/4796/0_6610,long/5011/0_28061,long/5288/0_22087,long/6479/0_19161,long/7809/0_20200,long/9192/0_18207,long/9672/0_17039,long/10968/0_7486,long/14135/0_18323,long/14475/0_26732,long/20476/0_3071
