# Conversion fixture for SAMSUNG36 (device 28676)
# Columns: name, protocol, address, subaddress, command, expected Pronto hex,
#          decoded protocol, decoded address, decoded subaddress, decoded command
# Tabs separate columns; lines starting with # are comments.
# Edit this file to adjust test data; do not run the library here.
LEFT	SAMSUNG36	28676	-1	938227	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	938227
OK	SAMSUNG36	28676	-1	938403	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0013 0013 0038 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0013 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	938403
RIGHT	SAMSUNG36	28676	-1	938419	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0013 0013 0038 0013 0038 0013 0013 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	938419
CHUP	SAMSUNG36	28676	-1	938663	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0038 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	938663
UP	SAMSUNG36	28676	-1	938679	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0038 0013 0038 0013 0013 0013 0038 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	938679
DOWN	SAMSUNG36	28676	-1	938695	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0038 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	938695
INPUT	SAMSUNG36	28676	-1	938743	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0038 0013 0038 0013 0038 0013 0013 0013 0038 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	938743
INFO	SAMSUNG36	28676	-1	939251	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0038 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	939251
CHDOWN	SAMSUNG36	28676	-1	940707	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0038 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0013 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	940707
MUTE	SAMSUNG36	28676	-1	941219	0000 006D 0027 0000 00AC 00A9 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0013 0038 0013 0013 0013 0013 0013 00A9 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0038 0013 0038 0013 0013 0013 0013 0013 0038 0013 0013 0013 0038 0013 0013 0013 0013 0013 0013 0013 0038 0013 0038 0013 03FE	SAMSUNG36	28676	-1	941219
