CUSDEC:1:901:UN::SG14;SG14;ALC;M;1;CUX;M;1
CUSDEC:1:901:UN::SG15;SG15;LIN;M;1;MEA;C;5;QVA;C;5;DCR;C;10;SG16;C;10;SG17;C;1;SG18;C;5;NAD;C;10;SG19;C;5;SG20;C;10;GIR;C;9999;SG22;C;10
CUSDEC:1:901:UN::SG16;SG16;ALC;M;1;CUX;M;1
CUSDEC:1:901:UN::SG17;SG17;TOD;M;1;FTX;C;1
CUSDEC:1:901:UN::SG18;SG18;PAT;M;1;FTX;C;1
CUSDEC:1:901:UN::SG19;SG19;IMD;M;1;FTX;C;1
CUSDEC:1:901:UN::SG2;SG02;PAC;M;1;SG3;C;999
CUSDEC:1:901:UN::SG20;SG20;PAC;M;1;SG21;C;999
CUSDEC:1:901:UN::SG21;SG21;PCI;M;1;GIN;C;1
CUSDEC:1:901:UN::SG22;SG22;MOA;M;1;CUX;C;1
CUSDEC:1:901:UN::SG23;SG23;CST;M;1;SG24;C;10;LOC;C;5;DTM;C;5;SG26;C;25;MEA;C;20;TAX;C;10;SG27;C;999;NAD;C;5;SG29;C;25;SG30;C;1;FII;C;1;SG31;C;1;SG32;C;25;SG33;C;1;SG34;C;10
CUSDEC:1:901:UN::SG24;SG24;PAC;M;1;SG25;C;999
CUSDEC:1:901:UN::SG25;SG25;PCI;M;1;GIN;C;1
CUSDEC:1:901:UN::SG26;SG26;MOA;M;1;CUX;C;1
CUSDEC:1:901:UN::SG27;SG27;RFF;M;1;GIN;C;99;SG28;C;1;MOA;C;1
CUSDEC:1:901:UN::SG28;SG28;IMD;M;1;FTX;C;5
CUSDEC:1:901:UN::SG29;SG29;DCR;M;1;NAD;C;5
CUSDEC:1:901:UN::SG3;SG03;PCI;M;1;GIN;C;1
CUSDEC:1:901:UN::SG30;SG30;TOD;M;1;FTX;C;1
CUSDEC:1:901:UN::SG31;SG31;GDS;M;1;FTX;C;1
CUSDEC:1:901:UN::SG32;SG32;GIS;M;1;VLN;C;1
CUSDEC:1:901:UN::SG33;SG33;QVA;M;1;RFF;C;1
CUSDEC:1:901:UN::SG34;SG34;GIR;M;1;GIS;C;10;SG35;C;10;NAD;C;1;TAX;C;10;DCR;C;5;MEA;C;5
CUSDEC:1:901:UN::SG35;SG35;MOA;M;1;CUX;C;1
CUSDEC:1:901:UN::SG4;SG04;NAD;M;1;RFF;C;10;CTA;C;1;COM;C;1
CUSDEC:1:901:UN::SG5;SG05;TOD;M;1;FTX;C;1
CUSDEC:1:901:UN::SG6;SG06;MOA;M;1;CUX;C;1
CUSDEC:1:901:UN::SG7;SG07;DMS;M;1;SG8;C;5;SG9;C;1;SG10;C;10;SG11;C;10;SG13;C;5;MEA;C;5;SG14;C;10;SG15;C;9999
CUSDEC:1:901:UN::SG8;SG08;MOA;M;1;CUX;C;1
CUSDEC:1:901:UN::SG9;SG09;TOD;M;1;FTX;C;1
DEBADV:1:901:UN::;DEBIT ADVICE MESSAGE;UNH;M;1;BGM;M;1;BUS;C;1;SG1;C;6;SG2;M;4;DTM;M;2;SG3;C;4;SG4;C;1;SG5;C;5;SG8;M;3;FTX;C;1;DOC;C;10;SG9;C;2;AUT;C;1;UNT;M;1
DEBADV:1:901:UN::SG1;SG01;NAD;M;1;CTA;C;1;COM;C;1
DEBADV:1:901:UN::SG2;SG02;FII;M;1;CTA;C;1;COM;C;1
DEBADV:1:901:UN::SG3;SG03;INP;M;1;FTX;C;1;DTM;C;3
DEBADV:1:901:UN::SG4;SG04;PAI;M;1;FTX;C;1
DEBADV:1:901:UN::SG5;SG05;FCA;M;1;MOA;C;1;SG6;M;20
DEBADV:1:901:UN::SG6;SG06;CHD;M;1;CUX;C;1;SG7;C;5
DEBADV:1:901:UN::SG7;SG07;TAX;M;1;CUX;C;1
DEBADV:1:901:UN::SG8;SG08;MOA;M;1;CUX;C;1;RFF;C;1
DEBADV:1:901:UN::SG9;SG09;NAD;M;1;FTX;M;6
IFTMAN:1:901:UN::;ARRIVAL NOTICE;UNH;M;1;BGM;M;1;DTM;C;9;TSR;C;9;CUX;C;9;MOA;C;99;TOD;C;1;FTX;C;99;CTA;C;1;COM;C;1;SG1;C;99;SG2;C;99;SG3;C;9;SG4;C;9;SG5;C;99;SG6;C;99;SG7;C;99;SG11;C;999;SG28;C;999;CNT;C;9;UNT;M;1
IFTMAN:1:901:UN::SG1;SG01;LOC;M;1;DTM;C;9
IFTMAN:1:901:UN::SG10;SG10;CPI;M;1;LOC;C;9;MOA;C;1
IFTMAN:1:901:UN::SG11;SG11;GID;M;1;HIN;C;1;SG12;C;9;LOC;C;9;MOA;C;9;TMD;C;1;PCI;C;9;PIA;C;9;FTX;C;9;SG13;C;9;SG14;C;99;SG15;C;99;TMP;C;1;SG16;C;9;SG17;C;9;SG18;C;9;SG20;C;999;SG22;C;99;SG23;C;9
IFTMAN:1:901:UN::SG12;SG12;NAD;M;1;DTM;C;1
IFTMAN:1:901:UN::SG13;SG13;GDS;M;1;FTX;C;1
IFTMAN:1:901:UN::SG14;SG14;MEA;M;1;EQN;C;1
IFTMAN:1:901:UN::SG15;SG15;DIM;M;1;EQN;C;1
IFTMAN:1:901:UN::SG16;SG16;RFF;M;1;DTM;C;9
IFTMAN:1:901:UN::SG17;SG17;DOC;M;1;DTM;C;9
IFTMAN:1:901:UN::SG18;SG18;TPL;M;1;SG19;C;9
IFTMAN:1:901:UN::SG19;SG19;MEA;M;1;EQN;C;1
IFTMAN:1:901:UN::SG2;SG02;RFF;M;1;DTM;C;9
IFTMAN:1:901:UN::SG20;SG20;SGP;M;1;SG21;C;9
IFTMAN:1:901:UN::SG21;SG21;MEA;M;1;EQN;C;1
IFTMAN:1:901:UN::SG22;SG22;TCC;M;1;LOC;C;9
IFTMAN:1:901:UN::SG23;SG23;DGS;M;1;FTX;C;99;SG24;C;9;SG25;C;9;SG26;C;999
IFTMAN:1:901:UN::SG24;SG24;CTA;M;1;COM;C;1
IFTMAN:1:901:UN::SG25;SG25;MEA;M;1;EQN;C;1
IFTMAN:1:901:UN::SG26;SG26;SGP;M;1;SG27;C;9
IFTMAN:1:901:UN::SG27;SG27;MEA;M;1;EQN;C;1
IFTMAN:1:901:UN::SG28;SG28;EQD;M;1;EQN;C;1;TMD;C;1;MEA;C;9;DIM;C;9;SEL;C;99;TPL;C;9;FTX;C;9;TCC;C;99;SG29;C;9;SG30;C;99
IFTMAN:1:901:UN::SG29;SG29;NAD;M;1;DTM;C;1
IFTMAN:1:901:UN::SG3;SG03;GOR;M;1;DOC;C;9
IFTMAN:1:901:UN::SG30;SG30;EQA;M;1;EQN;C;1
IFTMAN:1:901:UN::SG4;SG04;CPI;M;1;LOC;C;9;MOA;C;1
IFTMAN:1:901:UN::SG5;SG05;TCC;M;1;LOC;C;1;FTX;C;1;CUX;C;1
IFTMAN:1:901:UN::SG6;SG06;TDT;M;1;RFF;C;9;TSR;C;9;LOC;C;99;DTM;C;9
IFTMAN:1:901:UN::SG7;SG07;NAD;M;1;LOC;C;9;SG8;C;9;DOC;C;9;MOA;C;1;TCC;C;99;SG9;C;9;SG10;C;9
IFTMAN:1:901:UN::SG8;SG08;CTA;M;1;COM;C;1
IFTMAN:1:901:UN::SG9;SG09;RFF;M;1;DTM;C;9
IFTMBC:1:901:UN::;BOOKING CONFIRMATION MESSAGE;UNH;M;1;BGM;M;1;DTM;C;9;FTX;C;99;CTA;C;1;COM;C;1;SG1;C;99;SG2;C;99;SG3;M;99;SG4;C;99;SG5;C;999;SG14;C;999;CNT;C;9;UNT;M;1
IFTMBC:1:901:UN::SG1;SG01;LOC;M;1;DTM;C;9
IFTMBC:1:901:UN::SG10;SG10;RFF;M;1;DTM;C;9
IFTMBC:1:901:UN::SG11;SG11;DOC;M;1;DTM;C;9
IFTMBC:1:901:UN::SG12;SG12;DGS;M;1;FTX;C;99;SG13;C;9
IFTMBC:1:901:UN::SG13;SG13;MEA;M;1;EQN;C;1
IFTMBC:1:901:UN::SG14;SG14;EQD;M;1;EQN;C;1;TMD;C;1;MEA;C;9;DIM;C;9;FTX;C;9;SG15;C;9
IFTMBC:1:901:UN::SG15;SG15;NAD;M;1;DTM;C;1
IFTMBC:1:901:UN::SG2;SG02;RFF;M;1;DTM;C;9
IFTMBC:1:901:UN::SG3;SG03;TDT;M;1;RFF;C;9;TSR;C;9;LOC;C;99;DTM;C;9
IFTMBC:1:901:UN::SG4;SG04;NAD;M;1;LOC;C;9
IFTMBC:1:901:UN::SG5;SG05;GID;M;1;HIN;C;1;SG6;C;9;LOC;C;9;TMD;C;1;FTX;C;9;SG7;C;9;SG8;C;99;SG9;C;99;TMP;C;1;SG10;C;9;SG11;C;9;SG12;C;9
IFTMBC:1:901:UN::SG6;SG06;NAD;M;1;DTM;C;1
IFTMBC:1:901:UN::SG7;SG07;GDS;M;1;FTX;C;1
IFTMBC:1:901:UN::SG8;SG08;MEA;M;1;EQN;C;1
IFTMBC:1:901:UN::SG9;SG09;DIM;M;1;EQN;C;1
IFTMBF:1:901:UN::;FIRM BOOKING MESSAGE;UNH;M;1;BGM;M;1;DTM;C;9;TSR;C;9;TOD;C;1;FTX;C;99;CTA;C;1;COM;C;1;SG1;C;99;SG2;C;99;SG3;C;9;SG4;C;99;SG5;M;99;SG6;C;99;SG10;C;999;SG24;C;999;CNT;C;9;UNT;M;1
IFTMBF:1:901:UN::SG1;SG01;LOC;M;1;DTM;C;9
IFTMBF:1:901:UN::SG10;SG10;GID;M;1;HIN;C;1;SG11;C;9;LOC;C;9;TMD;C;1;PCI;C;9;FTX;C;9;SG12;C;9;SG13;C;99;SG14;C;99;TMP;C;1;SG15;C;9;SG16;C;9;SG17;C;9;SG19;C;9
IFTMBF:1:901:UN::SG11;SG11;NAD;M;1;DTM;C;1
IFTMBF:1:901:UN::SG12;SG12;GDS;M;1;FTX;C;1
IFTMBF:1:901:UN::SG13;SG13;MEA;M;1;EQN;C;1
IFTMBF:1:901:UN::SG14;SG14;DIM;M;1;EQN;C;1
IFTMBF:1:901:UN::SG15;SG15;RFF;M;1;DTM;C;9
IFTMBF:1:901:UN::SG16;SG16;DOC;M;1;DTM;C;9
IFTMBF:1:901:UN::SG17;SG17;TPL;M;1;SG18;C;9
IFTMBF:1:901:UN::SG18;SG18;MEA;M;1;EQN;C;1
IFTMBF:1:901:UN::SG19;SG19;DGS;M;1;FTX;C;99;SG20;C;9;SG21;C;9;SG22;C;999
IFTMBF:1:901:UN::SG2;SG02;RFF;M;1;DTM;C;9
IFTMBF:1:901:UN::SG20;SG20;CTA;M;1;COM;C;1
IFTMBF:1:901:UN::SG21;SG21;MEA;M;1;EQN;C;1
IFTMBF:1:901:UN::SG22;SG22;SGP;M;1;SG23;C;9
IFTMBF:1:901:UN::SG23;SG23;MEA;M;1;EQN;C;1
IFTMBF:1:901:UN::SG24;SG24;EQD;M;1;EQN;C;1;TMD;C;1;MEA;C;9;DIM;C;9;TPL;C;9;FTX;C;9;SG25;C;9
IFTMBF:1:901:UN::SG25;SG25;NAD;M;1;DTM;C;1
IFTMBF:1:901:UN::SG3;SG03;GOR;M;1;DOC;C;9
IFTMBF:1:901:UN::SG4;SG04;TCC;M;1;LOC;C;1;FTX;C;1;CUX;C;1
IFTMBF:1:901:UN::SG5;SG05;TDT;M;1;RFF;C;9;TSR;C;9;LOC;C;99;DTM;C;9
IFTMBF:1:901:UN::SG6;SG06;NAD;M;1;LOC;C;9;SG7;C;9;DOC;C;9;SG8;C;9;SG9;C;9
IFTMBF:1:901:UN::SG7;SG07;CTA;M;1;COM;C;1
IFTMBF:1:901:UN::SG8;SG08;RFF;M;1;DTM;C;9
IFTMBF:1:901:UN::SG9;SG09;CPI;M;1;LOC;C;9;MOA;C;1
IFTMBP:1:901:UN::;PROVISIONAL BOOKING MESSAGE;UNH;M;1;BGM;M;1;DTM;C;9;TSR;C;9;FTX;C;99;CTA;C;1;COM;C;1;SG1;C;99;SG2;C;99;SG3;C;9;SG4;M;99;SG5;C;99;SG9;C;999;SG23;C;999;CNT;C;9;UNT;M;1
IFTMBP:1:901:UN::SG1;SG01;LOC;M;1;DTM;C;9
IFTMBP:1:901:UN::SG10;SG10;NAD;M;1;DTM;C;1
IFTMBP:1:901:UN::SG11;SG11;GDS;M;1;FTX;C;1
IFTMBP:1:901:UN::SG12;SG12;MEA;M;1;EQN;C;1
IFTMBP:1:901:UN::SG13;SG13;DIM;M;1;EQN;C;1
IFTMBP:1:901:UN::SG14;SG14;RFF;M;1;DTM;C;9
IFTMBP:1:901:UN::SG15;SG15;DOC;M;1;DTM;C;9
IFTMBP:1:901:UN::SG16;SG16;TPL;M;1;SG17;C;9
IFTMBP:1:901:UN::SG17;SG17;MEA;M;1;EQN;C;1
IFTMBP:1:901:UN::SG18;SG18;DGS;M;1;FTX;C;99;SG19;C;9;SG20;C;9;SG21;C;999
IFTMBP:1:901:UN::SG19;SG19;CTA;M;1;COM;C;1
IFTMBP:1:901:UN::SG2;SG02;RFF;M;1;DTM;C;9
IFTMBP:1:901:UN::SG20;SG20;MEA;M;1;EQN;C;1
IFTMBP:1:901:UN::SG21;SG21;SGP;M;1;SG22;C;9
IFTMBP:1:901:UN::SG22;SG22;MEA;M;1;EQN;C;1
IFTMBP:1:901:UN::SG23;SG23;EQD;M;1;EQN;C;1;TMD;C;1;MEA;C;9;DIM;C;9;TPL;C;9;FTX;C;9;SG24;C;9
IFTMBP:1:901:UN::SG24;SG24;NAD;M;1;DTM;C;1
IFTMBP:1:901:UN::SG3;SG03;GOR;M;1;DOC;C;9
IFTMBP:1:901:UN::SG4;SG04;TDT;M;1;RFF;C;9;TSR;C;9;LOC;C;99;DTM;C;9
IFTMBP:1:901:UN::SG5;SG05;NAD;M;1;LOC;C;9;SG6;C;9;DOC;C;9;SG7;C;9;SG8;C;9
IFTMBP:1:901:UN::SG6;SG06;CTA;M;1;COM;C;1
IFTMBP:1:901:UN::SG7;SG07;RFF;M;1;DTM;C;9
IFTMBP:1:901:UN::SG8;SG08;CPI;M;1;LOC;C;9;MOA;C;1
IFTMBP:1:901:UN::SG9;SG09;GID;M;1;HIN;C;1;SG10;C;9;LOC;C;9;TMD;C;1;FTX;C;9;SG11;C;9;SG12;C;99;SG13;C;99;TMP;C;1;SG14;C;9;SG15;C;9;SG16;C;9;SG18;C;9
IFTMCS:1:901:UN::;INSTRUCTION CONTRACT STATUS MESSAGE;UNH;M;1;BGM;M;1;DTM;C;9;TSR;C;9;CUX;C;9;MOA;C;99;TOD;C;1;FTX;C;99;CTA;C;1;COM;C;1;SG1;C;99;SG2;C;99;SG3;C;9;SG4;C;9;SG5;C;99;SG6;C;99;SG7;C;99;SG11;C;999;SG28;C;999;CNT;C;9;UNT;M;1
IFTMCS:1:901:UN::SG1;SG01;LOC;M;1;DTM;C;9
IFTMCS:1:901:UN::SG10;SG10;CPI;M;1;LOC;C;9;MOA;C;1
IFTMCS:1:901:UN::SG11;SG11;GID;M;1;HIN;C;1;SG12;C;9;LOC;C;9;MOA;C;9;TMD;C;1;PCI;C;9;PIA;C;9;FTX;C;9;SG13;C;9;SG14;C;99;SG15;C;99;TMP;C;1;SG16;C;9;SG17;C;9;SG18;C;9;SG20;C;999;SG22;C;99;SG23;C;9
IFTMCS:1:901:UN::SG12;SG12;NAD;M;1;DTM;C;1
IFTMCS:1:901:UN::SG13;SG13;GDS;M;1;FTX;C;1
IFTMCS:1:901:UN::SG14;SG14;MEA;M;1;EQN;C;1
IFTMCS:1:901:UN::SG15;SG15;DIM;M;1;EQN;C;1
IFTMCS:1:901:UN::SG16;SG16;RFF;M;1;DTM;C;9
IFTMCS:1:901:UN::SG17;SG17;DOC;M;1;DTM;C;9
IFTMCS:1:901:UN::SG18;SG18;TPL;M;1;SG19;C;9
IFTMCS:1:901:UN::SG19;SG19;MEA;M;1;EQN;C;1
IFTMCS:1:901:UN::SG2;SG02;RFF;M;1;DTM;C;9
IFTMCS:1:901:UN::SG20;SG20;SGP;M;1;SG21;C;9
IFTMCS:1:901:UN::SG21;SG21;MEA;M;1;EQN;C;1
IFTMCS:1:901:UN::SG22;SG22;TCC;M;1;LOC;C;9
IFTMCS:1:901:UN::SG23;SG23;DGS;M;1;FTX;C;99;SG24;C;9;SG25;C;9;SG26;C;999
IFTMCS:1:901:UN::SG24;SG24;CTA;M;1;COM;C;1
IFTMCS:1:901:UN::SG25;SG25;MEA;M;1;EQN;C;1
IFTMCS:1:901:UN::SG26;SG26;SGP;M;1;SG27;C;9
IFTMCS:1:901:UN::SG27;SG27;MEA;M;1;EQN;C;1
IFTMCS:1:901:UN::SG28;SG28;EQD;M;1;EQN;C;1;TMD;C;1;MEA;C;9;DIM;C;9;SEL;C;99;TPL;C;9;FTX;C;9;TCC;C;99;SG29;C;9;SG30;C;99
IFTMCS:1:901:UN::SG29;SG29;NAD;M;1;DTM;C;1
IFTMCS:1:901:UN::SG3;SG03;GOR;M;1;DOC;C;9
IFTMCS:1:901:UN::SG30;SG30;EQA;M;1;EQN;C;1
IFTMCS:1:901:UN::SG4;SG04;CPI;M;1;LOC;C;9;MOA;C;1
IFTMCS:1:901:UN::SG5;SG05;TCC;M;1;LOC;C;1;FTX;C;1;CUX;C;1
IFTMCS:1:901:UN::SG6;SG06;TDT;M;1;RFF;C;9;TSR;C;9;LOC;C;99;DTM;C;9
IFTMCS:1:901:UN::SG7;SG07;NAD;M;1;LOC;C;9;SG8;C;9;DOC;C;9;MOA;C;1;TCC;C;99;SG9;C;9;SG10;C;9
IFTMCS:1:901:UN::SG8;SG08;CTA;M;1;COM;C;1
IFTMCS:1:901:UN::SG9;SG09;RFF;M;1;DTM;C;9
IFTMFR:1:901:UN::;INTERNATIONAL FORWARDING AND TRANSPORT;UNH;M;1;BGM;M;1;DTM;C;9;TSR;C;9;CUX;C;9;MOA;C;99;TOD;C;1;FTX;C;99;CTA;C;1;COM;C;1;SG1;C;99;SG2;C;99;SG3;C;9;SG4;C;9;SG5;C;99;SG6;C;99;SG7;C;99;SG11;C;999;SG28;C;999;CNT;C;9;UNT;M;1
IFTMFR:1:901:UN::SG1;SG01;LOC;M;1;DTM;C;9
IFTMFR:1:901:UN::SG10;SG10;CPI;M;1;LOC;C;9;MOA;C;1
IFTMFR:1:901:UN::SG11;SG11;GID;M;1;HIN;C;1;SG12;C;9;LOC;C;9;MOA;C;9;TMD;C;1;PCI;C;9;PIA;C;9;FTX;C;9;SG13;C;9;SG14;C;99;SG15;C;99;TMP;C;1;SG16;C;9;SG17;C;9;SG18;C;9;SG20;C;999;SG22;C;99;SG23;C;9
IFTMFR:1:901:UN::SG12;SG12;NAD;M;1;DTM;C;1
IFTMFR:1:901:UN::SG13;SG13;GDS;M;1;FTX;C;1
IFTMFR:1:901:UN::SG14;SG14;MEA;M;1;EQN;C;1
IFTMFR:1:901:UN::SG15;SG15;DIM;M;1;EQN;C;1
IFTMFR:1:901:UN::SG16;SG16;RFF;M;1;DTM;C;9
IFTMFR:1:901:UN::SG17;SG17;DOC;M;1;DTM;C;9
IFTMFR:1:901:UN::SG18;SG18;TPL;M;1;SG19;C;9
IFTMFR:1:901:UN::SG19;SG19;MEA;M;1;EQN;C;1
IFTMFR:1:901:UN::SG2;SG02;RFF;M;1;DTM;C;9
IFTMFR:1:901:UN::SG20;SG20;SGP;M;1;SG21;C;9
IFTMFR:1:901:UN::SG21;SG21;MEA;M;1;EQN;C;1
IFTMFR:1:901:UN::SG22;SG22;TCC;M;1;LOC;C;9
IFTMFR:1:901:UN::SG23;SG23;DGS;M;1;FTX;C;99;SG24;C;9;SG25;C;9;SG26;C;999
IFTMFR:1:901:UN::SG24;SG24;CTA;M;1;COM;C;1
IFTMFR:1:901:UN::SG25;SG25;MEA;M;1;EQN;C;1
IFTMFR:1:901:UN::SG26;SG26;SGP;M;1;SG27;C;9
IFTMFR:1:901:UN::SG27;SG27;MEA;M;1;EQN;C;1
IFTMFR:1:901:UN::SG28;SG28;EQD;M;1;EQN;C;1;TMD;C;1;MEA;C;9;DIM;C;9;SEL;C;99;TPL;C;9;FTX;C;9;TCC;C;99;SG29;C;9;SG30;C;99
IFTMFR:1:901:UN::SG29;SG29;NAD;M;1;DTM;C;1
IFTMFR:1:901:UN::SG3;SG03;GOR;M;1;DOC;C;9
IFTMFR:1:901:UN::SG30;SG30;EQA;M;1;EQN;C;1
IFTMFR:1:901:UN::SG4;SG04;CPI;M;1;LOC;C;9;MOA;C;1
IFTMFR:1:901:UN::SG5;SG05;TCC;M;1;LOC;C;1;FTX;C;1;CUX;C;1
IFTMFR:1:901:UN::SG6;SG06;TDT;M;1;RFF;C;9;TSR;C;9;LOC;C;99;DTM;C;9
IFTMFR:1:901:UN::SG7;SG07;NAD;M;1;LOC;C;9;SG8;C;9;DOC;C;9;MOA;C;1;TCC;C;99;SG9;C;9;SG10;C;9
IFTMFR:1:901:UN::SG8;SG08;CTA;M;1;COM;C;1
IFTMFR:1:901:UN::SG9;SG09;RFF;M;1;DTM;C;9
IFTMIN:1:901:UN::;INSTRUCTION MESSAGE;UNH;M;1;BGM;M;1;DTM;C;9;TSR;C;9;CUX;C;9;MOA;C;99;TOD;C;1;FTX;C;99;CTA;C;1;COM;C;1;SG1;C;99;SG2;C;99;SG3;C;9;SG4;C;9;SG5;C;99;SG6;M;99;SG7;M;99;SG11;M;999;SG28;C;999;CNT;C;9;UNT;M;1
IFTMIN:1:901:UN::SG1;SG01;LOC;M;1;DTM;C;9
IFTMIN:1:901:UN::SG10;SG10;CPI;M;1;LOC;C;9;MOA;C;1
IFTMIN:1:901:UN::SG11;SG11;GID;M;1;HIN;C;1;SG12;C;9;LOC;C;9;MOA;C;9;TMD;C;1;PCI;C;9;PIA;C;9;FTX;C;9;SG13;C;9;SG14;C;99;SG15;C;99;TMP;C;1;SG16;C;9;SG17;C;9;SG18;C;9;SG20;C;999;SG22;C;99;SG23;C;9
IFTMIN:1:901:UN::SG12;SG12;NAD;M;1;DTM;C;1
IFTMIN:1:901:UN::SG13;SG13;GDS;M;1;FTX;C;1
IFTMIN:1:901:UN::SG14;SG14;MEA;M;1;EQN;C;1
IFTMIN:1:901:UN::SG15;SG15;DIM;M;1;EQN;C;1
IFTMIN:1:901:UN::SG16;SG16;RFF;M;1;DTM;C;9
IFTMIN:1:901:UN::SG17;SG17;DOC;M;1;DTM;C;9
IFTMIN:1:901:UN::SG18;SG18;TPL;M;1;SG19;C;9
IFTMIN:1:901:UN::SG19;SG19;MEA;M;1;EQN;C;1
IFTMIN:1:901:UN::SG2;SG02;RFF;M;1;DTM;C;9
IFTMIN:1:901:UN::SG20;SG20;SGP;M;1;SG21;C;9
IFTMIN:1:901:UN::SG21;SG21;MEA;M;1;EQN;C;1
IFTMIN:1:901:UN::SG22;SG22;TCC;M;1;LOC;C;9
IFTMIN:1:901:UN::SG23;SG23;DGS;M;1;FTX;C;99;SG24;C;9;SG25;C;9;SG26;C;999
IFTMIN:1:901:UN::SG24;SG24;CTA;M;1;COM;C;1
IFTMIN:1:901:UN::SG25;SG25;MEA;M;1;EQN;C;1
IFTMIN:1:901:UN::SG26;SG26;SGP;M;1;SG27;C;9
IFTMIN:1:901:UN::SG27;SG27;MEA;M;1;EQN;C;1
IFTMIN:1:901:UN::SG28;SG28;EQD;M;1;EQN;C;1;TMD;C;1;MEA;C;9;DIM;C;9;SEL;C;99;TPL;C;9;FTX;C;9;TCC;C;99;SG29;C;9;SG30;C;99
IFTMIN:1:901:UN::SG29;SG29;NAD;M;1;DTM;C;1
IFTMIN:1:901:UN::SG3;SG03;GOR;M;1;DOC;C;9
IFTMIN:1:901:UN::SG30;SG30;EQA;M;1;EQN;C;1
IFTMIN:1:901:UN::SG4;SG04;CPI;M;1;LOC;C;9;MOA;C;1
IFTMIN:1:901:UN::SG5;SG05;TCC;M;1;LOC;C;1;FTX;C;1;CUX;C;1
IFTMIN:1:901:UN::SG6;SG06;TDT;M;1;RFF;C;9;TSR;C;9;LOC;C;99;DTM;C;9
IFTMIN:1:901:UN::SG7;SG07;NAD;M;1;LOC;C;9;SG8;C;9;DOC;C;9;MOA;C;1;TCC;C;99;SG9;C;9;SG10;C;9
IFTMIN:1:901:UN::SG8;SG08;CTA;M;1;COM;C;1
IFTMIN:1:901:UN::SG9;SG09;RFF;M;1;DTM;C;9
PAYEXT:1:901:UN::;EXTENDED PAYMENT ORDER MESSAGE;UNH;M;1;BGM;M;1;BUS;C;1;SG1;C;6;SG2;C;4;DTM;M;2;SG3;C;4;PAI;C;1;FCA;C;1;SG4;M;1;UNS;M;1;FTX;C;1;SG5;C;9999;UNS;M;1;MOA;M;1;FTX;C;5;SG7;C;2;AUT;C;1;UNT;M;1
