Bem	0.00144	apelido
Bemhaja	0.00058	apelido
Bem-Haja	0.00058	apelido
Benaroi	0.00029	apelido
Benavente	0.00116	apelido
Bencatel	0.00029	apelido
Benchimol	0.00087	apelido
Bendada	0.00058	apelido
Ben-David	0.00029	apelido
Bene	0.00058	apelido
Benevente	0.00029	apelido
Benevenuto	0.00029	apelido
Benevides	0.00116	apelido
Benfeitas	0.00029	apelido
Benfeito	0.00058	apelido
Benfica	0.00058	apelido
Bengala	0.00087	apelido
Bengalinha	0.00029	apelido
Benge	0.00058	apelido
Bengla	0.00029	apelido
Benido	0.00029	apelido
Beninger	0.00116	apelido
Benites	0.00058	apelido
Benitez	0.00029	apelido
Benito	0.00116	apelido
Bénito	0.00029	apelido
Benoliel	0.00087	apelido
Benquerença	0.00058	apelido
Benrós	0.00058	apelido
Bensabat	0.00029	apelido
Bensusan	0.00029	apelido
Bent	0.00029	apelido
Bentes	0.00520	apelido
Bentinho	0.00058	apelido
Benvindo	0.00116	apelido
Berardinelli	0.00058	apelido
Berardo	0.00058	apelido
Berbereia	0.00058	apelido
Berça	0.00029	apelido
Berenguer	0.00231	apelido
Berga	0.00029	apelido
Bergaña	0.00029	apelido
Bergano	0.00058	apelido
Bergantim	0.00029	apelido
Berger	0.00029	apelido
Berghaeger	0.00087	apelido
Bergueira	0.00116	apelido
Berhan	0.00029	apelido
Beringel	0.00029	apelido
Beringuilho	0.00029	apelido
Berjano	0.00058	apelido
Berkeley	0.00058	apelido
Berkemeier	0.00029	apelido
Bermudes	0.00260	apelido
Bernado	0.00029	apelido
Bernarda	0.00173	apelido
Bernardes	0.03092	apelido
Bernaschina	0.00029	apelido
Bernrdo	0.00029	apelido
Berquo	0.00029	apelido
Berquó	0.00116	apelido
Berredo	0.00029	apelido
Berrincha	0.00029	apelido
Bertão	0.00058	apelido
Bertholo	0.00029	apelido
Bertolo	0.00087	apelido
Bértolo	0.00116	apelido
Berz	0.00058	apelido
Beselga	0.00058	apelido
Bessa	0.04045	apelido
Bessada	0.00144	apelido
Bessone	0.00029	apelido
Besteiro	0.00231	apelido
Besugo	0.00058	apelido
Betencourt	0.00202	apelido
Bett.	0.00029	apelido
Bettencour	0.00029	apelido
Bettencourt	0.03178	apelido
Bettencout	0.00029	apelido
Beuchimol	0.00029	apelido
Bexiga	0.00318	apelido
Bezelga	0.00029	apelido
Bezena	0.00029	apelido
Bezerra	0.01185	apelido
Bia	0.00029	apelido
Biamchi	0.00029	apelido
Bianchi	0.00231	apelido
Bibe	0.00087	apelido
Bica	0.00058	apelido
Bicas	0.00087	apelido
Bichanço	0.00029	apelido
