35.616000,-82.564920
35.616070,-82.564770
35.616220,-82.564590
35.616350,-82.564440
35.616500,-82.564290
35.616620,-82.564140
35.616770,-82.564020
35.616920,-82.563890
35.617050,-82.563820
35.617250,-82.563780
35.617420,-82.563780
35.617570,-82.563760
35.617800,-82.563740
35.617980,-82.563740
35.618150,-82.563710
35.618320,-82.563710
35.618490,-82.563710
35.618660,-82.563690
35.618830,-82.563670
35.619030,-82.563630
35.619200,-82.563370
35.619330,-82.563220
35.619460,-82.563050
35.619650,-82.562940
35.619780,-82.562900
35.619950,-82.562880
35.620100,-82.562770
35.620230,-82.562640
35.620380,-82.562470
35.620510,-82.562300
35.620620,-82.562110
35.620700,-82.561890
35.620740,-82.561630
35.620770,-82.561380
35.620770,-82.561140
35.620740,-82.560900
35.620680,-82.560710
35.620590,-82.560450
35.620550,-82.560280
35.620510,-82.560050
35.620510,-82.559770
35.620530,-82.559550
35.620530,-82.559340
35.620530,-82.559100
35.620530,-82.558870
35.620530,-82.558610
35.620530,-82.558370
35.620510,-82.558140
35.620510,-82.557900
35.620510,-82.557660
35.620490,-82.557430
35.620490,-82.557150
35.620490,-82.556910
35.620470,-82.556680
35.620470,-82.556420
35.620440,-82.556180
35.620440,-82.555950
35.620440,-82.555710
35.620420,-82.555480
35.620420,-82.555240
35.620420,-82.555020
35.620420,-82.554830
35.620360,-82.554680
35.620380,-82.554450
35.620380,-82.554170
35.620380,-82.553930
35.620380,-82.553650
35.620380,-82.553390
35.620380,-82.553110
35.620380,-82.552840
35.620380,-82.552560
35.620380,-82.552300
35.620380,-82.552040
35.620380,-82.551780
35.620380,-82.551550
35.620380,-82.551289
35.620380,-82.551050
35.620360,-82.550820
35.620340,-82.550560
35.620320,-82.550330
35.620290,-82.550070
35.620270,-82.549830
35.620270,-82.549570
35.620250,-82.549340
35.620230,-82.549100
35.620290,-82.548970
35.620490,-82.548890
35.620720,-82.548840
35.620890,-82.548820
35.621070,-82.548800
35.621220,-82.548760
35.621410,-82.548740
35.621670,-82.548690
35.621900,-82.548630
35.622030,-82.548610
35.622290,-82.548540
35.622530,-82.548480
35.622800,-82.548440
35.623660,-82.548440
35.623900,-82.548390
35.624110,-82.548350
35.624370,-82.548330
35.624540,-82.548290
35.624740,-82.548240
35.624910,-82.548200
35.624990,-82.548120
35.625080,-82.547990
35.625230,-82.547809
35.625360,-82.547640
35.625490,-82.547430
35.625640,-82.547110
35.625790,-82.546850
35.625940,-82.546570
35.626090,-82.546330
35.626240,-82.546080
35.626390,-82.545840
35.626540,-82.545600
35.626670,-82.545370
35.626800,-82.545130
35.626920,-82.544919
35.627050,-82.544700
35.627160,-82.544490
35.627290,-82.544300
35.627350,-82.544190
35.627480,-82.543970
35.627590,-82.543760
35.627720,-82.543570
35.627890,-82.543460
35.628060,-82.543350
35.628280,-82.543160
35.628490,-82.543160
35.628640,-82.543090
35.628810,-82.542920
35.628900,-82.542770
35.629010,-82.542510
35.628980,-82.542340
35.628900,-82.542170
35.628510,-82.542020
35.628470,-82.541810
35.628600,-82.541610
35.628730,-82.541420
35.628710,-82.541210
35.628640,-82.540990
35.628680,-82.540670
35.628730,-82.540480
35.628770,-82.540280
35.628830,-82.540090
35.628920,-82.539830
35.628980,-82.539660
35.629090,-82.539900
35.629160,-82.540240
35.629280,-82.540480
35.629410,-82.540670
35.629500,-82.540860
35.629520,-82.541060
35.629560,-82.541250
35.629580,-82.541460
35.629560,-82.541660
35.629610,-82.541850
35.629730,-82.542090
35.629840,-82.542260
35.629930,-82.542410
35.630040,-82.542600
35.630160,-82.542770
35.630270,-82.542970
35.630420,-82.543160
35.630530,-82.543330
35.630720,-82.543590
35.630830,-82.543760
35.630940,-82.543950
35.631090,-82.544000
35.631110,-82.543820
35.631070,-82.543590
35.631020,-82.543350
35.630980,-82.543090
35.630980,-82.542840
35.630940,-82.542640
35.630810,-82.542320
35.630740,-82.542150
35.630680,-82.541960
35.630570,-82.541760
35.630460,-82.541610
35.630340,-82.541360
35.630270,-82.541210
35.630190,-82.541030
35.630160,-82.540780
35.630190,-82.540610
35.630120,-82.540430
35.630060,-82.540150
35.630010,-82.539980
35.629970,-82.539790
35.629910,-82.539510
35.629840,-82.539230
35.629800,-82.539060
35.629730,-82.538890
35.629670,-82.538700
35.629610,-82.538500
35.629520,-82.538330
35.629410,-82.538160
35.629260,-82.538070
35.629090,-82.537990
35.628920,-82.537920
35.628770,-82.537820
35.628620,-82.537730
35.628380,-82.537580
35.628230,-82.537490
35.628060,-82.537430
