904	963	etext97	Charles Dickens  [Dickens #30]	Little Dorrit
905	962	etext97	Henry Kendall	The Poems of Henry Kendall
906	961	etext97	L. Frank Baum  [LFB#17] [Oz#14]	Glinda of Oz
907	960	etext97	Baum  [LFB#16] [Oz#12]	The Tin Woodman of Oz
908	959	etext97	Baum [LFB#15] [Oz#11]	The Lost Princess of Oz
909	958	etext97	L. Frank Baum [LFB#14] [Oz#10]	Rinkitink In Oz
910	957	etext97	L. Frank Baum[FB#13][Oz#9]	The Scarecrow of Oz
911	956	etext97	L. Frank Baum [Baum #12] [Oz #8]	Tik-Tok of Oz
912	955	etext97	L. Frank Baum[Baum12]	The Patchwork Girl of Oz
913	954	etext97	Victor Appleton	Tom Swift & his War Tank
914	953	etext97	Victor Appleton	Tom Swift & his Big Tunnel
915	952	etext97	Victor Appleton	Tom Swift & his Air Glider
916	951	etext97	Victor Appleton	Tom Swift & his Sky Racer
917	950	etext97	Victor Appleton	Tom Swift & his Electric Runabout
918	949	etext97	Victor Appleton	Tom Swift & his Submarine Boat
919	948	etext97	Benedict de Spinoza/Elwes Part 3 [#3]	Ethics
920	947	etext97	Robert Southey	The Life of Horatio Lord Nelson
921	946	etext97	Jane Austen   [Jane Austen #6]	Lady Susan
922	945	etext97	Mr. And Mrs. Haldeman-Julius	Dust
923	944	etext97	Charles Darwin [#1]	The Voyage of the Beagle
924	943	etext97	George Bernard Shaw  [Shaw #1]	Misalliance
925	942	etext97	W. H. Hudson [W. H. Hudson #1]	Green Mansions
926	940	etext97	James Fenimore Cooper #1	Last of the Mohicans
927	939	etext97	Samuel Smiles [SS #5]	Life of Thomas Telford
928	938	etext97	B. M. Bower [B. M. Bower #2]	Good Indian
929	937	etext97	Father Ryan	Poems:  Patriotic, Religious, etc
930	936	etext97	Kate Douglas Wiggin #3	The Village Watch-Tower
931	935	etext97	Samuel Smiles	Self Help; Conduct & Perseverance
932	934	etext97	W. S. Gilbert [Gilbert #5]	Songs of a Savoyard
933	933	etext97	W. S. Gilbert  [Gilbert #4]	More Bab Ballads
934	932	etext97	Edgar Allen Poe [#1]	Fall of the House of Usher
935	931	etext97	W. S. Gilbert [Gilbert #3]	The Bab Ballads
936	930	etext97	Mrs. W. G. Water	The Cook's Decameron
937	929	etext97	St. Jude & R.U. Sirius	The Cyberpunk Fakebook
938	928	etext97	Lewis Carroll	Alice In Wonderland, HTML Version of 30th Edition
939	927	etext97	Charles Dickens [Dickens #29]	The Lamplighter
940	926	etext97	Gustavus Hindman Miller	10,000 Dreams Interpreted
941	925	etext97		United States Presidents' Inaugural Speeches
942	924	etext97	Charles Dickens[Dickens#28]	To Be Read At Dusk
943	922	etext97	Charles Dickens[CD#27]	Sunday Under Three Heads
944	921	etext97	Oscar Wilde  [Oscar Wilde #13]	De Profundis
945	920	etext97	Benedict de Spinoza/Elwes Part 2 [#2]	Ethics
946	919	etext97	Benedict de Spinoza/Elwes Part 1 [#1]	Ethics
947	918	etext97	Charles Dickens  [CD #26]	Sketches of Young Gentlemen
948	917	etext97	Charles Dickens[#25]	Barnaby Rudge, 80's Riots
949	916	etext97	Charles Dickens[#24]	Sketches of Young Couples
950	915	etext97	Alice I. Hazeltine	Library Work with Children
951	914	etext97	Charles Dickens[#23]	The Uncommercial Traveller
952	913	etext97	M. Y. Lermontov	A Hero of Our Time
953	912	etext97	Charles Dickens[#22]	Mudfog and Other Sketches
954	911	etext97	Jack London[London#8]	Tales of the Fish Patrol
955	910	etext97	Jack London  [Jack London #7]	White Fang
956	909	etext97	John Filson	Adventures of Col. Daniel Boone
957	908	etext97	G.B. Shaw[GBS#1]	Treatise on Parents and Children
958	907	etext97	W.J. Jackman & Thos. H. Russell	Flying Machine
959	906	etext97	James Russell Lowell[Lowell#2]	Abraham Lincoln
960	905	etext97	Marvin Dana from Bayard Veiller	Within the Law
961	904	etext97	Gene Stratton-Porter[#7]	Her Father's Daughter
962	903	etext97	Arthur Conan Doyle[Doyle#12]	The White Company
963	902	etext97	Oscar Wilde[#12]	The Happy Prince & Other Tales
964	900	etext97	Gibbon, Folio	Decline/Fall Of The Roman Empire
965	899	etext97	F. (Fulgence) Marion	Wonderful Balloon Ascents
966	898	etext97	Henry James[James#13]	The Lesson of the Master
967	897	etext97	Thackeray [Thackeray #2]	The Rose and the Ring
968	896	etext97	John Quincy Adams, [April 30, 1839]	Orations
969	895	etext97	Gibbon V6 htm	Decline/Fall Of The Roman Empire
970	894	etext97	Gibbon V5 htm	Decline/Fall Of The Roman Empire
971	893	etext97	Gibbon V4 htm	Decline/Fall Of The Roman Empire
972	892	etext97	Gibbon V3 htm	Decline/Fall Of The Roman Empire
973	891	etext97	Gibbon V2 htm	Decline/Fall Of The Roman Empire
974	890	etext97	Gibbon V1 htm	Decline/Fall Of The Roman Empire
975	889	etext97	Princess Der Ling	Two Years in the Forbidden City
976	888	etext97	Charles Dickens [#23]	Lazy Tour of Two Idle Apprentices
977	887	etext97	Oscar Wilde  [Oscar Wilde #11]	Intentions
978	886	etext97	Lady Duff Gordon	Letters from the Cape
979	885	etext97	Oscar Wilde [Oscar Wilde #10]	An Ideal Husband
980	884	etext97	Charles MacKay	Memoirs of Popular Delusions V3
981	883	etext97	Charles Dickens [Dickens#22]	Our Mutual Friend
982	882	etext97	Boz, pseudonym of Charles [Dickens#21]	Sketches
983	881	etext97	Elizabeth Drew Stoddard	Lemorne Versus Huell
984	880	etext97	James Russell Lowell [#1]	My Garden Acquaintance
985	879	etext97	John Greenleaf Whittier [#2]	The Boy Captives
986	878	etext97	John Greenleaf Whittier [#1]	Yankee Gypsies
987	877	etext97	Washington Irving [Irving #2]	Little Britain
988	876	etext97	Rebecca Harding Davis #2	Life in the Iron-Mills
989	875	etext97	Oscar Wilde  [Wilde #9]	The Duchess of Padua
990	874	etext97	E. Charles Vivian	A History of Aeronautics
991	873	etext97	Oscar Wilde [Wilde #8]	A House of Pomegranates
992	872	etext97	Charles Dickens [Dickens #20]	Reprinted Pieces
993	871	etext97	Epictetus	The Golden Sayings of Epictetus
994	864	etext97	Robert Louis Stevenson #38	Master of Ballantrae
995	863	etext97	Agatha Christie	The Mysterious Affair at Styles
996	862	etext97	Owen Wister	[Harvard] Philosophy 4
997	861	etext97	J. M. Bacon	The Dominion of the Air
998	860	etext97	Margaret Mayo  [Margaret Mayo #2]	Baby Mine
999	859	etext97	Margaret Mayo [Mayo #1]	Polly of the Circus
1000	854	etext97	Oscar Wilde [Wilde#7]	A Woman of No Importance
1001	853	etext97	J. M. Reu	The Confutatio Pontificia, edited
1002	852	etext97	John Dewey [JDewey #1]	Democracy and Education
1003	851	etext97		Captivity and Restoration of Mrs. Mary Rowlandson
1004	850	etext97	F. Hopkinson Smith	Tom Grogan
1005	848	etext97	Robert Louis Stevenson [RLS37]	The Black Arrow
1006	847	etext97	Thomas Babbington Macaulay	Lays of Ancient Rome
1007	846	etext97	M. L. Weems	The Life of Gen. Francis Marion
1008	845	etext97	Henry Timrod	The Poems of Henry Timrod
1009	844	etext97	Oscar Wilde #6	The Importance of Being Earnest
1010	843	etext97	W. Gilmore Simms	The Life of Francis Marion
1011	842	etext97	Charles Brockden Brown	Carwin the Biloquist
1012	841	etext97	Amy Lowell [Lowell #2]	Men, Women and Ghosts
1013	840	etext97	R.D. Blackmore	Lorna Doone, A Romance of Exmoor
1014	839	etext97	Robert Louis Stevenson[#36]	New Arabian Nights
1015	837	etext97	E. Nesbit [EB#5]	The Story of the Amulet
1016	836	etext97	E. Nesbit [EB#4]	The Phoenix and the Carpet
1017	835	etext97	Michael Fairless [Barber] #3	The Gray Brethren
1018	834	etext97	Arthur Conan Doyle #11	Memoirs of Sherlock Holmes
1019	833	etext97	Thorstein Veblen	Theory of the Leisure Class
1020	832	etext97	J. Walker McSpadden [Robin Hood #1]	Robin Hood
1021	831	etext97	Chretien DeTroyes	Four Arthurian Romances
1022	830	etext97	Apollonius Rhodius	The Argonautica
1023	829	etext97	Jonathan Swift [Swift #2]	Gulliver's Travels
1024	828	etext97		Latin Vulgate, Daniel:  Prophetia Danielis
1025	827	etext97		Latin Vulgate, Esther [Septuagint arrangement]
1026	826	etext97		Latin Vulgate, Esther: Liber Esther
1027	825	etext97		Latin Vulgate Bible Book Titles and Names
1028	824	etext97	Charles Dickens[20]	Speeches: Literary & Social
1029	823	etext97	The Life of St. Declan of Ardmore	/mnt/u4/library/gutenberg/etext97/stdec10.zip
1030	822	etext97	Frank Tymon	The Tarn of Eternity
1031	821	etext97	Charles Dickens [Dickens # 19]	Dombey and Son
1032	820	etext97	Dyer & Martin	Edison, His Life and Inventions
1033	819	etext97	Herbert N. Casson	The History of the Telephone
1034	818	etext97	H. Barber [R.F. Corps]	The Aeroplane Speaks
1035	816	etext97	Alexis de Toqueville Vol 2	Democracy In America
1036	815	etext97	Alexis de Toqueville Vol 1	Democracy In America
1037	814	etext97	Anthony Trollope [Trollope#2]	Hunting Sketches
1038	813	etext97	Ilya Tolstoy[his son]	Reminiscences of Tolstoy
1039	812	etext97		Catalan's Constant to 1.5M Places [see#15][math18]
1040	811	etext97	Christopher Marlowe, Newer Edition	Dr. Faustus
1041	810	etext97	George Silverman	Explanation/Charles Dickens[18]
1042	809	etext97	Charles Dickens [Dickens #17]	Holiday Romance
1043	808	etext97	Gilbert and Sullivan	The Complete Plays of Gilbert and Sullivan  [G#2]
1044	807	etext97	Charles Dickens   [Dickens #16]	Hunted Down
1045	806	etext97	Sophocles, Trans. Gregory McNamee	Philoktetes
1046	805	etext97	F. Scott Fitzgerald [#1]	This Side of Paradise
1047	804	etext97	Laurence Sterne	A Sentimental Journey
1048	803	etext97	Stendhal[in French]#6]	La Duchesse de Palliano
1049	795	etext97	Lang #6	Ballads Lyrics and Poems of Old France
1050	794	etext97	E. Nesbit  [E. Nesbit #3]	The Wouldbegoods
1051	793	etext97	Frederick Talbot	Aeroplanes and Dirigibles of War
1052	792	etext97	Charles B. Brown	Wieland, The Transformation
1053	791	etext97	Alfred Tennyson  [Tennyson #2]	The Princess
1054	790	etext97	Oscar Wilde [Wilde #5]	Lady Windermere's Fan
1055	789	etext97	Michael Fairless	Gathering of Brother Hilarius
1056	788	etext97	Jack London   [Jack London #6]	The Red One
1057	787	etext97	Amelia E. Barr	The Man Between
1058	786	etext97	Charles Dickens  [Dickens #15]	Hard Times
1059	785	etext97	Lucretius, Tr. W. E. Leonard	Nature of Things
1060	784	etext97	Hjalmar Hjorth Boyesen	Boyhood in Norway
1061	783	etext97	Joseph E. Badger, Jr.	The Lost City
1062	782	etext97	Author Unknown	The Travels of Sir John Mandeville
1063	781	etext97	Logal Marhsall	Sinking of the Titanic, et al
1064	780	etext97	H.G. Wells [H.G. Wells #8]	The War in the Air
1065	779	etext97	Christopher Marlowe [Footnotes]	Dr. Faustus
1066	779	etext97	Christopher Marlowe [No Footnotes]	Dr. Faustus
1067	778	etext97	E. Nesbit [E. Nesbit #2]	Five Children and It
1068	777	etext97	William J. Claxton	The Mastery of the Air
1069	776	etext97	Don Marquis DM#4	Hermione's Group of Thinkers
1070	775	etext97	H.G. Wells  [Wells #7]	When the Sleeper Wakes
1071	774	etext97	Oscar Wilde   [Wilde #4]	Essays and Lectures
1072	773	etext97	Oscar Wilde #3	Lord Arthur Savile's Crime etc
1073	772	etext97	Robert Louis Stevenson [RLS#35]	Moral Emblems
1074	771	etext97	C. Bronte #3	Biog Notes on the Pseudonymous Bells
1075	770	etext97	E. Nesbit #1	The Story of the Treasure Seekers
1076	769	etext97	Kakuzo Okakura	The Book of Tea
