480	609	etext96	Tingfang	America As Seen By Oriental Diplomat
481	608	etext96	John Milton   [Milton #4]	Aeropagitica
482	607	etext96		The Augsburg Confession, in Latin and in German
483	606	etext96	Frank B. Linderman	Indian Why Storie
484	605	etext96	Edgar Rice Burroughs      [Pell #2]	Pellucidar
485	604	etext96	Edwin L. Arnold	Gulliver of Mars
486	603	etext96	George Borrow	Letters of George Borrow    [George Borrow #5]
487	602	etext96	Marcus Annaeus Lucanus	Pharsalia [Civil War]
488	601	etext96	Matthew Lewis	The Monk
489	600	etext96	/Fyodor Dostoyevsky[#1]	Notes From The Underground
490	599	etext96	William Thackeray [Thackeray #1]	Vanity Fair
491	598	etext96	Snorri Sturlson	Heimskringla [Norwegian Kings]
492	597	etext96		The Story of Burnt Njal <Njal's Saga> Icelandic
493	595	etext96	Thomas Bailey Aldrich[#1]	The Sisters' Tragedy
494	594	etext96	Various Authors	Twilight Stories
495	593	etext96	Guy de Maupassant	Selected Writings of Guy De Maupassant V. 1 [GEM1]
496	592	etext96	Vachel Lindsay [#4]	Chinese Nightingale, et al
497	591	etext96	Sara Teasdale [Teasdale #3]	Flame and Shadow
498	589	etext96	Robt L. Stevenson[RLS#25]	Catriona (Kidnapped2)
499	588	etext96	Charles Dickens [CD#5]	Master Humphrey's Clock
500	587	etext96	Don Marquis [Don Marquis #2]	Danny's Own Story
501	584	etext96	Harriet E. Wilson	Our Nig
502	583	etext96	Wilkie Collins [Collins #4]	The Woman in White
503	582	etext96	Beatrix Potter	A Collection of Beatrix Potter Stories  [BP#2]
504	581	etext96	Edward Jenkins?	Ginx's Baby, A Satire
505	580	etext96	Charles Dickens [CD #3-4]	The Pickwick Papers
506	579	etext96	Sidney Lanier	The Poems of Sidney Lanier
507	578	etext96	Tadashi NAKASHIMA	Down With The Cities
508	577	etext96	Samuel Johnson	The Works of Samuel Johnson, Volume 4 of 16
509	575	etext96	Francis Bacon	Essays of Francis Bacon  [Francis Bacon #1]
510	574	etext96	William Blake [Blake#1]	Poems of William Blake
511	573	etext96	Charles and Mary Lamb	Tales of Shakespeare
512	572	etext96	Beatrix Potter	The Great Big Treasury of Beatrix Potter [BP #1]
513	571	etext96		The 1995 CIA World Factbook      [CIA Factbook #5]
514	570	etext96	Adelaide L. Fries	The Moravians in Georgia
515	569	etext96	William Cowper Brann [vol12]	Brann The Iconoclast
516	568	etext96	William Cowper Brann [vol10]	Brann The Iconoclast
517	567	etext96	William Cowper Brann [vol 1]	Brann The Iconoclast
518	566	etext96	Schiller	The History of the Thirty Years' War
519	565	etext96	George Borrow [GB#4]	Zincali, Gypsies of Spain
520	564	etext96	Charles Dickens[#2]	The Mystery of Edwin Drood
521	563	etext96	Eros Urides	The Planet Mars & Its Inhabitants
522	562	etext96	Ross Kay[1]	Go Ahead Boys and Racing Motorboat
523	561	etext96	Daniel Defoe [DD#4]	Robinson Crusoe [Part 2]
524	560	etext96	John Buchan     [John Buchan #3]	Mr. Standfast
525	559	etext96	John Buchan       [John Buchan #2]	Greenmantle
526	558	etext96	John Buchan  [Buchan #1]	The Thirty-Nine Steps
527	557	etext96	Rudyard Kipling     [RK#4]	Puck of Pook's Hill
528	555	etext96	H. H. Munro (Saki) [#2]	The Unbearable Bassington
529	554	etext96	Royall Tyler [1st U.S. Play Perf]	The Contrast
530	553	etext96	Edgar Rice Burroughs [Time#3]	Out Of Time's Abyss
531	552	etext96	Edgar Rice Burroughs [Time #2]	People Out Of Time
532	551	etext96	Burroughs  [Time #1]	The Land That Time Forgot
533	550	etext96	George Eliot/Mary Anne Evans[Eliot#3]	Silas Marner
534	549	etext96	Mariano Azuela [Mexican Revolt]	The Underdogs
535	548	etext96		Project Trinity, Official U.S. Government Report
536	547	etext96	Emile Gaboriau	Baron Trigault's Vengeance
537	546	etext96	Rex Stout	Under the Andes
538	545	etext96	Edgar Rice Burroughs[Pell #1]	At the Earth's Core
539	544	etext96	Lucy Maud Montgomery[#5]	Anne's House of Dreams
540	543	etext96	Sinclair Lewis	Main Street
541	542	etext96	Clarence Johnson	The Life of Me, Autobiography
542	541	etext96	Edith Wharton [Wharton#8]	The Age of Innocence
543	539	etext96	Rev. W. Tuckwell	Biog Study of A. W. Kinglake
544	538	etext96	B. M. Bower	Jean of the Lazy A
545	537	etext96	Arthur Conan Doyle[#10]	Tales of Terror & Mystery
546	536	etext96	Robert Louis Stevenson[#25]	A Footnote to History
547	535	etext96	Robert Louis Stevenson	Travels with a Donkey in the Cevennes RLS [RLS#24]
548	534	etext96	Robert Louis Stevenson [#23]	An Inland Voyage
549	533	etext96	Gene Stratton-Porter [#6]	The Song of the Cardinal
550	532	etext96	Gene Stratton-Porter #5	At the Foot of the Rainbow
551	531	etext96	Andrew Steinmetz  Volume #2	The Gaming Table
552	530	etext96	Horatio Alger Jr. [Alger #6]	Driven From Home
553	529	etext96	Amy Steedman [painters]	Knights of the Art
554	528	etext96	Horatio Alger Jr. [Alger#5]	Joe The Hotel Boy
555	527	etext96	Joseph Conrad [Conrad #9]	End of the Tether
556	526	etext96	Joseph Conrad [#9 also #1]	Heart of Darkness
557	525	etext96	Joseph Conrad [#7 in our Conrad series]	Youth
558	524	etext96	H. G. Wells [Herbert George #5]	Ann Veronica
559	523	etext96	Isaac Taylor Headland [#2]	Court Life in China
560	522	etext96	Isaac Taylor Headland	The Chinese Boy and Girl
561	521	etext96	Daniel Defoe  [Defoe #3]	Robinson Crusoe
562	520	etext96	L. Frank Baum[#11]	Life/Adventures of Santa Claus
563	519	etext96	L. Frank Baum[Baum#10]	A Kidnapped Santa Claus
564	518	etext96	L. Frank Baum[#9]	The Enchanted Island of Yew
565	517	etext96	L. Frank Baum[Oz#7/Baum#8]	The Emerald City of Oz
566	516	etext96	Robert Louis Stevenson #23	The Silverado Squatters
567	515	etext96	Margret Howth	A Story of To-day
568	514	etext96	Louisa May Alcott [Alcott #2]	Little Women
569	513	etext96	Nathaniel Hawthorne  [#5]	From The Snow Image
570	512	etext96	Hawthorne [#4]	From Mosses From An Old Manse
571	511	etext96	Joseph Sheridan Le Fanu[Vol#3]	The Purcell Papers
572	510	etext96	Joseph Sheridan Le Fanu[Vol#2]	The Purcell Papers
573	509	etext96	Joseph Sheridan Le Fanu[Vol#1]	The Purcell Papers
574	508	etext96	Nathaniel Hawthorne [#3]	From Twice Told Tales
575	507	etext96	George Eliot [#2] [Mary Anne Evans]	Adam Bede
576	506	etext96	Frances Hodgson Burnett [Burnett #8]	The Shuttle
577	505	etext96	Andrew Dickson White	Warfare of Science/Theology
578	504	etext96	John Philip Sousa	The Fifth String
579	503	etext96		The Blue Fairy Book, A LARGE Collection [Fairy#1]
580	502	etext96	Zane Grey [Zane Grey Etext #2]	Desert Gold
581	501	etext96	Hugh Lofting	The Story of Doctor Dolittle
582	500	etext96	Carlo Collodi/Lorenzini	Adventures of Pinocchio
583	499	etext96	Victor Appleton	Tom Swift / Land of Wonders
584	498	etext96	Kate Douglas Wiggin	Rebecca Of Sunnybrook Farm
585	497	etext96	Henry J. Coke	Tracks of a Rolling Stone
586	496	etext96	Miss Mulock	The Little Lame Prince
587	495	etext96	Joseph Conrad  [Conrad Series #6]	Amy Foster
588	494	etext96	Joseph Conrad  [Conrad Series #5]	To-morrow
589	493	etext96	Joseph Conrad  [#4 in our Conrad Series]	Falk
590	492	etext96	Robert Louis Stevenson [RLS22]	The Art of Writing
591	490	etext96	Marthy Cannary Burk	Life/Adventures/Calamity Jane
592	489	etext96	Edna Ferber [Edna Ferber #4]	One Basket
593	488	etext96	Victor MacClure	She Stands Accused
594	487	etext96	Robert Louis Stevenson [RLS#21]	Songs of Travel
595	486	etext96	L. Frank Baum  [Oz #6 / Baum #7]	Ozma of Oz
596	484	etext96	Oliver Optic	Poor and Proud [Katy Redburn]
597	483	etext96	Booth Tarkington [BT#3]	The Conquest of Canaan
598	482	etext96	Thomas Hardy  [Hardy #7]	The Woodlanders
599	481	etext96	Mirriam Michelson	In The Bishop's Carriage
600	480	etext96	Joe Hutsko	Undo, A Novel
601	479	etext96	Frances Hodgson Burnett[#7]	Little Lord Fauntleroy
602	478	etext96	David Graham Phillips [Phillips #6]	The Cost
603	477	etext96	Enrico Ferri	Criminal Sociology
604	476	etext96	James Nasmyth	Engineer, An Autobiography
605	475	etext96	General Booth	In Darkest England and The Way Out
606	474	etext96	Sara Cone Bryant[#2]	How To Tell Children Stories
607	473	etext96	Sara Cone Bryant	Stories To Tell To Children
608	472	etext96	Charles W. Chesnutt	The House Behind The Cedars
609	471	etext96	Sir Walter Scott [Scott#2]	Bride of Lammermoor
610	470	etext96	G. K. Chesterton [Chesterton #4]	Heretics
611	469	etext96	Honore de Balzac	The Duchesse de Langeais
612	468	etext96	The Abbe Prevost	Manon Lescaut
613	467	etext96	Madame de Lafayette	The Princess of Cleves
614	466	etext96	Andrew Steinmetz	The Gaming Table [Pros/Cons]
615	465	etext96	Stewart Edward White	The Mountains
616	464	etext96	Robert Louis Stevenson [#20]	In the South Seas
617	463	etext96	Stephen Crane [#1a]	The Red Badge of Courage
618	461	etext96	Richard le Gallienne	Quest of the Golden Girl
619	460	etext96	Frances Hodgson Burnett#6	The Dawn of A To-morrow
620	459	etext96	Frances Hodgson Burnett [#5]	The White People
621	458	etext96	Don Marquis [Don Marquis #1]	Dreams & Dust
622	457	etext96	David Graham Phillips [#5]	The Price She Paid
623	456	etext96	H.G. Wells[hg#4]	The Door in the Wall, et. al.
624	455	etext96	Ralph Parlette	The University of Hard Knocks
625	454	etext96	Charles G. Leland	The Breitmann Ballads
626	453	etext96	Edna Ferber [Ferber #3]	Emma McChesney & Co.
627	452	etext96	George Borrow [George Borrow #3]	Lavengro
628	451	etext96	Joseph Conrad [Conrad #3]	The Shadow Line
629	450	etext96	David Graham Phillips [#4]	Susan Lenox, Rise/Fall
630	449	etext96	William and Mary Healy	Pathology of Lying, Etc.
631	448	etext96	Gustave le Bon [#2]	The Psychology of Revolution
632	447	etext96	Stephen Crane [#2]	Maggie, Girl of the Steets
633	445	etext96	Gustave le Bon 1	The Crowd, Study of Popular Mind
634	444	etext96	P. J. Proudhon [PJP2]	The Philosophy of Misery
635	443	etext96	Eugene Field	The Love Affairs Of A Bibliomaniac
636	442	etext96	Sara Teasdale [Teasdale #2]	Love Songs
637	440	etext96	Eleanor H. Porter [E. H. Porter #3]	Just David
638	439	etext96	Arthur Conan Doyle [Doyle#9]	The Vital Message
639	438	etext96	Robert Louis Stevenson [RLS #18]	Underwoods
640	437	etext96	Robert Rudder	Lazarillo of Tormes, Translated
641	436	etext96	 L. Frank Baum [Baum #5]	The Master Key
642	435	etext96	Harry Houdini	The Miracle Mongers, An Expose'
643	434	etext96	Mary Roberts Rinehart[3]	The Circular Staircase
644	433	etext96	David Graham Phillips [#3]	The Conflict
645	432	etext96	Henry James [Henry James #9]	The Ambassadors
646	431	etext96	David Graham Phillips [#2]	The Fortune Hunter
647	430	etext96	David Graham Phillips [#1]	The Grain of Dust
648	429	etext96	Stockton[FS#3]	The Magic Egg and Other Stories
649	428	etext96	Anthony Hope [Hawkins]	Frivolous Cupid
650	427	etext96	Frank Stockton [FS#2]	The Great War Syndicate
651	426	etext96	Robert Louis Stevenson[#18]	Tales and Fantasies
652	425	etext96	Stevenson[#17]	Familiar Studies of Men & Books
653	424	etext96	Vachel Lindsay [#2]	General Booth, Other Poems
654	422	etext96	George Borrow [Borrow #2]	The Romany Rye
655	421	etext96	Robert Louis Stevenson [RLS #17]	Kidnapped
656	420	etext96	L. Frank Baum[#4]	Dorothy and the Wizard in Oz
657	419	etext96	L. Frank Baum [L Frank Baum#3]	The Magic of Oz
658	418	etext96	Dr. Martin Luther[#4]	A Treatise on Good Works
659	417	etext96	Martin Luther	The Hymns and Small Cathechism of Martin Luther
660	416	etext96	Sherwood Anderson	Winesburg, Ohio
661	415	etext96	George Borrow [Borrow #1]	The Bible in Spain
662	414	etext96	Richard Jefferies	Pageant of Summer
663	412	etext96	Elbert Hubbard [Homes Series]	John Jacob Astor
664	411	etext96	Richard Harding Davis [#8]	The King's Jackal
665	410	etext96	John Fox, Jr.	Hell Fer Sartain & Other Stories
666	409	etext96	Phillis Wheatley	Religious and Moral Poems
667	408	etext96	W. E. B. Du Bois	The Souls of Black Folk
668	406	etext96	Richard Harding Davis	Appreciations of Richard Harding Davis [Davis#6]
669	405	etext96	Richard Harding Davis	Adventures and Letters of Richard Harding Davis[5]
670	404	etext96	Samuel Smiles [Smiles#1]	Industrial Biography
671	403	etext96	Richard Harding Davis[RHD4]	Soldiers of Fortune
672	402	etext96	Booth Tarkington   [Tarkington #2]	Penrod
673	401	etext96	Frank Norris [#4 in Frank Norris series]	Blix
674	400	etext96	Sara Teasdale	Helen of Troy
675	399	etext96	Horatio Alger[Alger#3]	Cast Upon the Breakers
676	398	etext96	Rutherford Platt	1st Book of Adam and Eve
677	397	etext96	John Milton    [Milton #3]	Four Poems
678	396	etext96	Frank R. Stockton	The Lady, or the Tiger?
679	395	etext96	John Bunyan [Bunyan #2]	The Holy War
680	394	etext96	Elizabeth Cleghorn Gaskell	Cranford
681	393	etext96	H. de Vere Stacpoole	The Blue lagoon: A Romance
682	392	etext96	Torquato Tasso	Jerusalem Delivered
683	391	etext96	Moncrieff	The Song of Roland, Anonymous/Trans.
684	390	etext96	L. Cranmer-Byng (Chin. poetry)	A Lute of Jade
685	389	etext96	Arthur Machen	The Great God Pan
686	388	etext96	Winston Churchill[US Churchill #1]	The Crossing
687	387	etext96	Robert L. Stevenson [RLS#15]	Vailima Letters
688	386	etext96	Robert L. Stevenson [#14]	Virginibus Puerisque
689	384	etext96	Francis Hodgson Burnett [#4]	The Lost Prince
690	233	etext96	Theodore Dreiser [Dreiser #1]	Sister Carrie
691	219	etext96	Joseph Conrad [Conrad #1]	Heart of Darkness
692	213	etext96	`Banjo' Paterson [#1]	The Man From Snowy River
693	141	etext96	Jane Austen  [Austen #3]	Mansfield Park
694	73	etext96	Stephen Crane [Crane #1]	Red Badge of Courage
695	60	etext96	Baroness Emmuska Orczy	The Scarlet Pimpernel
696	11	etext97	Lewis Carroll [Carroll #1]	Alice in Wonderland
697	1152	etext97		The Story of the Volsungs [re:  Wagner's "Ring"]
698	1151	etext97		The Nibelungenlied  [Another Source for The Ring]
699	1150	etext97	Saxo Grammaticus	The Danish History/Books I-IX
700	1149	etext97	Daniel Defoe [DD #6]	From London to Land's End
701	1148	etext97	Giraldus Cambrensis	Itineray of Baldwin in Wales
702	1145	etext97	Anthony Hope [See Zenda]#	Rupert of Hentzau
703	1144	etext97	Henry James   [Henry James #16]	In the Cage
704	1143	etext97	Joseph Conrad  [#19]	Notes on Life and Letters
705	1142	etext97	Joseph Conrad  [Joseph Conrad #18]	Typhoon
706	1141	etext97	Oscar Wilde	Selected Poems of Oscar Wilde
707	1140	etext97	Thomas Carlyle [Carlyle #4]	Latter-Day Pamphlets
708	1139	etext97	Henry van Dyke   [Van Dyke #3]	Fisherman's Luck
709	1138	etext97	H.G. Wells [Wells #13]	The Research Magnificent
710	1137	etext97	William Shakespeare  [WL]	A Lover's Complaint
711	1136	etext97	William Shakespeare   [WL]	King Henry VIII
712	1135	etext97	William Shakespeare [World Library]	Tempest
713	1134	etext97	William Shakespeare  [WL]	The Winter's Tale
714	1133	etext97	William Shakespeare [World Library]	Cymbeline
715	1132	etext97	Wm Shakespeare [WL]	The Life of Timon of Athens
716	1131	etext97	William Shakespeare [WL]	The Tragedy of Coriolanus
717	1130	etext97	William Shakespeare   [WL]	Antony and Cleopatra
718	1129	etext97	William Shakespeare   [World Library]	Macbeth
719	1128	etext97	William Shakespeare  [World Library]	King Lear
720	1127	etext97	Shakespeare    [WL]	Othello, The Moor of Venice
721	1126	etext97	William Shakespeare    [WL]	Measure for Measure
722	1125	etext97	William Shakespeare[WL]	All's Well that End's Well
723	1124	etext97	Shakespeare[WL]	History of Troilus and Cressida
724	1123	etext97	Shakespeare[WL]	Twelfth Night; or What You Will
725	1122	etext97	Wm Shakespeare   [WL]	Hamlet, Prince of Denmark
726	1121	etext97	William Shakespeare [World Library]	As You Like It
727	1120	etext97	William Shakespeare[World Library]	Julius Caesar
728	1119	etext97	William Shakespeare  [World Library]	King Henry V
729	1118	etext97	William Shakespeare    [WL]	Much Ado about Nothing
730	1117	etext97	William Shakespeare     [WL]	King Henry IV, Part 2
731	1116	etext97	William Shakespeare[WL]	The Merry Wives of Windsor
732	1115	etext97	William Shakespeare      [WL]	King Henry IV Part 1
733	1114	etext97	William Shakespeare    [WL]	The Merchant of Venice
734	1113	etext97	William Shakespeare [WL]	A Midsummer Night's Dream
735	1112	etext97	William Shakespeare  [WL]	Romeo and Juliet
736	1111	etext97	William Shakespeare   [WL]	King Richard II
737	1110	etext97	William Shakespeare [World Library]	King John
738	1109	etext97	William Shakespeare   [WL]	Love's Labour's Lost
739	1108	etext97	William Shakespeare   [WL]	Two Gentlemen of Verona
740	1107	etext97	William Shakespeare   [WL]	The Taming of the Shrew
741	1106	etext97	William Shakespeare       [WL]	Titus Andronicus
742	1105	etext97	William Shakespeare [WL]	The Shakespearian Sonnets
743	1104	etext97	William Shakespeare    [WL]	The Comedy of Errors
744	1103	etext97	William Shakespeare     [WL]	King Richard III
745	1102	etext97	William Shakespeare   [WL]	King Henry VI, Part 3
746	1101	etext97	William Shakespeare   [WL]	King Henry VI, Part 2
747	1100	etext97	William Shakespeare   [WL]	King Henry VI, Part 1
748	1099	etext97	Stewart Edward White	The Riverman
749	1098	etext97	Booth Tarkington  [BT#5]	The Turmoil, A novel
750	1097	etext97	G. B. Shaw [Shaw #4]	Mrs. Warren's Profession
751	1096	etext97	Jack London [London #34]	The Story of Jees Uck
752	1096	etext97	Jack London  [Jack London's Etext #33]	Batard
753	1096	etext97	Jack London[London #32]	The Marriage of Lit-lit
754	1096	etext97	Jack London [London #31]	The One Thousand Dozen
755	1096	etext97	Jack London     [London #30]	Too Much Gold
756	1096	etext97	Jack London   [London #29]	The Faith of Men
757	1096	etext97	Jack London  [London #28]	A Hyperborean Brew
758	1096	etext97	Jack London[London #27]	A Relic of the Pliocene
759	1096	etext97	Jack London  [London #27-34]	The Faith of Men
760	1095	etext97	Zane Grey[Zane Grey #4]	Light of the Western Stars
761	1094	etext97	Christopher Marlowe	Tamburlaine the Great PT 1
762	1093	etext97	Henry James [James #15]	The Beast in the Jungle
763	1092	etext97	Giraldus Cambrensis	The Description of Wales
764	1091	etext97	Thomas Carlyle [TC#3]	Heroes and Hero Worship
765	1090	etext97	Jonathan Swift[#4]	Bickerstaff-Partridge Papers
766	1089	etext97	Jack London[#19-26]	Moon-Face and Other Stories
767	1089	etext97	Jack London                  [#26]	Planchette
768	1089	etext97	Jack London             [#25]	All Gold Canyon
769	1089	etext97	Jack London    [#24]	The Shadow and the Flash
770	1089	etext97	Jack London        [#23]	The Minions of Midas
771	1089	etext97	Jack London               [#22]	Amateur Night
772	1089	etext97	Jack London                 [#21]	Local Color
773	1089	etext97	Jack London     [#20]	The Leopard Man's Story
774	1089	etext97	Jack London       [Jack London #19]	Moon-Face
775	1088	etext97	Ernest Thompson Seton	Rolf in the Woods
776	1087	etext97	Lewis Roth	Baartock
777	1086	etext97	Mark Twain [Clemens][Twain #12]	A Horse's Tale
778	1085	etext97	Thomas Carlyle  [TC#2]	Life of John Sterling
779	1084	etext97	Presbyterian Ladies' Aid	Recipes Tried and True
780	1082	etext97	Nathaniel H. Bishop	Voyage of The Paper Canoe
781	1081	etext97	Nikolai Vasilievich Gogol	Dead Souls
782	1080	etext97	Jonathan Swift  [Swift #3]	A Modest Proposal
783	1079	etext97	Laurence Sterne	Life of Tristram Shandy
784	1078	etext97	Joseph A. Altsheler	The Scouts of the Valley
785	1076	etext97	Ernest Bramah[Bramah#1]	The Wallet of Kai Lung
786	1075	etext97	Jack London         [Jack London #18]	Samuel
787	1075	etext97	Jack London [Jack London #17]	The Sea-Farmer
788	1075	etext97	Jack London   [London #16]	The Dream of Debs
789	1075	etext97	Jack London [#15]	The Enemy of All the World
790	1075	etext97	Jack London  [#14]	The Unparalleled Invasion
791	1075	etext97	Jack London   [London #13]	South of the Slot
792	1075	etext97	Jack London [#12]	The Strength of the Strong
793	1074	etext97	Jack London   [Jack London #11]	The Sea Wolf
794	1073	etext97	Emile Zola [#4]	The Death of Olivier Becaille
795	1072	etext97	Emile Zola  [Zola #3]	The Miller's Daughter
796	1071	etext97	Emile Zola  [Emile Zola #2]	Captain Burle
797	1070	etext97	Emile Zola   [Emile Zola #1] [See note]	Nana
798	1069	etext97	Emile Zola	1st PG Collection of Emile Zola
799	1068	etext97	U. S. Grant	Personal Memoirs of U. S. Grant [US President] V2
800	1067	etext97	U. S. Grant	Personal Memoirs of U. S. Grant [US President] V1
801	1066	etext97	E.A. Freeman[Saved #1066]	William the Conqueror
802	1065	etext97	Edgar Allan Poe[Poe#5]	The Cask of Amontillado
803	1064	etext97	Edgar Allan Poe[#4]	The Masque of the Red Death
804	1063	etext97	Edgar Allan Poe  [E. A. Poe #3]	The Raven
805	1062	etext97	Edgar Allan Poe	1st PG Collection of Edgar Allan Poe[E. A. Poe #2]
806	1061	etext97	John Fiske	Myths and Myth-Makers
807	1060	etext97	Andrew Lang  [Lang #7]	Grass of Parnassus
808	1059	etext97	H.G. Wells [H.G. Wells #12]	The World Set Free
809	1058	etext97	Joseph Conrad[Conrad#16]	The Mirror of the Sea
810	1057	etext97	Oscar Wilde [Etext #16 by Oscar Wilde]	Poems
811	1057	etext97	Oscar Wilde [re: above]	Ballad of Reading Gaol
812	1056	etext97	Jack London   [Jack London #10]	Martin Eden
813	1055	etext97	Joseph Conrad  [Conrad #15]	Twixt Land & Sea
814	1054	etext97	Andrew Lang [Lang #6]	A Collection of Ballads
815	1053	etext97	Joseph Conrad  [Conrad #14]	Within The Tides
816	1052	etext97	Step	Step; or Tidy's Way to Freedom [?Tract #2]
817	1051	etext97	Thomas Carlyle  [Carlyle #1]	Sartor Resartus
818	1050	etext97	George Bernard Shaw[3]	Dark Lady of the Sonnets
819	1049	etext97	Martha Summerhayes	Vanished Arizona
820	1048	etext97	Henry van Dyke [van Dyke#2]	The Ruling Passion
821	1047	etext97	H. G. Wells  [Wells #11]	The New Machiavelli
822	1046	etext97	H. G. Wells [Wells#10]	God The Invisible King
823	1045	etext97	William Shakespeare[Shakes#3]	Venus and Adonis
824	1044	etext97	Mark Twain	Captain Stormfield's Visit to Heaven
825	1043	etext97	Joseph McCabe	The Story of Evolution
826	1042	etext97	George Meredith	A Reading of Life, Other Poems
827	1041	etext97	William Shakespeare [#2]	Shakespeare's Sonnets
828	1040	etext97	Edwin Arlington Robinson[#3]	The Three Taverns
829	1039	etext97	Livingstone	Missionary Travels in South Africa
830	1038	etext97	Walter Raleigh [Walter Raleigh Etext #2]	Style
831	1037	etext97	Edmund Venables	The Life of John Bunyan
832	1035	etext97	Edwin A. Robinson [#2]	The Man against the Sky
833	1034	etext97	Wilfred Owen	Poems
834	1033	etext97	Kate Douglas Wiggin [KDW#4]	Rose O' the River
835	1032	etext97	Henry James  [#14 by Henry James]	The Pupil
836	1031	etext97	Oscar Wilde[Wilde#15]	Charmides and Other Poems
837	1030	etext97	MacKay/Editor	Cavalier Songs & Ballads of England
838	1029	etext97	Jack London  [Jack London #9	The Night-Born
839	1028	etext97	Charlotte Bronte [#6 by Brontes]	The Professor
840	1027	etext97	Zane Grey[#3 by Zane Grey]	The Lone Star Ranger
841	1026	etext97	George and Weedon Grossmith	Diary of a Nobody
842	1025	etext97	Benjamin Rumford  [Volume 1, BR#1]	Essays
843	1024	etext97	Stevenson and Osbourne [RLS #39]	The Wrecker
844	1023	etext97	Charles Dickens  [Dickens #33]	Bleak House
845	1022	etext97	Henry David Thoreau   [Thoreau #3]	Walking
846	1021	etext97	Vachel Lindsay[VL#3]	The Congo and Other Poems
847	1020	etext97	Amy Lowell [AL #3]	Sword Blades and Poppy Seed
848	1019	etext97	The Bronte Sisters [as Bell Brothers] B#5	Poems
849	1018	etext97	Charles Kingsley [Kingsley #3]	The Water-Babies
850	1017	etext97	Oscar Wilde   [Wilde #14]	The Soul of Man
851	1016	etext97	Spinoza[Spinoza10]	Improvement of Understanding
852	1015	etext97	Francis Parkman, Jr.	The Oregon Trail
853	1014	etext97	B.M. Bower[Bower#3]	The Lure of the Dim Trails
854	1013	etext97	H.G. Wells [Wells#9]	The First Men In The Moon
855	1012	etext97	Dante	La Divina Commedia di Dante in Italian, 8-bit text
856	1011	etext97	Dante	Divina Commedia di Dante: Paradiso   [8-bit text]
857	1010	etext97	Dante	Divina Commedia di Dante: Purgatorio [8-bit text]
858	1009	etext97	Dante	Divina Commedia di Dante: Inferno    [8-bit text]
859	1008	etext97	Dante	H. F. Cary's Translation of Dante, Entire Comedy
860	1007	etext97	Dante	H. F. Cary's Translation of Dante, Paradise
861	1006	etext97	Dante	H. F. Cary's Translation of Dante, Puragorty
862	1005	etext97	Dante	H. F. Cary's Translation of Dante, Hell
863	1004	etext97	Dante	Longfellow's Translation of Dante, Entire Comedy
864	1003	etext97	Dante	Longfellow's Translation of Dante  Paradise
865	1002	etext97	Dante	Longfellow's Translation of Dante, Purgatory
866	1001	etext97	Dante	Longfellow's Translation of Dante, Inferno
867	1000	etext97	Dante	La Divina Commedia di Dante in Italian, 7-bit text
868	999	etext97	Dante	Divina Commedia di Dante: Paradiso, 7-bit Italian
869	998	etext97	Dante	Divina Commedia di Dante: Purgatorio 7-bit Italian
870	997	etext97	Dante	Divina Commedia di Dante: Inferno, 7-bit Italian
871	996	etext97	Migeul de Cervantes [Saavedra][#1]	Don Quixote
872	995	etext97	Robert W. Service[RWS#5]	Ballads of a Bohemian
873	994	etext97	J. M. Synge	Riders to the Sea
874	993	etext97	Thomas W. Higginson	Malbone: An Oldport Romance
875	992	etext97	Spinoza [S#9]	Theologico-Political Treatise P4
876	991	etext97	Spinoza [S#8]	Theologico-Political Treatise P3
877	990	etext97	Spinoza [S#7]	Theologico-Political Treatise P2
878	989	etext97	Spinoza [S#6]	Theologico-Political Treatise P1
879	988	etext97	Ellen Key	The Education of the Child
880	987	etext97		Popular Science Monthly, Oct, Nov, Dec, 1915 V.86
881	986	etext97	Leo Tolstoy, Trans. L & A Maude	Master and Man
882	985	etext97	Leo Tolstoy, Trans. L & A Maude	Father Sergius
883	984	etext97	Irwin L. Gordon, Ed.	Who Was Who: 5000 BC - 1914
884	983	etext97	Daniel Defoe [DD#5]	Eastern Counties of England
885	982	etext97	Edward Lear	The Book of Nonsense
886	981	etext97	Gummere	Beowulf, Anonymous, Translated
887	980	etext97	Booth Tarkington [Tarkington #4]	Alice Adams
888	979	etext97	J. Munro	Heroes of the Telegraph
889	978	etext97	Mary E. Wilkins Freeman	The Yates Pride
890	977	etext97	Rudyard Kipling  [Kipling #5]	American Notes
891	976	etext97	Nathaniel Hawthorne [NH #6]	Tanglewood Tales
892	975	etext97	Benedict de Spinoza/Elwes Part 5 [#5]	Ethics
893	974	etext97	Joseph Conrad  [Conrad #13]	The Secret Agent
894	973	etext97	Howard Pyle	Howard Pyle's Book of Pirates   [Howard Pyle #2]
895	972	etext97	Ambrose Bierce[Bierce3]	The Devil's Dictionary
896	971	etext97	Benedict de Spinoza/Elwes Part 4 [#4]	Ethics
897	970	etext97	Cal Stewart	Uncle Josh's Punkin Centre Stories
898	969	etext97	Anne Bronte [B#4]	The Tenant of Wildfell Hall
899	968	etext97	Charles Dickens[Dickens #32]	Martin Chuzzlewit
900	967	etext97	Charles Dickens[Dickens #31]	Nicholas Nickleby
901	966	etext97	Thomas Love Peacock	Maid Marian
902	965	etext97	Alexandre Dumas[Pere][Dumas#1]	The Black Tulip
903	964	etext97	Howard Pyle[HP#1]	The Adventures of Robin Hood
