0,211407,216387,211410,205621,199122,192870,187456,183782,180400,175601,169950,164306,159649,121399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165671,427716,427716,427716,427716,427716,427637,387602,291349,180061,75538,2845,0,0,0,0,0,245015,583725,585944,587644,589538,591448,585418,575701,580278,537931,520744,503263,485696,441746,272539,253714,164628,0,0,0,0,0,0,0,371472,427716,427716,427716,427716,427716,798869,855432,855432,855432,855432,855432,855432,680160,427716,427716,427716,427716
0,408221,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,335502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256715,750800,666418,584009,511115,432659,427716,427716,427716,427716,427716,402837,324682,248412,172566,99731,25964,561078,1232574,1216490,1197133,1175751,1160530,1141117,1123614,1105515,1086097,1070032,1050079,1030957,950799,566833,547222,371606,0,0,0,0,0,0,0,371472,427716,427716,427716,427716,427716,801244,855432,855432,927115,1124200,1131020,1132230,951640,702375,709109,717468,724262
0,407081,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,559894,697441,602081,263000,259908,256804,253670,250457,246976,243367,239961,236552,232570,229213,225792,109344,0,0,0,0,0,0,0,0,0,0,0,0,0,214157,855432,855432,855432,855432,837455,774836,711063,650398,568289,472101,445077,481442,513353,542901,572340,598702,1137625,1859684,1721339,1579054,1404792,1404792,1404792,1404743,1402425,1400045,1396637,1393143,1390178,1325048,955934,878120,597652,0,0,0,0,0,0,0,616416,710244,710455,710898,710669,710244,1327714,1427328,1428505,1544440,1856052,1855727,1854739,1559204,1148424,1148424,1148424,1148424
0,406408,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,636898,855432,763938,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,204339,122713,115934,33243,0,0,0,0,0,0,5624,33966,64399,94448,223603,739333,846401,956884,1065149,1124547,1151452,1177059,1201008,1226541,1260365,1220094,1119729,1028625,949515,876063,855432,1301485,1940344,1879787,1671472,1375697,1373499,1453385,1474449,1491565,1513177,1534149,1550333,1567706,1523372,1177288,866034,679553,139004,141283,143083,145415,147642,149463,151310,895397,1009999,1010299,1009041,1012558,986497,1594410,1710864,1710864,1826444,2138580,2138580,2138580,1778344,1283148,1283148,1283148,1283148
0,405171,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,638239,855432,764526,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,196386,289941,427716,426974,369569,276658,190228,108430,326076,400378,425328,427716,427716,427716,486359,855432,855432,855432,856137,904768,980025,1039366,1088696,1134538,1199452,1270330,1283148,1283148,1283148,1281052,1226771,1595566,2107801,1808565,1551942,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1221063,855432,524538,1006287,750183,752549,754216,756385,758459,760471,762457,1250150,1325777,1326551,1327982,1329261,1205675,1038928,1120376,1116043,1225734,1537793,1536245,1539855,1298367,976596,975100,976679,983361
0,403962,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,639250,855432,764552,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,193981,282899,427716,427716,427716,427716,427716,427716,800996,813843,737385,660226,573821,483167,495684,855432,855432,855432,855432,855432,855432,855432,855432,855432,855432,862145,935701,1043907,1166240,1260247,1335895,1820032,2402606,1900650,1629701,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1222260,855432,525345,1112588,855432,855432,855432,855432,855432,855432,855432,1226852,1283148,1283148,1283148,1283148,1130161,796653,855432,855432,971418,1283148,1283148,1283148,1098124,855432,855432,855432,855432
0,402723,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,640266,855432,765180,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,196840,271649,427716,427716,427716,427716,427716,427716,821298,855432,855432,855432,855432,868502,965165,1256422,1218436,1178257,1147619,1086019,1072592,1102324,1127338,1150065,1173120,1195812,1235071,1272477,1283148,1283148,1283953,1778718,2440765,2185279,1589288,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1222326,855432,525162,801694,525295,523288,521264,519254,517232,514823,512778,882448,937143,936696,937644,938822,825855,799343,855432,855432,968959,1283148,1283148,1283148,1096487,855432,855432,855432,855432
0,401634,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,640266,855432,765180,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,206708,256782,427716,427716,427716,427716,427716,427716,1114118,1180377,1203782,1227391,1259530,1282737,1409007,1710864,1710864,1710864,1710864,1561264,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1715235,2275183,2129981,1653620,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1283148,1222172,855432,524669,705071,427716,427716,427716,427716,427716,427716,427716,799188,855432,855432,855432,855432,749236,798550,855432,855432,969259,1283148,1283148,1283148,1094705,855432,855432,855432,855432
0,544427,576055,570123,564270,559010,553315,547401,541537,536163,530361,525079,732959,943636,831222,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,210435,249828,427716,427716,427716,427716,427716,479973,1282667,1283148,1283148,1283148,1283142,1283148,1459171,1730264,1710864,1697495,1666437,1518190,1180640,1151915,1123107,1098455,1070696,1036088,1006527,977837,948174,920427,891956,1397204,2044531,1918321,1651159,1550557,1486659,1391576,1360286,1358675,1358885,1360537,1361846,1363297,1291727,855432,523854,703810,427716,427716,427716,427716,427716,427716,427716,799188,855432,855432,855432,855432,766383,794564,855432,855432,966436,1283148,1283148,1283148,1095960,855432,855432,855432,855432
0,799448,855432,855432,855432,855432,855432,855432,855432,855432,855432,855432,1067496,1283148,1102162,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,427716,208963,259258,469856,506222,549110,522817,427716,562450,1108867,1078004,1048482,1021583,994499,965229,1226316,1749364,1649088,1552542,1459530,1300437,871275,855432,855432,855432,855432,855432,855432,855432,855432,855432,855432,1723157,2774858,2820520,2464441,2357115,2365184,2372055,2344877,2281378,2237413,2218148,2198770,2168540,2025958,1268704,741721,811419,427716,427716,427716,427716,427716,427716,427716,799188,855432,855432,855432,855432,767074,793524,855432,855432,994445,1388734,1390996,1384866,1200630,961180,975636,984797,995482
