name,DS100,"UIC (IBNR)",Latitude,Longitude
"Bad St Peter Süd",APSD,8000754,54.30501,8.648041
"Bad St Peter-Ording",APO,8000755,54.317293,8.614736
"Bad Staffelstein",NSFN,8005670,50.108258,10.994239
"Bad Steben",NBST,8000756,50.365095,11.64677
"Bad Suderode",LSUR,8011084,51.733673,11.125782
"Bad Sulza",UBS,8011085,51.094767,11.634595
"Bad Sulza Nord",UBSN,8011086,51.097428,11.6283
"Bad Säckingen",RSAE,8005255,47.555857,7.94863
"Bad Teinach-Neubulach",TBT,8000757,48.67847,8.727148
"Bad Tölz",MBT,8000758,47.760578,11.57394
"Bad Tönisstein",KTST,8070314,50.459318,7.298859
"Bad Urach",TUC,8006029,48.491244,9.396483
"Bad Urach Ermstalklinik",TUCK,8006027,48.494155,9.386901
"Bad Urach Wasserfall",TUCW,8070680,48.499263,9.376401
"Bad Vigaun",XAVN,8101718,47.6642034764411,13.1241752840184
"Bad Vilbel",FVL,8000760,50.188677,8.73946
"Bad Vilbel Süd",FVLS,8000761,50.178696,8.733477
"Bad Vilbel-Gronau",FGRN,8002382,50.191529,8.783203
"Bad Waldsee",TBWA,8000763,47.925244,9.752274
"Bad Wildbad Bf",TWB,8006431,48.755718,8.551089
"Bad Wildbad Kurpark",TWBK,8070283,48.748755,8.550459
"Bad Wildbad Nord",TWBN,8070281,48.763936,8.555095
"Bad Wildbad Uhlandplatz",TWBU,8070282,48.750837,8.549366
"Bad Wildungen",FBWD,8000764,51.119619,9.136091
"Bad Wilsnack",WWIL,8011088,52.960229,11.949344
"Bad Wimpfen",RBWF,8000765,49.229744,9.167297
"Bad Wimpfen Im Tal",TBWT,8000706,49.229848,9.187046
"Bad Wimpfen-Hohenstadt",RBWH,8000766,49.242537,9.138753
"Bad Windsheim",NBWI,8000767,49.5066,10.412942
"Bad Wurzach",TBW,8000769,47.910258,9.889739
"Bad Wörishofen",MBWH,8000768,48.005711,10.597875
"Bad Zurzach",XSZZ,8503409,47.5883101087174,8.29556465397506
"Bad Zwischenahn",HZWI,8000770,53.182547,8.003123
Baddeckenstedt,HBAD,8000772,52.08916,10.228767
Baden(CH),XSBA,8503504,47.4764202249643,8.30769276309784
Baden(Verden),HBDV,8000773,53.007872,9.081261
Baden-Baden,RBB,8000774,48.790327,8.190831
"Baden-Baden Haueneberstein",RHEB,8000771,48.811907,8.209021
"Baden-Baden Rebland",RBBL,8000775,48.733844,8.146572
Baflo,ONBF,8400089,53.3608969,6.5916666984558
Bagenz,BBG,8011097,51.654888,14.426908
"Bahlingen Riedlen",RBAR,8007310,48.118019,7.747776
"Bahlingen am Kaiserstuhl",RBAL,8007293,48.124494,7.741516
Bahnbrücken,RBBR,8007144,49.119447,8.764854
"Bahnhof Niederzwehren, Kassel",FKNZ,716781
"Bahnhof, Gönnheim",RGHM,506735
Bahnsdorf,BBO,8011098,51.581745,14.112288
Baierbrunn,MBAB,8000781,48.018741,11.480027
"Baiersbronn Bf",RBSN,8000782,48.504104,8.371868
"Baiersbronn Schule",RBSS,8000789,48.51061,8.375858
Baiersdorf,NBD,8000783,49.656147,11.036976
Baisieux,XFBX,8700510
Baitz,BBAI,8011100,52.164149,12.685111
Balbersdorf,NBAF,8000784,49.29044,12.683064
Baldham,MBDH,8000785,48.099256,11.78678
Balduinstein,FBAD,8000786,50.34682,7.968
Balerna,XSBAL,8505306,45.8467569390444,9.00503477094019
Balgheim,TBLH,8000787,48.065886,8.759892
Balgstädt,UBGS,8011103,51.208295,11.738454
"Balingen Süd",TBGS,8000788,48.269014,8.846484
Balingen(Württ),TBG,8000353,48.278469,8.850307
Ballersbach,FBAL,8000790
Ballstädt(Gotha),UBAS,8011106,51.04075,10.707666
Baltersweiler,SBAL,8000792,49.493785,7.166538
Balve,EBAV,8000793,51.332594,7.863071
Bamberg,NBA,8000025,49.900759,10.899489
Bammental,RBAM,8000794,49.359588,8.783685
Bannemin-Mölschow,WBAM,8011108,54.071397,13.836574
"Banova Jaruga",XRBJ,7800010
"Bansin Seebad",WBN,8011109,53.964389,14.129385
Banteln,HBAN,8000796,52.066264,9.75033
Bantin,WBTN,8011110
Bantorf,HBTF,8000797,52.332253,9.417771
Bantzenheim,XFBH,8700329
Banyuls-sur-Mer,XFBAY,8700485
Bar-le-Duc,XFBD,8700262
Barabein,TBA,8079098,48.144734,9.826902
"Baranovichi Centralnye",ZWBA,2100013
Barbelroth,RBRT,8000802,49.104118,8.070307
Barby,LBY,8010024,51.96970764,11.86877062
"Barcelona Sants",XEBS,7100064
"Barchel, Oerel",ABCL,610748
Bardowick,ABAD,8000801,53.290469,10.371994
Barendrecht,XNBA,8400090,51.854721069336,6.5854178
Bargstedt,ABAT,8007840,53.457544,9.446276
Bargteheide,ABAE,8000804,53.7282,10.269104
Barleben,LBAR,8011111,52.208945,11.620875
"Barleber See",LBAS,8011112,52.214328,11.640852
Barmstedt,ABMS,8007070,53.792978,9.772007
"Barmstedt Brunnenstr",ABMB,8007069,53.792619,9.761888
"Barneveld Centrum",ONBAC,8400091,52.139999389648,6.5844445228577
"Barneveld Noord",ONBAN,8400092,52.161388397217,6.5786272287369
"Barneveld Zuid",PNACA,8400111,52.128853,6.5759947
Barnstorf(Han),HBNF,8000807,52.707587,8.510462
Barnten,HBNT,8000808,52.195498,9.815279
Barrien,HBAR,8000810,52.946837,8.818506
Barsinghausen,HBGH,8000812,52.30489,9.467112
Barth,WBH,8011114,54.362342,12.72646
Barthmühle,DBAM,8011115,50.557957,12.163681
Baruth(Mark),BBA,8011116,52.057916,13.511963
Bascharage-Sanem,XLBA,8270060
"Basdahl Kluste",ABAA,8070023,53.4542,9.012175
Basdorf,BBAS,8010025,52.715561,13.433993
"Basel Bad Bf",RB,8000026,47.567288,7.607805
"Basel Dreispitz",XSBP,8500132
"Basel SBB",XSB,8500010,47.5474041526969,7.58955146720631
"Basel St Johann",XSBJ,8500016,47.5702960042253,7.57251267011701
Bassersdorf,XSBD,8503307,47.4385636372036,8.62619947665697
Bassum,HBAS,8000354,52.847388,8.739924
Battipaglia,XIBT,8300397
Batzenhäusle,RBZE,8000821,48.089064,7.94108
Batzhausen,NBH,8000822,49.191364,11.593033
Bauerbach,RBBC,8000823,49.073964,8.748153
Baumholder,SBH,8007888,49.61216,7.331236
Baunach,NBAU,8000826,49.98909,10.854115
Baunatal-Guntershausen,FGTH,8000140,51.229917,9.466997
Baunatal-Rengershausen,FREH,8005039,51.254922,9.468667
Baunhoej,XDBH,8602944
Bautzen,DBZ,8010026,51.173097,14.428735
Bavendorf,ABF,8000827,53.187474,10.629537
Bayerbach,MBYB,8000828,48.414412,13.134451
"Bayerisch Eisenstein",NBEI,8000830,49.121862,13.209815
"Bayerisch Gmain",MBGM,8000831,47.720375,12.89507
Bayonne,XFBY,8700257
"Bayreuth Hbf",NBY,8000028,49.949616,11.579985
"Bayreuth-St Georgen",NBYG,8000833,49.95734,11.596683
Bayrischzell,MBZ,8000834,47.675406,12.011773
Bebitz,LBBZ,8011119,51.724136,11.763967
Bebra,FB,8000029,50.969568,9.797788
Bechstedt-Trippstein,UBET,8011121,50.659733,11.168153
Beckingen(Saar),SBE,8000840,49.386881,6.688021
Bedburg(Erft),KBE,8000030,50.987478,6.572615
Bedburg-Hau,KBH,8000842,51.758052,6.173479
Bedum,ONBD,8400094,53.3068857,6.5752778053284
Beek-Elsloo,ONBE,8400096,50.947498321533,6.5708332061768
Beelen,EBEE,8000846,51.92932,8.116159
"Beelitz Stadt",BBZS,8013468,52.239395,12.96686
Beelitz-Heilstätten,BBEL,8013467,52.262345,12.926057
"Beerfelden Hetzbach",FHZ,8002815,49.594899,8.992856
Beernem,XBBE,8800302
Beesd,ONBED,8400097,51.899444580078,6.5696679
Beeskow,BBES,8010029,52.177684,14.250974
Beetz-Sommerfeld,WBES,8011125,52.804259,13.022086
Behringersdorf,NBEH,8000850,49.481574,11.198498
Beienheim,FBEI,8000851,50.359131,8.821022
Beilen,ONBEL,8400100,52.854721069336,6.5671364
Beilrode,LBEI,8011131,51.571005,13.064935
Beimerstetten,TBS,8000858,48.480974,9.976835
Bekescsaba,XMBS,5500109
"Bela pod Bezdezem",XTBPB,5400253
Beldorf,ABE,8000860,54.125266,9.356217
"Belfort Ville",XFBF,8700024
Belgershain,LBGH,8011132,51.233947,12.542785
Belleben,LBLL,8011133,51.673603,11.633376
Bellegarde(Ain),XFBA,8700068
Bellenberg,MBNB,8000862,48.254645,10.09039
"Belleville Meurthe et Moselle",XFBV,8700330
"Bellheim Am Mühlbuckel",RBLN,8000861,49.192639,8.297626
"Bellheim Bf",RBLH,8000863,49.188303,8.29456
Bellinzona,XSBZ,8505213,46.1954368160242,9.02950898687494
Belp,XSBEP,8507076,46.8888830920118,7.49863601858042
"Belval Lycée",XLBUL,8270135
Belval-Rédange,XLBR,8270130
Belval-Université,XLBUN,8270140
Belvaux-Soleuvre,XLBS,8270150
Bempflingen,TBEM,8000865,48.572364,9.273425
Benediktbeuern,MBEN,8000869,47.709121,11.403051
"Benesov n. Ploucnici",XTBP,5400035
Benestroff,XFBTR,8700557
Benfeld(Selestat),XFBEF,8700551
Bengel,SBG,8000870,50.010379,7.05803
Bening,XFBE,8700270
Benneckenstein,LBEK,8017002,51.673547,10.714811
Bennemühlen,HBML,8000871,52.580993,9.726836
Bennewitz,LWZW,8013362,51.355926,12.70843
Bennigsen,HBEN,8000872,52.240733,9.666376
Benningen(Neckar),TBEN,8000873,48.943614,9.244504
Bennungen,UBEN,8011138,51.464006,11.122989
Benshausen,UBH,8011139,50.657009,10.602208
Bensheim,FBH,8000031,49.681329,8.616717
Bensheim-Auerbach,FBAU,8000877,49.701557,8.613366
Bentwisch,WBE,8011140,54.117193,12.210506
Beratzhausen,NBE,8000882,49.092846,11.807853
Berbisdorf,DBER,8011142,51.186194,13.725065
"Berbisdorf Anbau",DBEA,8011143,51.197771,13.72739
Berchem(LUX),XLBC,8270160
"Berchtesgaden Hbf",MBG,8000885,47.626688,12.999058
Berg(CH),XSBRG,8506194,47.5822523245078,9.17451078977963
Berg(Pfalz),RBRG,8000890,48.980676,8.212761
Berga(Elster),UBGE,8011144,50.747189,12.158865
Berga-Kelbra,UBK,8010032,51.45217,11.014599
"Bergen auf Rügen",WBG,8010033,54.4205,13.417821
"Bergen op Zoom",XNBZ,8400108,51.49388885498,6.5647220611572
Bergen(Oberbay),MBE,8000888,47.82527,12.592846
Bergenweiler,TBER,8000889,48.576297,10.272879
"Bergfelde(b Berlin)",BBFE,8080100,52.670303,13.320244
"Berghausen Am Stadion",RBGBS,8007864,49.002456,8.53601
"Berghausen Pfinzbrücke",RBGBP,8007863,49.006467,8.52092
Berghausen(Baden),RBGB,8000893,49.00575,8.530169
Berghausen(Pfalz),RBGP,8000894,49.295449,8.406173
"Berghausen(b Wittgenstein)",EBGA,8000892,51.033036,8.35001
Bergheim(Erft),KBEE,8000355,50.951706,6.646302
Bergheim-Giflitz,FBHG,8000897
"Bergisch Gladbach",KBGG,8000899,50.991461,7.124553
Bergsdorf,WBER,8011149,52.936565,13.260794
Bergtheim,NBHM,8000902,49.8993,10.076473
Bergues(Coudek),XFBER,8700707
Bergwitz,LBWZ,8011150,51.803696,12.576213
Bergün/Bravuogn,XSBN,8509197,46.6310688834213,9.74675138257774
"Beringen Bad Bf",RBE,8000903,47.694897,8.574616
Beringerfeld,RBEF,8000901,47.695308,8.592771
Beringhausen,EBRH,8000904,51.407771,8.751414
Beringstedt,ABGS,8000905,54.113667,9.537501
Berka(Wipper),UBWI,8011152
Berkenbrück,BBKR,8011154,52.35719,14.165217
"Berlin Alexanderplatz",BALE,8011155,52.521481,13.410961
"Berlin Alexanderplatz (S)",BALX,8089001,52.521642,13.411007
"Berlin Alt-Reinickendorf",BARF,8089103,52.578091,13.349617
"Berlin Anhalter Bf",BAHU,8089002,52.503486,13.381362
"Berlin Attilastr.",BATS,8089003,52.447681,13.360951
"Berlin Baumschulenweg",BBW,8089004,52.467244,13.490097
"Berlin Bellevue",BBEV,8089005,52.519955,13.348263
"Berlin Betriebsbf Rummelsburg",BRB,8089006,52.493827,13.497786
"Berlin Betriebsbf Schöneweide",BSCF,8089007,52.446905,13.52368
"Berlin Beusselstraße",BBEU,8089118,52.534354,13.329042
"Berlin Bornholmer Str.",BBOS,8089008,52.554491,13.397943
"Berlin Botanischer Garten",BBGT,8089009,52.447784,13.306766
"Berlin Brandenburger Tor",BTOR,8089044,52.516506,13.381815
"Berlin Buckower Chaussee",BBCH,8089010,52.410351,13.382912
"Berlin Bundesplatz",BBUP,8089107,52.477617,13.32959
"Berlin Charlottenburg (S)",BCHS,8089165
"Berlin Eichborndamm",BEBD,8089101,52.577722,13.316835
"Berlin Feuerbachstr.",BFB,8089012,52.463546,13.332575
"Berlin Frankfurter Allee",BFAL,8089013,52.515168,13.47441
"Berlin Friedrichstraße",BFRI,8011306,52.520394,13.387314
"Berlin Friedrichstraße (S)",BFST,8089066
"Berlin Gehrenseestr.",BGSE,8089014,52.556011,13.524834
"Berlin Gesundbrunnen",BGS,8011102,52.548963,13.388513
"Berlin Gesundbrunnen(S)",BGB,8089015,52.548963,13.388513
"Berlin Greifswalder Str",BGFB,8089011,52.54002,13.439561
"Berlin Grünbergallee",BGBA,8089016,52.399411,13.542485
"Berlin Hackescher Markt",BHKM,8089017,52.522622,13.402364
"Berlin Hbf",BLS,8011160,52.525592,13.369545
"Berlin Hbf (S-Bahn)",BHBF,8089021,52.525592,13.369545
"Berlin Hbf (tief)",BL,8098160,52.525592,13.369545
"Berlin Heerstraße",BHST,8089329,52.508121,13.259379
"Berlin Heidelberger Platz",BHEI,8089112,52.479972,13.312018
"Berlin Hermannstraße",BHER,8089105,52.46751,13.431313
"Berlin Hohenzollerndamm",BHO,8089108,52.488556,13.300257
"Berlin Humboldthain",BHUM,8089018,52.544795,13.379277
"Berlin Innsbrucker Platz",BIP,8089106,52.478084,13.342197
"Berlin Jannowitzbrücke",BJB,8089019,52.51427,13.419347
"Berlin Julius-Leber-Brücke",BJLB,8089537,52.486519,13.361266
"Berlin Jungfernheide",BJUF,8011167,52.530276,13.299437
"Berlin Jungfernheide (S)",BJUN,8089100,52.530375,13.299446
"Berlin Karl-Bonhoeffer-Nervenklinik",BKBO,8089102,52.578048,13.329176
"Berlin Köllnische Heide",BKHD,8089104,52.469653,13.467807
"Berlin Landsberger Allee",BLST,8089020,52.529593,13.454567
"Berlin Mehrower Allee",BMEA,8089022,52.557759,13.553699
"Berlin Messe Nord/ICC (Witzleben)",BMN,8089110,52.507525,13.283445
"Berlin Messe Süd (Eichkamp)",BMS,8089328,52.49875,13.270118
"Berlin Mexikoplatz",BMEX,8089023,52.436937,13.232712
"Berlin Nordbahnhof",BNB,8089024,52.532066,13.388464
"Berlin Nöldnerplatz",BNPL,8089026,52.503497,13.484452
"Berlin Olympiastadion",BOLS,8089330,52.511166,13.242389
"Berlin Oranienburger Straße",BORS,8089027,52.52521,13.393052
"Berlin Osdorfer Straße",BOSS,8089473,52.418841,13.314288
"Berlin Ostbahnhof",BHF,8010255,52.510977,13.434564
"Berlin Ostbahnhof (S)",BOSB,8089185
"Berlin Ostkreuz",BOKN,8011162,52.503037,13.469105
"Berlin Ostkreuz (S)",BOK,8089028,52.503003,13.469309
"Berlin Plänterwald",BPWA,8089030,52.478542,13.473126
"Berlin Poelchaustr.",BPOE,8089031,52.535593,13.535381
"Berlin Potsdamer Platz",BPOF,8011118,52.509379,13.375988
"Berlin Potsdamer Platz (S)",BPOP,8089032,52.509508,13.376649
"Berlin Prenzlauer Allee",BPLA,8089033,52.544615,13.426412
"Berlin Priesterweg",BPRS,8089034,52.459914,13.356281
"Berlin Raoul-Wallenberg-Str.",BRW,8089035,52.550681,13.54746
"Berlin Rathaus Steglitz",BRST,8089036,52.455833,13.322948
"Berlin Savignyplatz",BSAP,8089037,52.505093,13.319271
"Berlin Schichauweg",BSC,8089038,52.398837,13.389303
"Berlin Schönhauser Allee",BSAL,8089039,52.5492,13.41546
"Berlin Sonnenallee",BSO,8089327,52.473101,13.455851
"Berlin Springpfuhl",BSPH,8089040,52.526348,13.53674
"Berlin Storkower Str",BSTO,8089041,52.52391,13.464398
"Berlin Sundgauer Str",BSDG,8089042,52.436544,13.274377
"Berlin Südende",BSDE,8089115,52.448457,13.353894
"Berlin Südkreuz",BPAF,8011113,52.475047,13.365319
"Berlin Südkreuz (S)",BSKR,8089073,52.476134,13.365144
"Berlin Treptower Park",BTP,8089043,52.493559,13.461441
"Berlin Wannsee",BWS,8010405,52.421058,13.179336
"Berlin Wannsee (S)",BWSS,8089190,52.421058,13.179336
"Berlin Warschauer Straße",BWRS,8089045,52.505976,13.451646
"Berlin Westend",BWES,8089111,52.51807,13.284638
"Berlin Westhafen",BWH,8089116,52.53625,13.344253
"Berlin Westkreuz",BWKS,8089047,52.500737,13.283966
"Berlin Wollankstraße",BWOK,8089048,52.565482,13.391791
"Berlin Wuhletal",BWT,8089049,52.512417,13.575365
"Berlin Yorckstr.(S1)",BGGS,8089051,52.492289,13.367797
"Berlin Yorckstr.(S2)",BYOR,8089050,52.49117,13.372128
"Berlin Zoologischer Garten",BZOO,8010406,52.507277,13.331992
"Berlin Zoologischer Garten (S)",BZOS,8089046,52.507277,13.331992
Berlin-Adlershof,BADL,8089052,52.435031,13.541129
Berlin-Altglienicke,BAGL,8089054,52.407299,13.558753
Berlin-Biesdorf,BBDF,8089055,52.513097,13.555878
Berlin-Blankenburg,BBLB,8089056,52.591164,13.44333
Berlin-Buch,BBU,8089057,52.636162,13.492286
Berlin-Charlottenburg,BCHB,8010403,52.504726,13.303524
Berlin-Friedenau,BFRU,8089058,52.470586,13.341388
"Berlin-Friedrichsfelde Ost",BFFO,8089059,52.514169,13.520254
Berlin-Friedrichshagen,BFRH,8089060,52.457247,13.6246
Berlin-Frohnau,BFOH,8089061,52.632758,13.289934
Berlin-Grunewald,BGWD,8089062,52.488693,13.26172
Berlin-Grünau,BGAS,8089063,52.413028,13.573497
Berlin-Halensee,BHAL,8089109,52.496254,13.290326
Berlin-Heiligensee,BHLS,8089025,52.624586,13.229278
Berlin-Hermsdorf,BHED,8089064,52.617782,13.30769
Berlin-Hirschgarten,BHI,8089065,52.457968,13.602134
Berlin-Hohenschönhausen,BHSH,8011901,52.566111,13.512565
"Berlin-Hohenschönhausen (S)",BHH,8089117
Berlin-Karlshorst,BKH,8010035,52.480681,13.526813
"Berlin-Karlshorst (S)",BKLH,8089193
Berlin-Karow,BKRW,8011046,52.614884,13.469204
Berlin-Kaulsdorf,BKAD,8089068,52.512093,13.58894
Berlin-Köpenick,BKPK,8089069,52.45861,13.580942
Berlin-Lankwitz,BLAK,8089114,52.438749,13.341954
Berlin-Lichtenberg,BLO,8010036,52.509896,13.496923
"Berlin-Lichtenberg (S)",BLI,8089182
Berlin-Lichtenrade,BLRD,8089070,52.387297,13.396175
"Berlin-Lichterfelde Ost",BLIH,8011041,52.429451,13.328556
"Berlin-Lichterfelde Ost (S)",BLIO,8089113,52.429691,13.327872
"Berlin-Lichterfelde Süd",BLIS,8089472,52.410899,13.30904
"Berlin-Lichterfelde West",BLIW,8089071,52.44335,13.293732
Berlin-Mahlsdorf,BMHL,8011343,52.512163,13.611071
"Berlin-Mahlsdorf (S)",BMDF,8089072,52.512163,13.611071
Berlin-Marienfelde,BMF,8089074,52.423634,13.375127
Berlin-Marzahn,BMAZ,8089075,52.543608,13.541341
Berlin-Neukölln,BNK,8089077,52.46942,13.44306
Berlin-Nikolassee,BNIS,8089078,52.431807,13.193643
Berlin-Oberspree,BOSP,8089079,52.452466,13.538209
Berlin-Pankow,BPKW,8089080,52.566477,13.41077
Berlin-Pankow-Heinersdorf,BPHD,8089081,52.577963,13.429363
Berlin-Pichelsberg,BPIC,8089331,52.510393,13.227134
Berlin-Rahnsdorf,BRD,8089082,52.451536,13.690405
Berlin-Rummelsburg,BRH,8089084,52.501309,13.478362
Berlin-Schlachtensee,BSLS,8089085,52.439976,13.215025
Berlin-Schulzendorf,BSZF,8089000,52.613096,13.245929
Berlin-Schöneberg,BSGR,8089474,52.479377,13.352068
"Berlin-Schönefeld Flughafen",BFHS,8010109,52.391062,13.51271
Berlin-Schöneweide,BSWP,8010041,52.455127,13.509395
"Berlin-Schöneweide (S)",BSW,8089168,52.454976,13.509115
Berlin-Schönholz,BSNH,8089087,52.571422,13.381111
Berlin-Spandau,BSPD,8010404,52.534475,13.197534
"Berlin-Spandau (S)",BSPA,8089083
Berlin-Spindlersfeld,BSPF,8089088,52.447162,13.561448
Berlin-Staaken,BSTAB,8013021,52.537693,13.141367
Berlin-Stresow,BSRW,8089053,52.531976,13.209125
"Berlin-Tegel (S)",BTG,8089089,52.587998,13.289781
Berlin-Tempelhof,BTHF,8089090,52.470967,13.384547
Berlin-Tiergarten,BTGN,8089091,52.514061,13.336392
Berlin-Waidmannslust,BWAI,8089092,52.60648,13.320996
Berlin-Wartenberg,BWAB,8089093,52.572989,13.503633
Berlin-Wedding,BWED,8089131,52.543251,13.36817
Berlin-Wilhelmshagen,BWIG,8089094,52.438711,13.722143
Berlin-Wilhelmsruh,BWM,8089095,52.581447,13.362976
"Berlin-Wittenau (Wilhelmsruher Damm)",BWIN,8089096,52.597044,13.334446
Berlin-Wuhlheide,BWHH,8089097,52.46903,13.553202
Berlin-Zehlendorf,BZD,8089098,52.431067,13.258659
"Berlingen URh",XSBLS,8506159,47.6753379822752,9.0176698078502
Berlingen(CH),XSBLG,8506135,47.6732101292116,9.0220012985392
Bermatingen-Ahausen,RBAH,8000909,47.730488,9.345157
Bern,XSBE,8507000,46.9488244969903,7.43911900575591
"Bernau (S)",BBER,8089205
"Bernau a Chiemsee",MBN,8000911,47.816482,12.380957
"Bernau(b Berlin)",BBRN,8013470,52.675833,13.592293
Bernau-Friedenstal,BBRF,8089099,52.668385,13.564578
Bernay,XFBEY,8700221
Bernburg,LBG,8010043,51.79612,11.751455
Bernburg-Friedenshall,LBGF,8011168,51.773623,11.768687
Bernburg-Strenzfeld,LBGS,8011169,51.819892,11.717645
Bernburg-Waldau,LBGW,8011170,51.805781,11.723312
Berne,HBER,8000913,53.183779,8.475368
Bernried,MBER,8000918,47.861387,11.283658
Bernterode,UBE,8011172,51.405465,10.479945
Beroun,XTBU,5400036
Bersenbrück,HBBR,8000919,52.551242,7.942405
Berthelming,XFBTM,8700765
Berthelsdorf(Erzgeb),DBF,8010044,50.875591,13.363608
"Berthelsdorf(Erzgebirge) Ort",DBFO,8017219,50.86789,13.380147
Bertrange-Strassen,XLBG,8270180
Bertrix,XBBX,8800035
Bertsdorf,DBTS,8010045,50.868446,14.746641
Berzhahn,FBEZ,8000921,50.539891,8.006031
Besançon-Mouillère,XFB,8702820
Besançon-Viotte,XFBI,8700044
Besch,SBS,8000923,49.504391,6.372303
Besigheim,TBE,8000925,48.997723,9.136645
Besseringen,SBES,8000926,49.475974,6.602559
Best,ONBT,8400112,51.509998321533,6.5563172
Bestensee,BBST,8011173,52.242129,13.63492
Bestwig,EBWG,8000927,51.361913,8.397839
Bettembourg,XLB,8200603
Bettembourg(fr),XLXBB,8271141
Bettmannsäge,NBMS,8000928,48.997687,13.186274
Bettwiesen,XSBW,8506182,47.4986165990202,9.02076959637222
Betzdorf(LUX),XLBZ,8270210
Betzdorf(Sieg),EBZ,8000034,50.789294,7.87005
Beucha,LBEU,8010046,51.32362,12.573133
Beuchow,WBEU,8013539,54.362122,13.502454
Beuggen,RBEU,8000932,47.581906,7.810915
Beuna(Geiseltal),LBEN,8011177,51.322765,11.962781
Beuren,UBEU,8011178,51.377127,10.279034
Beuron,TBEU,8000933,48.048791,8.97189
Beutelsbach,TBTB,8000934,48.810293,9.386029
Beutersitz,BBE,8011179,51.590359,13.360724
Bevera,XIBVA,8301199
Beverwijk,XNBK,8400113,52.478332519531,6.5404
Bex,XSBX,8501402,46.2514595963954,7.00067755703565
Bexbach,SBX,8000941,49.345698,7.254456
Beyendorf,LBYD,8011181,52.061145,11.63105
Beziers,XFBZ,8700064
Biarritz,XFBR,8700114
Biasca,XSBC,8505209,46.351982918019,8.97416705214223
Bibelöd,MBID,8000946,47.771517,12.646681
Biberach(Baden),RBI,8000942,48.338388,8.032762
"Biberach(Riß)",TBI,8000943,48.101845,9.793127
"Biberach(Riß) Süd",TBIB,8000944,48.087018,9.803236
"Biberist Ost",XSBB,8508089,47.1806269394652,7.56634577241446
"Biberist RBS",XSBBS,8508068,47.18292317535,7.55537455038958
Biblis,FBL,8000503,49.688881,8.450413
Bibra,UBA,8011183,50.468757,10.444326
Bichl,MBIC,8000945,47.723815,11.408769
"Bichlbach Almkopfbahn",XABIA,8101972
Bichlbach-Berwang,XABI,8100114,47.4213581488142,10.7932517900954
Bickenbach(Bergstr),FBI,8000948,49.759632,8.603415
Biebesheim,FBBM,8000951,49.781977,8.473978
Biedenkopf,FBIK,8000952,50.909113,8.529989
Biedenkopf-Schulzentrum,FBIZ,8000954,50.915125,8.517706
Biederitz,LBZ,8010047,52.15271,11.716466
Biel/Bienne,XSBL,8504300,47.1328920532104,7.24290845287706
"Bielefeld Hbf",EBILP,8000036,52.029261,8.532722
"Bielefeld Ost",EBIO,8000953,52.024013,8.559416
Bielefeld-Senne,EBIS,8000956,51.965118,8.520335
Biendorf,LBF,8011184,51.756861,11.856411
Bienenbüttel,ABIL,8000955,53.142127,10.484714
Bienenmühle,DBIE,8011185,50.740399,13.528533
Bierbach,SBI,8000357,49.26189,7.282011
Bieren-Rödinghausen,HROE,8000957,52.239275,8.516964
Bieringen,TBIE,8000959,48.449029,8.860915
Biersdorf(Westerw),EBID,8007076,50.749987,7.943623
Biersdorf-Ort(Ww),EBDO,8007113,50.748273,7.949036
Bierset-Awans,XBBA,8800262
Biesenthal,WBT,8011188,52.755415,13.674665
Biessenhofen,MBIH,8000962,47.829956,10.640467
Bietigheim(Baden),RBIE,8000963,48.910587,8.258045
Bietigheim-Bissingen,TBM,8000038,48.947933,9.137557
Bietingen,RBGN,8000965,47.744017,8.738915
Bigge,EBIG,8000966,51.358279,8.475253
Bildstock,SBDS,8000967,49.337325,7.094341
Bilfingen,TBIL,8000968,48.948674,8.620498
Bilina,XTBI,5400208
Billenhausen,MBIN,8000969,48.275562,10.358162
Billerbeck,EBB,8000970,51.981341,7.297482
