Expression Analysis: Metrics Tab



	Analysis Name	Probe Set Name	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score

1746	SA10Hu95	32863_at	15	0	16	16	16	0.94	6.24	Undef	2128.5	P														

1747	SA10Hu95	32864_at	1	7	16	16	15	0.06	-1.38	0.1	-33.5	A														

1748	SA10Hu95	32865_at	3	5	16	16	15	0.19	-1.05	0.6	-25.3	A														

1749	SA10Hu95	32866_at	11	1	16	16	15	0.69	2.31	11.0	438.5	P														

1750	SA10Hu95	32867_at	2	3	16	16	15	0.13	-0.28	0.7	-3.1	A														

1751	SA10Hu95	32868_at	8	4	16	16	15	0.50	1.17	2.0	65.8	A														

1752	SA10Hu95	32869_at	8	2	16	16	14	0.50	2.32	4.0	41.0	P														

1753	SA10Hu95	32870_g_at	6	2	16	16	14	0.38	1.42	3.0	27.5	P														

1754	SA10Hu95	32871_at	4	4	16	16	14	0.25	0.56	1.0	2.9	A														

1755	SA10Hu95	32872_at	4	3	16	16	15	0.25	-0.26	1.3	-8.2	A														

1756	SA10Hu95	32873_at	0	8	16	16	15	0.00	-2.25	0.0	-31.4	A														

1757	SA10Hu95	32874_at	12	1	16	16	14	0.75	4.98	12.0	178.9	P														

1758	SA10Hu95	32875_at	5	6	16	16	15	0.31	-0.39	0.8	-71.4	A														

1759	SA10Hu95	32876_s_at	2	6	16	16	14	0.13	-0.13	0.3	50.2	A														

1760	SA10Hu95	32877_i_at	6	1	13	13	13	0.46	1.72	6.0	413.4	P														

1761	SA10Hu95	32878_f_at	9	4	16	16	16	0.56	2.28	2.3	522.6	A														

1762	SA10Hu95	32879_at	6	3	16	16	15	0.38	0.58	2.0	66.1	A														

1763	SA10Hu95	32880_at	5	6	16	16	15	0.31	-0.43	0.8	-144.4	A														

1764	SA10Hu95	32881_at	8	3	16	16	14	0.50	1.46	2.7	143.6	A														

1765	SA10Hu95	32882_at	4	3	16	16	15	0.25	0.22	1.3	12.7	A														

1766	SA10Hu95	32883_at	6	3	16	16	15	0.38	1.38	2.0	51.5	A														

1767	SA10Hu95	32884_at	4	6	16	16	15	0.25	-0.69	0.7	44.9	A														

1768	SA10Hu95	32885_f_at	2	5	16	16	14	0.13	-0.34	0.4	-19.2	A														

1769	SA10Hu95	32886_at	4	4	16	16	15	0.25	0.07	1.0	108.2	A														

1770	SA10Hu95	32887_at	9	2	16	16	15	0.56	2.07	4.5	175.4	P														

1771	SA10Hu95	32888_at	11	2	16	16	15	0.69	1.65	5.5	239.5	P														

1772	SA10Hu95	32889_at	2	7	16	16	14	0.13	-0.58	0.3	-19.6	A														

1773	SA10Hu95	32890_at	1	4	16	16	14	0.06	-1.18	0.3	-17.1	A														

1774	SA10Hu95	32891_at	3	5	16	16	15	0.19	0.19	0.6	-18.2	A														

1775	SA10Hu95	32892_at	4	8	16	16	14	0.25	-1.17	0.5	-77.4	A														

1776	SA10Hu95	32893_s_at	9	3	16	16	14	0.56	2.63	3.0	155.5	P														

1777	SA10Hu95	32894_at	1	7	16	16	14	0.06	-1.10	0.1	-169.7	A														

1778	SA10Hu95	32895_f_at	4	5	16	16	15	0.25	-0.22	0.8	-1.2	A														

1779	SA10Hu95	32896_at	2	4	16	16	14	0.13	0.53	0.5	0.4	A														

1780	SA10Hu95	32897_at	8	1	16	16	15	0.50	1.53	8.0	149.6	P														

1781	SA10Hu95	32898_at	7	5	16	16	14	0.44	-0.07	1.4	-22.1	A														

1782	SA10Hu95	32899_s_at	2	5	16	16	14	0.13	-1.02	0.4	-9.8	A														

1783	SA10Hu95	32900_at	5	8	16	16	14	0.31	-0.46	0.6	120.6	A														

1784	SA10Hu95	32901_s_at	10	2	16	16	15	0.63	2.59	5.0	35.8	P														

1785	SA10Hu95	32902_at	4	4	16	16	15	0.25	-0.60	1.0	-44.7	A														

1786	SA10Hu95	32903_at	3	3	16	16	14	0.19	-1.13	1.0	-12.8	A														

1787	SA10Hu95	32904_at	6	5	16	16	16	0.38	-0.24	1.2	-83.9	A														

1788	SA10Hu95	32905_s_at	8	2	16	16	14	0.50	2.38	4.0	17.4	P														

1789	SA10Hu95	32906_at	3	3	16	16	15	0.19	1.02	1.0	7.3	A														

1790	SA10Hu95	32907_at	7	0	16	16	14	0.44	1.66	Undef	122.0	P														

1791	SA10Hu95	32908_at	4	3	16	16	14	0.25	0.06	1.3	-18.7	A														

1792	SA10Hu95	32909_at	11	1	16	16	14	0.69	2.42	11.0	318.9	P														

1793	SA10Hu95	32910_at	5	1	16	16	15	0.31	1.42	5.0	13.8	A														

1794	SA10Hu95	32911_s_at	5	4	16	16	14	0.31	-0.01	1.3	-6.1	A														

1795	SA10Hu95	32912_at	6	3	16	16	15	0.38	0.66	2.0	16.4	A														

1796	SA10Hu95	32913_i_at	8	5	15	15	14	0.53	1.30	1.6	132.6	A														

1797	SA10Hu95	32914_f_at	14	1	16	16	15	0.88	5.16	14.0	409.2	P														

1798	SA10Hu95	32915_at	6	4	16	16	14	0.38	1.30	1.5	111.8	A														

1799	SA10Hu95	32916_at	2	2	16	16	13	0.13	-0.49	1.0	-5.4	A														

1800	SA10Hu95	32917_at	5	5	16	16	15	0.31	-0.09	1.0	-29.2	A														

1801	SA10Hu95	32918_at	7	1	16	16	14	0.44	1.46	7.0	137.4	P														

1802	SA10Hu95	32919_at	7	4	16	16	15	0.44	0.88	1.8	340.5	A														

1803	SA10Hu95	32920_at	1	7	16	16	15	0.06	-1.75	0.1	-86.4	A														

1804	SA10Hu95	32921_at	4	1	16	16	14	0.25	-0.18	4.0	-2.4	A														

1805	SA10Hu95	32922_at	6	0	16	16	15	0.38	1.10	Undef	29.2	P														

1806	SA10Hu95	32923_r_at	11	4	16	16	14	0.69	1.99	2.8	689.8	A														

1807	SA10Hu95	32924_at	4	8	16	16	16	0.25	-0.72	0.5	-135.1	A														

1808	SA10Hu95	32925_at	4	6	16	16	15	0.25	-0.84	0.7	-26.6	A														

1809	SA10Hu95	32926_at	1	3	16	16	15	0.06	0.24	0.3	0.7	A														

1810	SA10Hu95	32927_at	4	3	16	16	14	0.25	1.00	1.3	12.7	A														

1811	SA10Hu95	32928_at	5	3	16	16	14	0.31	-0.04	1.7	-70.0	A														

1812	SA10Hu95	32929_at	7	3	16	16	14	0.44	0.92	2.3	-24.1	A														

1813	SA10Hu95	32930_f_at	2	5	16	16	15	0.13	-1.10	0.4	-20.1	A														

1814	SA10Hu95	32931_at	6	7	16	16	14	0.38	0.31	0.9	20.4	A														

1815	SA10Hu95	32932_at	14	0	16	16	15	0.88	4.28	Undef	95.2	P														

1816	SA10Hu95	32933_r_at	5	6	16	16	13	0.31	-0.32	0.8	49.3	A														

1817	SA10Hu95	32934_i_at	3	5	13	13	13	0.23	0.02	0.6	-14.0	A														

1818	SA10Hu95	32935_at	3	7	16	16	15	0.19	-0.31	0.4	-7.4	A														

1819	SA10Hu95	32936_at	4	3	16	16	16	0.25	0.34	1.3	1.7	A														

1820	SA10Hu95	32937_at	2	7	16	16	14	0.13	-2.14	0.3	-22.4	A														

1821	SA10Hu95	32938_at	4	7	16	16	14	0.25	-0.33	0.6	-15.9	A														

1822	SA10Hu95	32939_g_at	2	5	16	16	14	0.13	-0.76	0.4	-43.0	A														

1823	SA10Hu95	32940_at	8	2	16	16	15	0.50	1.20	4.0	49.1	P														

1824	SA10Hu95	32941_at	8	4	16	16	15	0.50	1.64	2.0	146.2	A														

1825	SA10Hu95	32942_at	7	1	16	16	14	0.44	0.72	7.0	-0.3	M														

1826	SA10Hu95	32943_at	6	4	16	16	15	0.38	1.36	1.5	17.7	A														

1827	SA10Hu95	32944_at	4	2	16	16	14	0.25	-0.03	2.0	5.0	A														

1828	SA10Hu95	32945_i_at	2	3	14	14	13	0.14	1.01	0.7	2.4	A														

1829	SA10Hu95	32946_r_at	2	3	16	16	15	0.13	0.89	0.7	0.5	A														

1830	SA10Hu95	32947_at	2	2	16	16	14	0.13	0.18	1.0	-3.4	A														

1831	SA10Hu95	32948_at	4	4	16	16	15	0.25	0.09	1.0	4.9	A														

1832	SA10Hu95	32949_at	5	2	16	16	14	0.31	-0.16	2.5	-10.5	A														

1833	SA10Hu95	32950_at	7	2	16	16	14	0.44	1.71	3.5	20.4	P														

1834	SA10Hu95	32951_g_at	2	10	16	16	15	0.13	-2.36	0.2	-111.4	A														

1835	SA10Hu95	32952_at	5	3	16	16	15	0.31	-0.56	1.7	47.8	A														

1836	SA10Hu95	32953_at	5	6	16	16	16	0.31	0.28	0.8	19.1	A														

1837	SA10Hu95	32954_at	10	0	16	16	16	0.63	3.66	Undef	132.0	P														

1838	SA10Hu95	32955_at	10	4	16	16	15	0.63	2.32	2.5	45.3	A														

1839	SA10Hu95	32956_at	6	6	16	16	15	0.38	0.35	1.0	1.7	A														

1840	SA10Hu95	32957_g_at	7	5	16	16	13	0.44	-0.03	1.4	-22.2	A														

1841	SA10Hu95	32958_at	4	6	16	16	15	0.25	-0.52	0.7	-17.9	A														

1842	SA10Hu95	32959_at	13	1	16	16	16	0.81	4.37	13.0	360.4	P														

1843	SA10Hu95	32960_at	6	6	16	16	15	0.38	-1.11	1.0	-695.7	A														

1844	SA10Hu95	32961_at	8	0	16	16	15	0.50	2.28	Undef	35.9	P														

1845	SA10Hu95	32962_at	6	4	16	16	14	0.38	0.90	1.5	4.9	A														

1846	SA10Hu95	32963_s_at	7	1	16	16	14	0.44	1.96	7.0	12.0	P														

1847	SA10Hu95	32964_at	7	1	16	16	14	0.44	2.25	7.0	163.6	P														

1848	SA10Hu95	32965_f_at	8	4	16	16	15	0.50	0.97	2.0	11.3	A														

1849	SA10Hu95	32966_at	5	4	16	16	14	0.31	0.51	1.3	4.0	A														

1850	SA10Hu95	32967_at	9	3	16	16	15	0.56	2.75	3.0	196.2	P														

1851	SA10Hu95	32968_s_at	9	2	16	16	15	0.56	2.80	4.5	220.6	P														

1852	SA10Hu95	32969_r_at	4	3	16	16	14	0.25	0.17	1.3	-9.3	A														

1853	SA10Hu95	32970_f_at	5	5	16	16	15	0.31	0.21	1.0	242.9	A														

1854	SA10Hu95	32971_at	6	4	16	16	14	0.38	0.57	1.5	105.0	A														

1855	SA10Hu95	32972_at	5	1	16	16	16	0.31	1.71	5.0	96.4	A														

1856	SA10Hu95	32973_s_at	5	4	16	16	15	0.31	0.22	1.3	13.2	A														

1857	SA10Hu95	32974_at	9	3	16	16	13	0.56	2.36	3.0	70.3	P														

1858	SA10Hu95	32975_g_at	9	2	16	16	15	0.56	2.36	4.5	234.5	P														

1859	SA10Hu95	32976_s_at	2	3	16	16	15	0.13	0.00	0.7	-6.1	A														

1860	SA10Hu95	32977_at	9	6	16	16	14	0.56	0.60	1.5	-9.3	A														

1861	SA10Hu95	32978_g_at	2	5	16	16	14	0.13	0.17	0.4	-28.3	A														

1862	SA10Hu95	32979_at	2	4	16	16	13	0.13	-1.59	0.5	-11.5	A														

1863	SA10Hu95	32980_f_at	10	1	16	16	15	0.63	3.57	10.0	172.3	P														

1864	SA10Hu95	33458_r_at	15	0	16	16	16	0.94	8.45	Undef	2592.3	P														

1865	SA10Hu95	33459_at	6	3	16	16	15	0.38	0.76	2.0	-0.2	A														

1866	SA10Hu95	33460_at	7	4	16	16	15	0.44	1.59	1.8	-15.1	A														

1867	SA10Hu95	33461_at	5	4	16	16	13	0.31	1.09	1.3	-4.3	A														

1868	SA10Hu95	33462_at	4	4	16	16	15	0.25	0.30	1.0	-2.0	A														

1869	SA10Hu95	33463_at	8	1	16	16	15	0.50	1.26	8.0	113.7	P														

1870	SA10Hu95	33464_at	8	3	16	16	16	0.50	0.88	2.7	211.6	A														

1871	SA10Hu95	33465_at	15	0	16	16	16	0.94	5.66	Undef	575.4	P														

1872	SA10Hu95	33466_at	6	3	16	16	16	0.38	0.84	2.0	82.4	A														

1873	SA10Hu95	33467_at	6	4	16	16	14	0.38	1.20	1.5	201.4	A														

1874	SA10Hu95	33468_at	4	3	16	16	14	0.25	-0.37	1.3	-47.0	A														

1875	SA10Hu95	33469_r_at	7	2	16	16	14	0.44	1.39	3.5	20.0	P														

1876	SA10Hu95	33470_at	9	3	16	16	15	0.56	2.86	3.0	553.0	P														

1877	SA10Hu95	33471_g_at	13	0	16	16	16	0.81	4.25	Undef	385.1	P														

1878	SA10Hu95	33472_at	7	2	16	16	15	0.44	1.51	3.5	137.8	P														

1879	SA10Hu95	33473_at	12	0	16	16	15	0.75	5.97	Undef	91.7	P														

1880	SA10Hu95	33474_at	9	2	16	16	15	0.56	2.63	4.5	120.9	P														

1881	SA10Hu95	33475_at	5	5	16	16	14	0.31	-1.27	1.0	-32.9	A														

1882	SA10Hu95	33476_at	2	4	16	16	14	0.13	-0.80	0.5	4.5	A														

1883	SA10Hu95	33477_at	8	1	16	16	16	0.50	2.91	8.0	39.5	P														

1884	SA10Hu95	33478_at	1	1	16	16	15	0.06	-0.39	1.0	-5.2	A														

1885	SA10Hu95	33479_g_at	5	1	16	16	15	0.31	1.24	5.0	57.2	A														

1886	SA10Hu95	33480_at	8	2	16	16	15	0.50	0.97	4.0	67.6	P														

1887	SA10Hu95	33481_at	4	6	16	16	15	0.25	-0.11	0.7	-5.2	A														

1888	SA10Hu95	33482_at	5	3	16	16	14	0.31	0.37	1.7	-2.1	A														

1889	SA10Hu95	33483_at	8	5	16	16	14	0.50	0.43	1.6	35.3	A														

1890	SA10Hu95	33484_at	12	0	16	16	15	0.75	4.49	Undef	247.9	P														

1891	SA10Hu95	33485_at	16	0	16	16	16	1.00	8.62	Undef	5798.5	P														

1892	SA10Hu95	33486_at	4	3	16	16	15	0.25	1.00	1.3	-0.5	A														

1893	SA10Hu95	33487_at	5	6	16	16	14	0.31	0.80	0.8	5.9	A														

1894	SA10Hu95	33488_at	6	2	16	16	15	0.38	-0.09	3.0	20.4	A														

1895	SA10Hu95	33489_at	4	4	16	16	14	0.25	-0.07	1.0	-9.1	A														

1896	SA10Hu95	33490_at	4	5	16	16	15	0.25	-0.39	0.8	0.5	A														

1897	SA10Hu95	33491_at	3	2	16	16	15	0.19	0.65	1.5	5.8	A														

1898	SA10Hu95	33492_at	8	4	16	16	14	0.50	1.16	2.0	17.3	A														

1899	SA10Hu95	33493_at	11	2	16	16	16	0.69	1.90	5.5	212.3	P														

1900	SA10Hu95	33494_at	13	1	16	16	15	0.81	5.33	13.0	226.6	P														

1901	SA10Hu95	33495_at	2	6	16	16	15	0.13	-0.04	0.3	-34.2	A														

1902	SA10Hu95	33496_at	5	4	16	16	16	0.31	0.14	1.3	1.9	A														

1903	SA10Hu95	33497_at	7	4	16	16	15	0.44	0.44	1.8	12.3	A														

1904	SA10Hu95	33498_at	2	4	16	16	14	0.13	0.76	0.5	-2.6	A														

1905	SA10Hu95	33499_s_at	8	2	16	16	15	0.50	1.13	4.0	106.0	P														

1906	SA10Hu95	33500_i_at	7	4	13	13	12	0.54	1.55	1.8	142.4	A														

1907	SA10Hu95	33501_r_at	7	3	16	16	14	0.44	1.71	2.3	147.6	A														

1908	SA10Hu95	33502_at	3	4	16	16	15	0.19	0.00	0.8	-15.7	A														

1909	SA10Hu95	33503_at	6	3	16	16	15	0.38	0.47	2.0	7.8	A														

1910	SA10Hu95	33504_at	5	1	16	16	13	0.31	1.42	5.0	24.8	A														

1911	SA10Hu95	33505_at	3	5	16	16	13	0.19	-1.01	0.6	-10.2	A														

1912	SA10Hu95	33506_at	5	4	16	16	14	0.31	-0.89	1.3	28.4	A														

1913	SA10Hu95	33507_g_at	1	4	16	16	16	0.06	0.18	0.3	-6.1	A														

1914	SA10Hu95	33508_at	5	5	16	16	13	0.31	0.26	1.0	-5.4	A														

1915	SA10Hu95	33509_at	3	3	16	16	14	0.19	0.12	1.0	-4.2	A														

1916	SA10Hu95	33510_s_at	7	3	16	16	16	0.44	2.49	2.3	134.3	A														

1917	SA10Hu95	33511_at	4	4	16	16	14	0.25	1.48	1.0	51.1	A														

1918	SA10Hu95	33512_at	4	7	16	16	13	0.25	-1.28	0.6	-4.9	A														

1919	SA10Hu95	33513_at	8	5	16	16	15	0.50	2.13	1.6	21.3	A														

1920	SA10Hu95	33514_at	4	6	16	16	15	0.25	0.44	0.7	-17.3	A														

1921	SA10Hu95	33515_at	4	6	16	16	14	0.25	-0.85	0.7	-20.8	A														

1922	SA10Hu95	33516_at	11	1	16	16	14	0.69	2.27	11.0	58.1	P														

1923	SA10Hu95	33517_f_at	2	5	16	16	15	0.13	0.74	0.4	-9.1	A														

1924	SA10Hu95	33518_f_at	5	5	16	16	14	0.31	-0.58	1.0	8.6	A														

1925	SA10Hu95	33519_at	2	5	16	16	14	0.13	-0.62	0.4	-24.7	A														

1926	SA10Hu95	33520_at	6	4	16	16	15	0.38	1.54	1.5	276.0	A														

1927	SA10Hu95	33521_at	7	4	16	16	14	0.44	0.69	1.8	125.6	A														

1928	SA10Hu95	33522_at	13	1	16	16	14	0.81	4.53	13.0	199.7	P														

1929	SA10Hu95	33523_at	5	5	16	16	14	0.31	-0.31	1.0	67.4	A														

1930	SA10Hu95	33524_at	3	5	16	16	14	0.19	-0.10	0.6	9.5	A														

1931	SA10Hu95	33525_at	1	6	16	16	16	0.06	-2.02	0.2	-10.5	A														

1932	SA10Hu95	33526_at	6	7	16	16	14	0.38	-0.58	0.9	-31.9	A														

1933	SA10Hu95	33527_at	1	5	16	16	14	0.06	-1.75	0.2	-7.6	A														

1934	SA10Hu95	33528_at	3	2	16	16	15	0.19	0.87	1.5	34.4	A														

1935	SA10Hu95	33529_at	1	3	16	16	14	0.06	-1.11	0.3	-25.4	A														

1936	SA10Hu95	33530_at	6	4	16	16	15	0.38	0.29	1.5	8.4	A														

1937	SA10Hu95	33531_at	3	2	16	16	15	0.19	-0.26	1.5	-1.1	A														

1938	SA10Hu95	33532_at	10	0	16	16	14	0.63	3.33	Undef	81.2	P														

1939	SA10Hu95	33533_at	4	2	16	16	13	0.25	0.67	2.0	3.2	A														

1940	SA10Hu95	33534_at	7	1	16	16	15	0.44	2.33	7.0	14.6	P														

1941	SA10Hu95	33535_at	7	2	16	16	14	0.44	0.64	3.5	-41.5	A														

1942	SA10Hu95	33536_at	2	4	16	16	14	0.13	-1.26	0.5	-10.6	A														

1943	SA10Hu95	33537_at	5	4	16	16	15	0.31	0.36	1.3	40.2	A														

1944	SA10Hu95	33538_at	3	3	16	16	15	0.19	0.05	1.0	12.3	A														

1945	SA10Hu95	33539_at	9	2	16	16	15	0.56	2.67	4.5	121.1	P														

1946	SA10Hu95	33540_at	3	4	16	16	14	0.19	-0.34	0.8	-33.0	A														

1947	SA10Hu95	33541_s_at	4	7	16	16	14	0.25	-0.04	0.6	3.5	A														

1948	SA10Hu95	33542_at	4	3	16	16	14	0.25	-0.03	1.3	3.6	A														

1949	SA10Hu95	33543_s_at	14	0	16	16	16	0.88	7.57	Undef	920.9	P														

1950	SA10Hu95	33544_at	4	3	16	16	15	0.25	-0.50	1.3	13.4	A														

1951	SA10Hu95	33545_at	7	3	16	16	15	0.44	0.96	2.3	212.7	A														

1952	SA10Hu95	33546_at	5	5	16	16	14	0.31	0.24	1.0	47.8	A														

1953	SA10Hu95	33547_i_at	2	3	15	15	14	0.13	-0.44	0.7	-3.3	A														

1954	SA10Hu95	33548_f_at	2	2	15	15	13	0.13	0.16	1.0	0.7	A														

1955	SA10Hu95	33549_at	4	4	16	16	14	0.25	-0.48	1.0	-8.7	A														

1956	SA10Hu95	33550_at	8	0	16	16	15	0.50	2.43	Undef	16.5	P														

1957	SA10Hu95	33551_s_at	1	4	16	16	14	0.06	-1.38	0.3	-7.4	A														

1958	SA10Hu95	33552_at	4	3	16	16	15	0.25	0.68	1.3	7.6	A														

1959	SA10Hu95	33553_r_at	6	1	16	16	16	0.38	2.12	6.0	14.5	P														

1960	SA10Hu95	33554_at	7	1	16	16	15	0.44	1.49	7.0	53.8	P														

1961	SA10Hu95	33555_at	7	3	16	16	15	0.44	1.59	2.3	94.4	A														

1962	SA10Hu95	33556_at	5	2	16	16	14	0.31	0.13	2.5	16.1	A														

1963	SA10Hu95	33557_at	5	4	16	16	14	0.31	-0.10	1.3	-3.2	A														

1964	SA10Hu95	33558_at	10	1	16	16	15	0.63	2.13	10.0	293.5	P														

1965	SA10Hu95	33559_at	8	1	16	16	14	0.50	1.98	8.0	22.1	P														

1966	SA10Hu95	33560_at	2	2	16	16	15	0.13	0.29	1.0	-5.6	A														

1967	SA10Hu95	33561_at	6	4	16	16	14	0.38	0.30	1.5	14.7	A														

1968	SA10Hu95	33562_g_at	3	3	16	16	15	0.19	0.56	1.0	7.3	A														

1969	SA10Hu95	33563_s_at	3	6	16	16	15	0.19	0.56	0.5	-29.5	A														

1970	SA10Hu95	33564_at	3	6	16	16	16	0.19	-0.33	0.5	-18.5	A														

1971	SA10Hu95	33565_at	5	2	16	16	15	0.31	-0.40	2.5	20.1	A														

1972	SA10Hu95	33566_at	3	5	16	16	14	0.19	-1.15	0.6	-60.8	A														

1973	SA10Hu95	33567_at	6	3	16	16	15	0.38	0.57	2.0	35.5	A														

1974	SA10Hu95	33568_at	10	2	16	16	15	0.63	1.85	5.0	291.0	P														

1975	SA10Hu95	33569_at	5	4	16	16	14	0.31	0.65	1.3	12.7	A														

1976	SA10Hu95	33570_at	4	4	16	16	15	0.25	-0.13	1.0	-26.1	A														

1977	SA10Hu95	33571_at	5	5	16	16	16	0.31	-0.06	1.0	76.3	A														

1978	SA10Hu95	33572_at	5	3	16	16	16	0.31	-0.07	1.7	0.2	A														

1979	SA10Hu95	33573_at	4	3	16	16	14	0.25	-0.36	1.3	13.4	A														

1980	SA10Hu95	33574_at	4	2	16	16	14	0.25	1.24	2.0	2.9	A														

1981	SA10Hu95	33575_at	2	5	16	16	15	0.13	0.09	0.4	-13.7	A														

1982	SA10Hu95	33576_at	5	4	16	16	15	0.31	1.11	1.3	17.9	A														

1983	SA10Hu95	33577_at	5	3	16	16	15	0.31	0.52	1.7	-5.3	A														

1984	SA10Hu95	33937_at	7	2	16	16	15	0.44	1.16	3.5	55.9	M														

1985	SA10Hu95	33938_g_at	4	5	16	16	15	0.25	-0.50	0.8	-3.9	A														

1986	SA10Hu95	33939_at	4	3	16	16	15	0.25	-0.22	1.3	31.7	A														

1987	SA10Hu95	33940_at	4	1	16	16	14	0.25	-0.23	4.0	-2.7	A														

1988	SA10Hu95	33941_at	7	5	16	16	15	0.44	0.74	1.4	-125.2	A														

1989	SA10Hu95	33942_s_at	16	0	16	16	16	1.00	6.46	Undef	940.2	P														

1990	SA10Hu95	33943_at	16	0	16	16	15	1.00	7.90	Undef	1823.7	P														

1991	SA10Hu95	33944_at	14	1	16	16	15	0.88	5.72	14.0	1633.3	P														

1992	SA10Hu95	33945_at	4	6	16	16	14	0.25	-0.81	0.7	30.1	A														

1993	SA10Hu95	33946_at	4	4	16	16	15	0.25	-1.03	1.0	107.0	A														

1994	SA10Hu95	33947_at	6	1	16	16	15	0.38	1.60	6.0	107.5	P														

1995	SA10Hu95	33948_at	5	4	16	16	14	0.31	0.82	1.3	-0.5	A														

1996	SA10Hu95	33949_at	5	4	16	16	13	0.31	0.83	1.3	18.0	A														

1997	SA10Hu95	33950_g_at	7	5	16	16	15	0.44	0.62	1.4	182.9	A														

1998	SA10Hu95	33951_at	5	7	16	16	15	0.31	-0.64	0.7	5.8	A														

1999	SA10Hu95	33952_at	9	1	16	16	15	0.56	1.66	9.0	438.2	P														

2000	SA10Hu95	33953_at	2	5	16	16	14	0.13	-0.25	0.4	-24.9	A														

2001	SA10Hu95	33954_at	8	3	16	16	14	0.50	0.45	2.7	-9.1	A														

2002	SA10Hu95	33955_at	7	0	16	16	14	0.44	1.74	Undef	11.0	P														

2003	SA10Hu95	33956_at	9	1	16	16	14	0.56	1.83	9.0	80.6	P														

2004	SA10Hu95	33957_at	4	2	16	16	15	0.25	1.15	2.0	2.6	A														

2005	SA10Hu95	33958_at	6	1	16	16	14	0.38	0.99	6.0	10.5	P														

2006	SA10Hu95	33959_at	3	4	16	16	15	0.19	0.10	0.8	5.0	A														

2007	SA10Hu95	33960_s_at	5	4	16	16	16	0.31	0.72	1.3	-157.8	A														

2008	SA10Hu95	33961_at	10	5	16	16	15	0.63	1.53	2.0	55.2	A														

2009	SA10Hu95	33962_at	4	5	16	16	14	0.25	-1.24	0.8	-36.3	A														

2010	SA10Hu95	33963_at	2	5	16	16	15	0.13	-0.20	0.4	-29.1	A														

2011	SA10Hu95	33964_at	5	5	16	16	15	0.31	-0.45	1.0	-46.1	A														

2012	SA10Hu95	33965_at	5	4	16	16	15	0.31	0.03	1.3	-1.4	A														

2013	SA10Hu95	33966_at	5	5	16	16	15	0.31	-0.01	1.0	41.5	A														

2014	SA10Hu95	33967_at	8	3	16	16	14	0.50	0.93	2.7	-54.9	A														

2015	SA10Hu95	33968_at	2	7	16	16	14	0.13	-2.48	0.3	-22.5	A														

2016	SA10Hu95	33969_at	10	1	16	16	15	0.63	1.27	10.0	94.6	P														

2017	SA10Hu95	33970_at	3	4	16	16	14	0.19	-1.18	0.8	-8.8	A														

2018	SA10Hu95	33971_f_at	7	3	16	16	14	0.44	1.85	2.3	17.5	A														

2019	SA10Hu95	33972_r_at	2	4	16	16	14	0.13	-0.71	0.5	-6.7	A														

2020	SA10Hu95	33973_at	7	2	16	16	15	0.44	0.62	3.5	59.7	A														

2021	SA10Hu95	33974_at	5	5	16	16	13	0.31	-0.39	1.0	-3.5	A														

2022	SA10Hu95	33975_at	6	2	16	16	13	0.38	2.62	3.0	3.4	P														

2023	SA10Hu95	33976_at	1	2	16	16	14	0.06	-0.75	0.5	-4.3	A														

2024	SA10Hu95	33977_at	6	4	16	16	15	0.38	0.22	1.5	31.3	A														

2025	SA10Hu95	33978_at	6	5	16	16	15	0.38	0.86	1.2	2.0	A														

2026	SA10Hu95	33979_at	7	3	16	16	16	0.44	1.24	2.3	31.9	A														

2027	SA10Hu95	33980_at	9	4	16	16	13	0.56	0.16	2.3	21.9	A														

2028	SA10Hu95	33981_at	3	7	16	16	14	0.19	-1.87	0.4	-36.2	A														

2029	SA10Hu95	33982_f_at	11	2	16	16	14	0.69	2.75	5.5	70.8	P														

2030	SA10Hu95	33983_at	3	6	16	16	14	0.19	-0.82	0.5	-28.7	A														

2031	SA10Hu95	33984_at	15	0	16	16	16	0.94	6.94	Undef	5121.6	P														

2032	SA10Hu95	33985_s_at	6	5	16	16	15	0.38	0.41	1.2	13.2	A														

2033	SA10Hu95	33986_r_at	11	1	16	16	16	0.69	3.20	11.0	97.5	P														

2034	SA10Hu95	33987_at	15	0	16	16	16	0.94	5.16	Undef	2524.6	P														

2035	SA10Hu95	33988_at	14	0	16	16	16	0.88	6.88	Undef	1794.5	P														

2036	SA10Hu95	33989_f_at	10	0	16	16	16	0.63	3.41	Undef	272.5	P														

2037	SA10Hu95	33990_at	5	2	16	16	14	0.31	1.07	2.5	18.7	A														

