Expression Analysis: Metrics Tab



	Analysis Name	Probe Set Name	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score

5932	SA10Hu95	36906_at	3	1	16	16	16	0.19	1.41	3.0	2.7	A														

5933	SA10Hu95	36907_at	10	1	16	16	14	0.63	2.61	10.0	822.7	P														

5934	SA10Hu95	36908_at	7	1	16	16	15	0.44	1.96	7.0	59.3	P														

5935	SA10Hu95	36909_at	16	0	16	16	15	1.00	7.66	Undef	413.3	P														

5936	SA10Hu95	36910_at	10	1	16	16	14	0.63	3.88	10.0	144.8	P														

5937	SA10Hu95	36911_at	2	3	16	16	14	0.13	-0.47	0.7	-15.0	A														

5938	SA10Hu95	36912_at	5	4	16	16	15	0.31	0.94	1.3	55.6	A														

5939	SA10Hu95	36913_at	15	0	16	16	15	0.94	7.60	Undef	278.0	P														

5940	SA10Hu95	36914_at	4	4	16	16	14	0.25	-0.24	1.0	-3.2	A														

5941	SA10Hu95	36915_at	8	1	16	16	13	0.50	2.16	8.0	105.8	P														

5942	SA10Hu95	36916_at	7	6	16	16	14	0.44	0.15	1.2	116.0	A														

5943	SA10Hu95	36917_at	5	7	16	16	16	0.31	-0.04	0.7	-8.7	A														

5944	SA10Hu95	36918_at	2	3	16	16	15	0.13	-0.12	0.7	-7.9	A														

5945	SA10Hu95	36919_r_at	4	2	16	16	14	0.25	1.21	2.0	24.1	A														

5946	SA10Hu95	36920_at	6	2	16	16	14	0.38	0.94	3.0	7.6	M														

5947	SA10Hu95	36921_at	9	2	16	16	15	0.56	2.30	4.5	84.4	P														

5948	SA10Hu95	36922_at	6	5	16	16	14	0.38	0.11	1.2	-2.2	A														

5949	SA10Hu95	36923_at	5	6	16	16	15	0.31	1.30	0.8	-144.0	A														

5950	SA10Hu95	36924_r_at	11	0	16	16	15	0.69	3.30	Undef	40.0	P														

5951	SA10Hu95	36925_at	6	2	16	16	13	0.38	2.26	3.0	24.1	P														

5952	SA10Hu95	36926_at	13	0	16	16	15	0.81	4.75	Undef	223.6	P														

5953	SA10Hu95	36927_at	8	2	16	16	15	0.50	1.12	4.0	26.6	P														

5954	SA10Hu95	36928_at	16	0	16	16	16	1.00	8.20	Undef	2089.3	P														

5955	SA10Hu95	36929_at	14	0	16	16	15	0.88	5.67	Undef	449.0	P														

5956	SA10Hu95	36930_at	10	2	16	16	14	0.63	4.90	5.0	220.8	P														

5957	SA10Hu95	37171_at	9	2	16	16	14	0.56	3.19	4.5	29.1	P														

5958	SA10Hu95	37172_at	12	2	16	16	15	0.75	3.71	6.0	69.7	P														

5959	SA10Hu95	37173_at	7	3	16	16	15	0.44	1.11	2.3	30.7	A														

5960	SA10Hu95	37174_at	13	0	16	16	16	0.81	5.11	Undef	102.4	P														

5961	SA10Hu95	37175_at	4	8	16	16	15	0.25	-0.27	0.5	-60.9	A														

5962	SA10Hu95	37176_at	4	2	16	16	14	0.25	0.73	2.0	4.1	A														

5963	SA10Hu95	37177_at	6	0	16	16	16	0.38	1.90	Undef	55.8	P														

5964	SA10Hu95	37178_at	10	0	16	16	16	0.63	2.34	Undef	160.0	P														

5965	SA10Hu95	37179_at	4	7	16	16	14	0.25	0.07	0.6	-34.8	A														

5966	SA10Hu95	37180_at	7	1	16	16	16	0.44	1.42	7.0	92.2	P														

5967	SA10Hu95	37181_at	12	0	16	16	16	0.75	4.86	Undef	797.6	P														

5968	SA10Hu95	37182_at	11	1	16	16	14	0.69	3.10	11.0	67.5	P														

5969	SA10Hu95	37183_at	6	3	16	16	15	0.38	1.01	2.0	22.6	A														

5970	SA10Hu95	37184_at	10	2	16	16	14	0.63	3.06	5.0	135.0	P														

5971	SA10Hu95	37185_at	6	1	16	16	15	0.38	0.84	6.0	4.7	A														

5972	SA10Hu95	37186_s_at	5	4	16	16	14	0.31	0.27	1.3	-3.3	A														

5973	SA10Hu95	37187_at	3	2	16	16	15	0.19	2.37	1.5	9.6	A														

5974	SA10Hu95	37188_at	12	1	16	16	15	0.75	3.88	12.0	165.6	P														

5975	SA10Hu95	37189_at	13	0	16	16	14	0.81	4.71	Undef	756.1	P														

5976	SA10Hu95	37190_at	14	0	16	16	15	0.88	7.83	Undef	902.6	P														

5977	SA10Hu95	37191_at	11	1	16	16	15	0.69	3.55	11.0	487.7	P														

5978	SA10Hu95	37192_at	9	2	16	16	15	0.56	1.97	4.5	345.5	P														

5979	SA10Hu95	37193_at	9	1	16	16	15	0.56	2.00	9.0	88.1	P														

5980	SA10Hu95	37194_at	13	0	16	16	15	0.81	5.89	Undef	500.4	P														

5981	SA10Hu95	37195_at	8	3	16	16	15	0.50	0.81	2.7	127.4	A														

5982	SA10Hu95	37196_at	8	4	16	16	15	0.50	1.63	2.0	29.3	A														

5983	SA10Hu95	37197_s_at	12	0	16	16	16	0.75	4.01	Undef	164.9	P														

5984	SA10Hu95	37198_r_at	2	4	16	16	14	0.13	-1.20	0.5	-40.1	A														

5985	SA10Hu95	37199_at	12	0	16	16	15	0.75	5.21	Undef	528.5	P														

5986	SA10Hu95	37200_at	6	3	16	16	15	0.38	2.56	2.0	37.0	A														

5987	SA10Hu95	37201_at	7	3	16	16	15	0.44	1.36	2.3	94.6	A														

5988	SA10Hu95	37202_at	5	4	16	16	14	0.31	0.63	1.3	12.4	A														

5989	SA10Hu95	37203_at	5	2	16	16	14	0.31	2.48	2.5	40.6	A														

5990	SA10Hu95	37204_at	6	3	16	16	14	0.38	1.43	2.0	21.5	A														

5991	SA10Hu95	37205_at	7	1	16	16	14	0.44	1.25	7.0	90.1	P														

5992	SA10Hu95	37206_at	5	3	16	16	14	0.31	0.67	1.7	-1.6	A														

5993	SA10Hu95	37207_at	2	2	16	16	14	0.13	1.89	1.0	14.9	A														

5994	SA10Hu95	37208_at	4	6	16	16	15	0.25	-0.44	0.7	-18.3	A														

5995	SA10Hu95	37209_g_at	7	4	16	16	16	0.44	1.78	1.8	131.5	A														

5996	SA10Hu95	37210_at	9	2	16	16	14	0.56	1.83	4.5	133.2	P														

5997	SA10Hu95	37211_at	8	2	16	16	14	0.50	3.01	4.0	65.9	P														

5998	SA10Hu95	37212_at	10	3	16	16	14	0.63	2.82	3.3	184.9	P														

5999	SA10Hu95	37213_at	6	4	16	16	15	0.38	0.11	1.5	-7.7	A														

6000	SA10Hu95	37214_g_at	4	2	16	16	15	0.25	0.52	2.0	-20.6	A														

6001	SA10Hu95	37215_at	7	1	16	16	15	0.44	1.82	7.0	15.0	P														

6002	SA10Hu95	37216_at	7	2	16	16	14	0.44	0.63	3.5	4.2	A														

6003	SA10Hu95	37217_at	4	3	16	16	14	0.25	0.17	1.3	61.4	A														

6004	SA10Hu95	37218_at	9	1	16	16	15	0.56	3.14	9.0	69.4	P														

6005	SA10Hu95	37219_at	5	6	16	16	15	0.31	-1.55	0.8	-50.7	A														

6006	SA10Hu95	37220_at	4	6	16	16	15	0.25	-0.01	0.7	-33.1	A														

6007	SA10Hu95	37221_at	3	2	16	16	13	0.19	-1.07	1.5	-6.1	A														

6008	SA10Hu95	37222_at	10	1	16	16	14	0.63	4.97	10.0	388.2	P														

6009	SA10Hu95	37223_at	1	2	16	16	13	0.06	1.40	0.5	6.3	A														

6010	SA10Hu95	37224_at	5	3	16	16	15	0.31	1.17	1.7	-19.5	A														

6011	SA10Hu95	37225_at	8	3	16	16	15	0.50	0.75	2.7	37.6	A														

6012	SA10Hu95	37226_at	10	1	16	16	16	0.63	3.80	10.0	156.5	P														

6013	SA10Hu95	37227_at	7	3	16	16	13	0.44	1.78	2.3	34.4	A														

6014	SA10Hu95	37228_at	7	2	16	16	15	0.44	2.02	3.5	216.1	P														

6015	SA10Hu95	37229_at	15	0	16	16	16	0.94	7.55	Undef	557.0	P														

6016	SA10Hu95	37230_at	14	1	16	16	15	0.88	7.11	14.0	909.4	P														

6017	SA10Hu95	37231_at	6	2	16	16	14	0.38	1.13	3.0	53.8	M														

6018	SA10Hu95	37232_at	11	2	16	16	15	0.69	1.97	5.5	109.6	P														

6019	SA10Hu95	37233_at	4	2	16	16	16	0.25	0.63	2.0	39.8	A														

6020	SA10Hu95	37234_at	7	2	16	16	15	0.44	0.63	3.5	17.3	A														

6021	SA10Hu95	37235_g_at	1	6	16	16	15	0.06	-2.08	0.2	-8.4	A														

6022	SA10Hu95	37236_at	4	5	16	16	15	0.25	-0.58	0.8	-3.0	A														

6023	SA10Hu95	37237_at	10	1	16	16	15	0.63	3.63	10.0	258.7	P														

6024	SA10Hu95	37238_s_at	8	3	16	16	15	0.50	1.56	2.7	145.6	A														

6025	SA10Hu95	37239_r_at	6	7	16	16	16	0.38	-0.03	0.9	-72.6	A														

6026	SA10Hu95	37240_at	14	0	16	16	15	0.88	6.17	Undef	344.0	P														

6027	SA10Hu95	37241_at	14	0	16	16	15	0.88	5.67	Undef	141.8	P														

6028	SA10Hu95	37242_at	12	2	16	16	16	0.75	5.94	6.0	536.9	P														

6029	SA10Hu95	37243_at	5	0	16	16	14	0.31	2.59	Undef	12.3	A														

6030	SA10Hu95	37244_at	8	1	16	16	15	0.50	1.91	8.0	41.0	P														

6031	SA10Hu95	37245_at	7	2	16	16	16	0.44	2.42	3.5	67.9	P														

6032	SA10Hu95	37246_at	9	1	16	16	15	0.56	2.62	9.0	594.2	P														

6033	SA10Hu95	37247_at	6	7	16	16	14	0.38	0.57	0.9	8.0	A														

6034	SA10Hu95	37248_at	9	3	16	16	14	0.56	1.32	3.0	89.3	P														

6035	SA10Hu95	37249_at	9	1	16	16	16	0.56	2.30	9.0	49.2	P														

6036	SA10Hu95	37250_at	13	0	16	16	15	0.81	3.63	Undef	222.8	P														

6037	SA10Hu95	37251_s_at	4	3	16	16	15	0.25	0.09	1.3	-0.5	A														

6038	SA10Hu95	37252_at	9	2	16	16	16	0.56	2.79	4.5	397.5	P														

6039	SA10Hu95	37253_at	9	4	16	16	15	0.56	1.43	2.3	11.2	A														

6040	SA10Hu95	37254_at	13	0	16	16	15	0.81	4.46	Undef	497.7	P														

6041	SA10Hu95	37255_at	8	2	16	16	15	0.50	3.22	4.0	112.5	P														

6042	SA10Hu95	37256_at	14	1	16	16	15	0.88	5.36	14.0	519.3	P														

6043	SA10Hu95	37257_at	4	3	16	16	13	0.25	0.14	1.3	10.5	A														

6044	SA10Hu95	37258_at	9	1	16	16	15	0.56	2.26	9.0	19.8	P														

6045	SA10Hu95	37259_at	5	3	16	16	14	0.31	2.01	1.7	-12.7	A														

6046	SA10Hu95	37260_at	4	7	16	16	16	0.25	-1.26	0.6	-41.6	A														

6047	SA10Hu95	37261_g_at	3	5	16	16	15	0.19	-0.55	0.6	-31.4	A														

6048	SA10Hu95	37262_at	7	5	16	16	16	0.44	1.21	1.4	1.5	A														

6049	SA10Hu95	37263_at	15	0	16	16	15	0.94	5.53	Undef	169.2	P														

6050	SA10Hu95	37264_at	11	2	16	16	15	0.69	2.69	5.5	111.9	P														

6051	SA10Hu95	37265_at	10	1	16	16	14	0.63	3.49	10.0	121.5	P														

6052	SA10Hu95	37266_at	14	0	16	16	16	0.88	6.08	Undef	742.4	P														

6053	SA10Hu95	37267_at	11	1	16	16	15	0.69	3.96	11.0	511.6	P														

6054	SA10Hu95	37268_at	14	0	16	16	15	0.88	6.57	Undef	809.9	P														

6055	SA10Hu95	37269_at	11	0	16	16	16	0.69	3.75	Undef	354.6	P														

6056	SA10Hu95	37270_at	12	1	16	16	14	0.75	2.83	12.0	381.2	P														

6057	SA10Hu95	37271_at	14	2	16	16	15	0.88	5.86	7.0	469.3	P														

6058	SA10Hu95	37272_at	16	0	16	16	16	1.00	5.74	Undef	1054.1	P														

6059	SA10Hu95	37273_at	4	2	16	16	14	0.25	0.50	2.0	2.1	A														

6060	SA10Hu95	37274_at	11	2	16	16	15	0.69	3.88	5.5	333.7	P														

6061	SA10Hu95	37275_at	6	0	16	16	14	0.38	3.10	Undef	17.2	P														

6062	SA10Hu95	37276_at	7	6	16	16	15	0.44	0.17	1.2	25.9	A														

6063	SA10Hu95	37277_at	10	1	16	16	16	0.63	3.91	10.0	164.4	P														

6064	SA10Hu95	37278_at	9	1	16	16	15	0.56	2.80	9.0	397.5	P														

6065	SA10Hu95	37279_at	5	5	16	16	15	0.31	0.79	1.0	9.8	A														

6066	SA10Hu95	37280_at	5	4	16	16	16	0.31	0.44	1.3	16.3	A														

6067	SA10Hu95	37281_at	13	1	16	16	15	0.81	4.22	13.0	1179.7	P														

6068	SA10Hu95	37282_at	9	1	16	16	15	0.56	3.34	9.0	35.7	P														

6069	SA10Hu95	37283_at	9	2	16	16	15	0.56	3.38	4.5	79.2	P														

6070	SA10Hu95	37284_at	7	3	16	16	15	0.44	0.84	2.3	186.8	A														

6071	SA10Hu95	37285_at	9	2	16	16	15	0.56	2.15	4.5	245.6	P														

6072	SA10Hu95	37286_at	10	1	16	16	16	0.63	3.33	10.0	45.5	P														

6073	SA10Hu95	37287_at	2	3	16	16	15	0.13	0.54	0.7	-6.0	A														

6074	SA10Hu95	37288_g_at	6	3	16	16	15	0.38	0.16	2.0	25.3	A														

6075	SA10Hu95	37289_at	4	4	16	16	15	0.25	0.55	1.0	3.5	A														

6076	SA10Hu95	37290_at	4	1	16	16	14	0.25	-0.45	4.0	6.3	A														

6077	SA10Hu95	37531_at	7	4	16	16	14	0.44	0.98	1.8	30.4	A														

6078	SA10Hu95	37532_at	12	0	16	16	15	0.75	5.47	Undef	650.9	P														

6079	SA10Hu95	37533_r_at	2	5	16	16	16	0.13	-0.74	0.4	-28.2	A														

6080	SA10Hu95	37534_at	2	4	16	16	16	0.13	-0.30	0.5	-14.8	A														

6081	SA10Hu95	37535_at	7	3	16	16	15	0.44	1.98	2.3	42.0	A														

6082	SA10Hu95	37536_at	7	2	16	16	15	0.44	1.20	3.5	51.8	M														

6083	SA10Hu95	37537_at	14	1	16	16	14	0.88	5.89	14.0	275.8	P														

6084	SA10Hu95	37538_at	5	1	16	16	15	0.31	0.89	5.0	34.1	A														

6085	SA10Hu95	37539_at	14	0	16	16	15	0.88	7.46	Undef	1277.2	P														

6086	SA10Hu95	37540_at	8	1	16	16	15	0.50	2.87	8.0	81.1	P														

6087	SA10Hu95	37541_at	7	3	16	16	13	0.44	0.60	2.3	-44.7	A														

6088	SA10Hu95	37542_at	6	4	16	16	13	0.38	1.15	1.5	-3.8	A														

6089	SA10Hu95	37543_at	14	0	16	16	14	0.88	5.27	Undef	314.1	P														

6090	SA10Hu95	37544_at	11	2	16	16	15	0.69	2.70	5.5	86.7	P														

6091	SA10Hu95	37545_at	13	0	16	16	15	0.81	4.13	Undef	548.7	P														

6092	SA10Hu95	37546_r_at	3	3	16	16	15	0.19	0.32	1.0	-3.0	A														

6093	SA10Hu95	37547_at	8	3	16	16	16	0.50	2.30	2.7	48.1	A														

6094	SA10Hu95	37548_at	5	5	16	16	15	0.31	0.72	1.0	27.9	A														

6095	SA10Hu95	37549_g_at	12	0	16	16	16	0.75	4.20	Undef	226.0	P														

6096	SA10Hu95	37550_at	7	1	16	16	15	0.44	2.73	7.0	168.8	P														

6097	SA10Hu95	37551_at	10	1	16	16	16	0.63	2.88	10.0	650.2	P														

6098	SA10Hu95	37552_at	3	1	16	16	15	0.19	1.46	3.0	8.9	A														

6099	SA10Hu95	37553_at	13	3	16	16	15	0.81	4.01	4.3	230.3	P														

6100	SA10Hu95	37554_at	7	4	16	16	16	0.44	0.33	1.8	-10.1	A														

6101	SA10Hu95	37555_at	15	0	16	16	15	0.94	5.51	Undef	312.1	P														

6102	SA10Hu95	37556_at	8	0	16	16	16	0.50	2.96	Undef	37.6	P														

6103	SA10Hu95	37557_at	13	1	16	16	14	0.81	6.46	13.0	723.6	P														

6104	SA10Hu95	37558_at	7	2	16	16	15	0.44	1.72	3.5	19.5	P														

6105	SA10Hu95	37559_at	8	3	16	16	14	0.50	2.65	2.7	112.2	A														

6106	SA10Hu95	37560_at	8	1	16	16	13	0.50	2.32	8.0	29.6	P														

6107	SA10Hu95	37561_at	14	0	16	16	16	0.88	6.21	Undef	272.3	P														

6108	SA10Hu95	37562_at	6	3	16	16	15	0.38	0.35	2.0	10.2	A														

6109	SA10Hu95	37563_at	13	3	16	16	15	0.81	4.36	4.3	530.3	P														

6110	SA10Hu95	37564_at	11	0	16	16	15	0.69	3.37	Undef	93.9	P														

6111	SA10Hu95	37565_at	11	0	16	16	15	0.69	4.83	Undef	126.2	P														

6112	SA10Hu95	37566_at	3	4	16	16	13	0.19	-0.26	0.8	-3.4	A														

6113	SA10Hu95	37567_at	13	0	16	16	15	0.81	6.00	Undef	625.8	P														

6114	SA10Hu95	37568_at	6	3	16	16	14	0.38	1.79	2.0	52.9	A														

6115	SA10Hu95	37569_at	15	0	16	16	16	0.94	8.13	Undef	1846.6	P														

6116	SA10Hu95	37570_at	7	4	16	16	14	0.44	0.95	1.8	99.7	A														

6117	SA10Hu95	37571_at	5	3	16	16	16	0.31	0.83	1.7	-2.4	A														

6118	SA10Hu95	37572_at	16	0	16	16	15	1.00	6.00	Undef	1199.9	P														

6119	SA10Hu95	37573_at	7	6	16	16	14	0.44	1.19	1.2	111.2	A														

6120	SA10Hu95	37574_at	5	3	16	16	15	0.31	0.42	1.7	119.1	A														

6121	SA10Hu95	37575_at	14	0	16	16	14	0.88	7.71	Undef	363.6	P														

6122	SA10Hu95	37576_at	2	4	16	16	16	0.13	-0.22	0.5	-0.0	A														

6123	SA10Hu95	37577_at	13	0	16	16	15	0.81	4.20	Undef	201.5	P														

6124	SA10Hu95	37578_at	16	0	16	16	15	1.00	6.70	Undef	998.3	P														

6125	SA10Hu95	37579_at	4	3	16	16	14	0.25	1.36	1.3	98.8	A														

6126	SA10Hu95	37580_at	14	0	16	16	16	0.88	6.39	Undef	799.6	P														

6127	SA10Hu95	37581_at	16	0	16	16	15	1.00	6.18	Undef	442.9	P														

6128	SA10Hu95	37582_at	3	5	16	16	15	0.19	-0.76	0.6	-62.7	A														

6129	SA10Hu95	37583_at	14	0	16	16	15	0.88	5.89	Undef	345.6	P														

6130	SA10Hu95	37584_at	12	1	16	16	15	0.75	2.63	12.0	263.7	P														

6131	SA10Hu95	37585_at	9	1	16	16	15	0.56	1.88	9.0	148.3	P														

6132	SA10Hu95	37586_at	5	0	16	16	14	0.31	1.93	Undef	93.1	A														

6133	SA10Hu95	37587_at	6	5	16	16	15	0.38	0.66	1.2	21.9	A														

6134	SA10Hu95	37588_s_at	10	1	16	16	14	0.63	2.99	10.0	192.7	P														

6135	SA10Hu95	37589_at	11	4	16	16	15	0.69	2.08	2.8	78.2	A														

6136	SA10Hu95	37590_g_at	8	0	16	16	15	0.50	2.26	Undef	162.3	P														

6137	SA10Hu95	37591_at	9	4	16	16	16	0.56	1.86	2.3	169.7	A														

6138	SA10Hu95	37592_at	4	3	16	16	15	0.25	0.92	1.3	-1.1	A														

6139	SA10Hu95	37593_at	8	3	16	16	16	0.50	2.19	2.7	225.5	A														

6140	SA10Hu95	37594_at	6	5	16	16	14	0.38	0.23	1.2	-29.7	A														

6141	SA10Hu95	37595_at	5	3	16	16	13	0.31	2.00	1.7	12.9	A														

6142	SA10Hu95	37596_at	4	3	16	16	15	0.25	0.04	1.3	-71.8	A														

6143	SA10Hu95	37597_s_at	13	0	16	16	16	0.81	3.32	Undef	408.0	P														

6144	SA10Hu95	37598_at	9	0	16	16	15	0.56	2.20	Undef	47.7	P														

6145	SA10Hu95	37599_at	6	1	16	16	15	0.38	1.66	6.0	76.6	P														

6146	SA10Hu95	37600_at	12	1	16	16	15	0.75	3.12	12.0	480.2	P														

6147	SA10Hu95	37601_at	5	6	16	16	15	0.31	0.17	0.8	23.7	A														

6148	SA10Hu95	37602_at	6	3	16	16	16	0.38	1.26	2.0	184.9	A														

6149	SA10Hu95	37603_at	6	3	16	16	14	0.38	1.10	2.0	4.5	A														

6150	SA10Hu95	37604_at	8	1	16	16	14	0.50	3.56	8.0	47.5	P														

6151	SA10Hu95	37605_at	3	6	16	16	14	0.19	-0.92	0.5	4.6	A														

6152	SA10Hu95	37606_at	5	2	16	16	15	0.31	0.19	2.5	50.6	A														

6153	SA10Hu95	37607_at	2	5	16	16	15	0.13	-0.56	0.4	-11.3	A														

6154	SA10Hu95	37608_g_at	8	4	16	16	15	0.50	2.39	2.0	1.2	A														

6155	SA10Hu95	37609_at	13	1	16	16	14	0.81	4.83	13.0	183.4	P														

6156	SA10Hu95	37610_at	14	0	16	16	15	0.88	5.61	Undef	285.8	P														

6157	SA10Hu95	37611_at	1	4	16	16	15	0.06	-2.47	0.3	-17.9	A														

6158	SA10Hu95	37612_at	7	4	16	16	15	0.44	0.52	1.8	9.6	A														

6159	SA10Hu95	37613_at	3	8	16	16	15	0.19	-1.33	0.4	-89.7	A														

6160	SA10Hu95	37614_g_at	3	4	16	16	15	0.19	0.17	0.8	6.7	A														

6161	SA10Hu95	37615_at	9	2	16	16	16	0.56	2.39	4.5	202.0	P														

6162	SA10Hu95	37616_at	13	1	16	16	16	0.81	5.76	13.0	440.5	P														

6163	SA10Hu95	37617_at	12	1	16	16	15	0.75	5.74	12.0	176.6	P														

6164	SA10Hu95	37618_at	5	2	16	16	14	0.31	0.16	2.5	-49.1	A														

6165	SA10Hu95	37619_at	15	1	16	16	14	0.94	7.42	15.0	446.1	P														

6166	SA10Hu95	37620_at	13	0	16	16	16	0.81	5.02	Undef	280.2	P														

6167	SA10Hu95	37621_at	1	4	16	16	15	0.06	-0.22	0.3	-2.9	A														

6168	SA10Hu95	37622_r_at	13	0	16	16	15	0.81	5.77	Undef	98.6	P														

6169	SA10Hu95	37623_at	2	4	16	16	14	0.13	-0.60	0.5	4.4	A														

6170	SA10Hu95	37624_at	3	1	16	16	15	0.19	-0.87	3.0	2.5	A														

6171	SA10Hu95	37625_at	6	3	16	16	14	0.38	1.55	2.0	4.7	A														

6172	SA10Hu95	37626_at	3	2	16	16	16	0.19	0.36	1.5	1.2	A														

6173	SA10Hu95	37627_g_at	2	3	16	16	15	0.13	-0.60	0.7	-34.9	A														

6174	SA10Hu95	37628_at	6	2	16	16	15	0.38	-0.79	3.0	50.0	A														

6175	SA10Hu95	37629_at	12	1	16	16	15	0.75	3.32	12.0	309.7	P														

6176	SA10Hu95	37630_at	14	0	16	16	15	0.88	5.09	Undef	334.5	P														

6177	SA10Hu95	37631_at	10	3	16	16	14	0.63	0.37	3.3	38.0	A														

6178	SA10Hu95	37632_s_at	9	1	16	16	15	0.56	3.95	9.0	71.8	P														

6179	SA10Hu95	37633_s_at	6	5	16	16	15	0.38	1.03	1.2	69.6	A														

6180	SA10Hu95	37634_at	6	4	16	16	15	0.38	0.50	1.5	7.4	A														

6181	SA10Hu95	37635_at	5	2	16	16	15	0.31	0.24	2.5	6.4	A														

6182	SA10Hu95	37636_at	5	0	16	16	16	0.31	1.52	Undef	30.7	A														

6183	SA10Hu95	37637_at	7	3	16	16	15	0.44	2.27	2.3	31.4	A														

6184	SA10Hu95	37638_at	13	0	16	16	16	0.81	5.50	Undef	499.9	P														

6185	SA10Hu95	37639_at	7	1	16	16	15	0.44	1.60	7.0	194.0	P														

6186	SA10Hu95	37640_at	15	0	16	16	15	0.94	7.01	Undef	386.8	P														

6187	SA10Hu95	37641_at	10	0	16	16	16	0.63	3.65	Undef	68.1	P														

6188	SA10Hu95	37642_at	14	0	16	16	16	0.88	5.14	Undef	153.9	P														

6189	SA10Hu95	37643_at	9	1	16	16	15	0.56	2.82	9.0	56.4	P														

6190	SA10Hu95	37644_s_at	4	3	16	16	16	0.25	1.16	1.3	2.5	A														

6191	SA10Hu95	37645_at	3	2	16	16	14	0.19	-0.15	1.5	3.3	A														

6192	SA10Hu95	37646_at	11	2	16	16	15	0.69	3.15	5.5	236.2	P														

6193	SA10Hu95	37647_at	6	4	16	16	15	0.38	-0.11	1.5	-0.6	A														

6194	SA10Hu95	37648_at	12	1	16	16	14	0.75	3.86	12.0	534.3	P														

6195	SA10Hu95	37649_at	11	1	16	16	14	0.69	3.74	11.0	193.3	P														

6196	SA10Hu95	37888_at	10	2	16	16	16	0.63	3.25	5.0	339.1	P														

6197	SA10Hu95	37889_at	6	3	16	16	15	0.38	1.40	2.0	24.9	A														

6198	SA10Hu95	37890_at	10	0	16	16	15	0.63	3.29	Undef	145.8	P														

6199	SA10Hu95	37891_at	14	0	16	16	16	0.88	5.57	Undef	844.6	P														

6200	SA10Hu95	37892_at	4	5	16	16	15	0.25	-0.08	0.8	-13.9	A														

6201	SA10Hu95	37893_at	11	1	16	16	14	0.69	3.73	11.0	129.5	P														

6202	SA10Hu95	37894_at	7	2	16	16	16	0.44	3.36	3.5	345.6	P														

6203	SA10Hu95	37895_at	16	0	16	16	15	1.00	8.26	Undef	1248.8	P														

6204	SA10Hu95	37896_at	2	5	16	16	14	0.13	-1.74	0.4	-20.7	A														

6205	SA10Hu95	37897_s_at	6	3	16	16	15	0.38	0.81	2.0	264.1	A														

6206	SA10Hu95	37898_r_at	6	4	16	16	15	0.38	1.15	1.5	462.4	A														

6207	SA10Hu95	37899_at	11	2	16	16	14	0.69	3.34	5.5	93.1	P														

6208	SA10Hu95	37900_at	16	0	16	16	16	1.00	7.09	Undef	929.3	P														

6209	SA10Hu95	37901_at	9	0	16	16	16	0.56	2.27	Undef	80.0	P														

6210	SA10Hu95	37902_at	14	0	16	16	15	0.88	6.95	Undef	232.9	P														

6211	SA10Hu95	37903_at	11	1	16	16	15	0.69	3.65	11.0	729.1	P														

6212	SA10Hu95	37904_s_at	16	0	16	16	16	1.00	7.39	Undef	907.8	P														

6213	SA10Hu95	37905_r_at	6	1	16	16	15	0.38	1.42	6.0	283.2	P														

6214	SA10Hu95	37906_at	6	5	16	16	15	0.38	-0.30	1.2	88.5	A														

6215	SA10Hu95	37907_at	15	0	16	16	14	0.94	6.50	Undef	350.6	P														

6216	SA10Hu95	37908_at	11	1	16	16	14	0.69	3.99	11.0	93.6	P														

6217	SA10Hu95	37909_at	5	3	16	16	15	0.31	0.54	1.7	-2.7	A														

6218	SA10Hu95	37910_at	15	0	16	16	14	0.94	5.82	Undef	364.9	P														

6219	SA10Hu95	37911_at	11	0	16	16	16	0.69	4.78	Undef	502.7	P														

6220	SA10Hu95	37912_at	10	2	16	16	14	0.63	3.67	5.0	458.5	P														

6221	SA10Hu95	37913_at	6	5	16	16	15	0.38	0.84	1.2	-0.7	A														

6222	SA10Hu95	37914_at	16	0	16	16	15	1.00	7.11	Undef	283.5	P														

6223	SA10Hu95	37915_at	10	1	16	16	16	0.63	5.05	10.0	454.4	P														

6224	SA10Hu95	37916_at	10	4	16	16	15	0.63	1.40	2.5	169.0	A														

6225	SA10Hu95	37917_at	11	1	16	16	15	0.69	4.94	11.0	113.8	P														

6226	SA10Hu95	37918_at	12	1	16	16	15	0.75	3.10	12.0	185.5	P														

6227	SA10Hu95	37919_at	4	7	16	16	14	0.25	-0.91	0.6	-36.5	A														

