38.905281,-9.001262
38.886330,-9.004013
38.888050,-9.006217
38.908699,-9.006281
38.914917,-9.005949
38.919933,-9.002285
38.918385,-8.996869
38.914398,-8.994171
38.894882,-8.998610
38.886330,-9.004013
38.865738,-8.998711
38.859173,-8.992533
38.858047,-9.013535
38.860512,-9.014632
38.875603,-9.007171
38.879967,-9.002866
38.881340,-8.998589
38.870838,-8.984765
38.866951,-8.984424
38.859173,-8.992533
38.849567,-9.047209
38.831360,-9.065677
38.851734,-9.054008
38.861656,-9.040235
38.864059,-9.033998
38.859325,-9.032407
38.843864,-9.042467
38.840672,-9.046287
38.837654,-9.055395
38.831028,-9.063304
38.831360,-9.065677
38.510418,-8.742068
38.491592,-8.732553
38.491470,-8.734877
38.495682,-8.737855
38.511822,-8.745341
38.512524,-8.749485
38.519825,-8.754769
38.524212,-8.754265
38.525051,-8.751417
38.523205,-8.747177
38.496239,-8.731486
38.491592,-8.732553
38.481380,-8.835731
38.473339,-8.831610
38.481537,-8.841642
38.487679,-8.838376
38.483013,-8.830978
38.479435,-8.829215
38.473339,-8.831610
38.430416,-8.722168
38.425949,-8.714504
38.425636,-8.720596
38.431526,-8.730999
38.433811,-8.731191
38.430325,-8.714288
38.428326,-8.712955
38.425949,-8.714504
37.010532,-7.842020
37.000126,-7.855103
37.005619,-7.855494
37.010086,-7.853239
37.018692,-7.830688
37.015362,-7.828164
37.003471,-7.837042
37.000820,-7.844860
37.000126,-7.855103
36.984055,-7.920870
36.961258,-7.886343
36.966293,-7.916711
36.977219,-7.945147
36.977219,-7.945147
36.985477,-7.938961
36.986317,-7.939641
36.988579,-7.941471
36.992390,-7.958329
36.994801,-7.960791
36.998035,-7.960454
37.000736,-7.956647
37.001820,-7.948147
37.000725,-7.942064
36.995003,-7.931643
36.996395,-7.921451
36.995525,-7.915385
36.987194,-7.906781
36.983059,-7.896765
36.975601,-7.889085
36.973598,-7.872650
36.971428,-7.869922
36.967175,-7.872477
36.962486,-7.879572
36.961258,-7.886343
