Serial#,Sequence#,EventTag,Battery,Event_Time,Satellite_Time,Guardian_Time,Longitude,Latitude,Altitude,Speed,Heading,HDOP,Fix_Type,Digital_Prev,Digital_Curr,Analog_1,Scalar_1,Analog_2,Scalar_2,Analog_3,Scalar_3,User_Data_Len,User_Data_Hex,User_Data_ASCII,Translator
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 14:26:31,2007-04-08 14:26:20,15.40841,77.20711,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 14:11:30,2007-04-08 14:11:20,15.42637,77.21485,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 13:56:29,2007-04-08 13:56:20,15.44753,77.22346,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 13:46:50,2007-04-08 13:46:40,15.45807,77.22893,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 13:23:41,2007-04-08 13:23:30,15.45789,77.22892,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 13:07:24,2007-04-08 13:07:14,15.45789,77.22894,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 12:48:04,2007-04-08 12:47:54,15.45802,77.22893,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 12:18:04,2007-04-08 12:17:54,15.46216,77.23536,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 11:33:06,2007-04-08 11:32:56,15.50802,77.25458,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 11:18:12,2007-04-08 11:18:01,15.53023,77.26356,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 11:03:03,2007-04-08 11:02:51,15.53300,77.26510,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 10:53:19,2007-04-08 10:53:07,15.53409,77.27033,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 10:18:02,2007-04-08 10:17:51,15.53194,77.28363,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 10:03:02,2007-04-08 10:02:52,15.51871,77.29138,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-08 09:18:05,2007-04-08 09:17:54,15.49587,77.30436,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 16:59:58,2007-04-07 16:59:49,15.49682,77.30446,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 16:49:19,2007-04-07 16:49:09,15.48854,77.31061,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 16:17:19,2007-04-07 16:17:09,15.46774,77.32567,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 15:47:35,2007-04-07 15:47:25,15.46249,77.32906,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 15:32:34,2007-04-07 15:32:25,15.45405,77.33432,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 15:19:48,2007-04-07 15:19:37,15.44500,77.33976,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 15:02:34,2007-04-07 15:02:25,15.42983,77.34834,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 14:37:51,2007-04-07 14:37:41,15.41273,77.35725,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 14:02:34,2007-04-07 14:02:25,15.40019,77.36303,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 13:47:34,2007-04-07 13:47:23,15.39172,77.36822,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 10:34:58,2007-04-07 10:34:47,15.39884,77.39933,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 09:35:31,2007-04-07 09:35:22,15.42594,77.41296,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 09:20:28,2007-04-07 09:20:18,15.43624,77.41555,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 08:52:41,2007-04-07 08:52:32,15.46111,77.41906,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-07 08:34:53,2007-04-07 08:34:44,15.47957,77.42315,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 15:33:34,2007-04-06 15:33:24,15.47942,77.42307,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 14:19:39,2007-04-06 14:19:28,15.54254,77.43573,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 13:46:50,2007-04-06 13:46:40,15.57823,77.44574,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 13:34:28,2007-04-06 13:34:18,15.59185,77.45014,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 13:22:11,2007-04-06 13:22:00,15.59241,77.45003,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 12:22:03,2007-04-06 12:21:53,15.60550,77.45476,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 12:01:52,2007-04-06 12:01:43,15.61632,77.45920,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 11:46:49,2007-04-06 11:46:39,15.61743,77.45903,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 11:19:02,2007-04-06 11:18:51,15.62692,77.47101,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 11:03:58,2007-04-06 11:03:47,15.62833,77.47678,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 10:49:00,2007-04-06 10:48:51,15.62775,77.47867,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 10:31:50,2007-04-06 10:31:41,15.62617,77.48497,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 10:16:49,2007-04-06 10:16:41,15.62209,77.49032,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 09:49:15,2007-04-06 09:49:05,15.62659,77.49514,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 09:19:15,2007-04-06 09:19:05,15.64267,77.50729,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-06 08:51:21,2007-04-06 08:51:11,15.67281,77.51430,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 17:24:39,2007-04-05 17:24:30,15.67372,77.51436,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 17:05:01,2007-04-05 17:04:49,15.67322,77.51437,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 16:50:00,2007-04-05 16:49:49,15.69251,77.51802,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 16:39:42,2007-04-05 16:39:31,15.71193,77.52140,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 16:04:58,2007-04-05 16:04:47,15.75556,77.52933,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 15:50:03,2007-04-05 15:49:53,15.78180,77.53406,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 15:34:59,2007-04-05 15:34:50,15.80105,77.53689,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 15:25:34,2007-04-05 15:25:24,15.82190,77.54003,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 15:07:42,2007-04-05 15:07:32,15.85656,77.54452,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 14:49:58,2007-04-05 14:49:50,15.88220,77.54789,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 14:34:59,2007-04-05 14:34:49,15.91022,77.55066,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 14:19:58,2007-04-05 14:19:48,15.91333,77.55084,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 13:22:08,2007-04-05 13:21:58,16.02195,77.55240,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 13:09:43,2007-04-05 13:09:34,16.05111,77.55543,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 12:52:08,2007-04-05 12:51:58,16.06884,77.56292,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 12:37:42,2007-04-05 12:37:32,16.06251,77.57100,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 12:22:15,2007-04-05 12:22:06,16.04498,77.57419,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 11:50:03,2007-04-05 11:49:51,16.04504,77.57415,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 11:37:34,2007-04-05 11:37:23,16.04493,77.57423,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 11:04:57,2007-04-05 11:04:48,16.02058,77.58775,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 09:17:18,2007-04-05 09:17:07,16.08474,77.63512,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 08:47:16,2007-04-05 08:47:05,16.14061,77.64719,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-05 08:05:06,2007-04-05 08:04:55,16.15945,77.65129,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-04 19:53:07,2007-04-04 19:52:57,16.15939,77.65129,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-04 19:13:45,2007-04-04 19:13:35,16.15980,77.65133,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-04 18:38:16,2007-04-04 18:38:06,16.15907,77.65124,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-04 17:57:56,2007-04-04 17:57:48,16.15939,77.65133,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-04 16:40:24,2007-04-04 16:40:14,16.15909,77.65130,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-04 16:23:05,2007-04-04 16:22:56,16.15928,77.65130,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-04 15:43:10,2007-04-04 15:43:02,16.15954,77.65131,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-04 15:10:18,2007-04-04 15:10:10,16.15935,77.65130,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 17:10:51,2007-04-03 17:10:41,16.15962,77.65138,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 16:55:29,2007-04-03 16:55:17,16.15911,77.65139,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 16:35:30,2007-04-03 16:35:19,16.16591,77.65366,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 16:22:46,2007-04-03 16:22:35,16.16696,77.65535,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 15:05:55,2007-04-03 15:30:46,16.13958,77.67018,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 14:25:48,2007-04-03 14:25:39,16.09476,77.67852,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 14:07:46,2007-04-03 14:07:35,16.07663,77.68037,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 13:10:34,2007-04-03 13:10:24,16.01388,77.69126,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 12:50:27,2007-04-03 12:50:17,16.01326,77.69126,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 09:37:32,2007-04-03 09:37:21,15.89323,77.72657,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-03 09:20:03,2007-04-03 09:19:51,15.87739,77.73390,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-02 19:03:43,2007-04-02 19:03:32,15.86299,77.74143,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-02 17:48:48,2007-04-02 17:48:38,15.86199,77.74153,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-02 17:33:44,2007-04-02 17:33:34,15.86248,77.74153,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
"0306F00016","n/a","n/a","Good",unknown            ,2007-04-02 17:08:13,2007-04-02 17:08:04,15.86263,77.74154,,,,,,"0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0",0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0,"","","Tracer9.xml"
