release,date,author,status,maturity,version,first,distribution,abstract
pg95perl5-1.3.2,1996-11-11T21:40:28,MERGL,backpan,released,v1.3.2,,pg95perl5,"Perl extension for Postgres95"
Getopt-Tabular-0.1,1996-11-12T04:56:20,GWARD,cpan,released,0.1,1,Getopt-Tabular,"table-driven argument parsing for Perl 5"
cons_1.1,1996-11-12T20:59:37,BOBSIDE,cpan,released,1.1,,cons,
mod_perl-0.85,1996-11-13T05:39:14,DOUGM,backpan,released,0.85,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
mod_perl-0.85_01,1996-11-14T07:21:01,DOUGM,backpan,developer,0.85_01,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
FileHandle-Multi-1.00,1996-11-14T17:12:37,NEMWS,backpan,released,1.00,1,FileHandle-Multi,"Print to multiple filehandles with one output call"
sybperl-2.06,1996-11-15T19:03:35,MEWP,backpan,released,2.06,,sybperl,"Simple front end to the Sybase BCP API"
CPAN-0.42a,1996-11-17T07:56:02,ANDK,backpan,released,0.42,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-0.43a,1996-11-17T14:51:59,ANDK,backpan,released,0.43,,CPAN,"query, download and build perl modules from CPAN sites"
PDL-PP-0.006,1996-11-18T07:12:17,LUKKA,backpan,released,0.006,,PDL-PP,"Generate PDL routines from concise descriptions"
File-Flock-96.111802,1996-11-18T09:06:00,MUIR,backpan,released,96.111802,,File-Flock,"file locking with flock"
PDL-PP-0.007,1996-11-19T04:56:53,LUKKA,backpan,released,0.007,,PDL-PP,"Generate PDL routines from concise descriptions"
perl5.003_08,1996-11-19T07:27:23,CHIPS,backpan,released,5.003_08,,perl,"access Perl configuration information"
PDL1.02dev_broken,1996-11-19T07:32:41,LUKKA,backpan,released,1.02,,PDL,
DCE-Perl-0.14,1996-11-19T14:31:50,DOUGM,backpan,released,0.14,,DCE-Perl,"Perl extension for interfacing to the DCE login API"
VRML-0.90,1996-11-22T14:33:20,HPALM,backpan,released,0.90,,VRML,"implements VRML Nodes independent of specification (1.x or 2.0)"
Meschach-0.01,1996-11-22T15:14:07,EGROSS,backpan,released,0.01,1,Meschach,
Fame-2,1996-11-22T22:39:21,TRIAS,backpan,released,2,1,Fame,"Perl5 access to FAME"
PDL-PP-0.008,1996-11-23T05:07:55,LUKKA,backpan,released,0.008,,PDL-PP,"standard extensions for the PDL::PP preprocessor"
pg95perl5-1.4.1,1996-11-24T09:43:32,MERGL,backpan,released,v1.4.1,,pg95perl5,"Perl extension for Postgres95"
pg95perl5-1.4.2,1996-11-24T11:04:43,MERGL,backpan,released,v1.4.2,,pg95perl5,"Perl extension for Postgres95"
EvaP-2.3.0,1996-11-25T00:13:07,LUSOL,backpan,released,v2.3.0,1,EvaP,
VRML-0.91,1996-11-25T09:18:39,HPALM,backpan,released,0.91,,VRML,"implements VRML Nodes independent of specification (1.x or 2.0)"
Image-Size-2.0,1996-11-25T21:33:52,RJRAY,backpan,released,2.0,,Image-Size,"read the dimensions of an image in several popular formats"
TermReadKey-2.06,1996-11-26T07:10:58,KJALB,backpan,released,2.06,,TermReadKey,"provide auto-configuration utilities"
perl5.003_09,1996-11-26T09:46:17,CHIPS,backpan,released,5.003_09,,perl,"access Perl configuration information"
mod_perl-0.85_02,1996-11-27T17:19:02,DOUGM,backpan,developer,0.85_02,,mod_perl,"Embed a Perl interpreter in the Apache server"
ExtUtils-DynaGlue-1.00a,1996-11-27T20:03:47,DOUGM,latest,released,1.00,1,ExtUtils-DynaGlue,"convert .h C header files to Perl extensions"
ExtUtils-Embed-1.08,1996-11-27T21:28:19,DOUGM,backpan,released,1.08,,ExtUtils-Embed,"Utilities for embedding Perl in C/C++ applications"
Exceptions-0.01,1996-11-27T21:57:59,PSEIBEL,cpan,released,0.01,,Exceptions,
Class-MethodMaker-0.91,1996-11-28T00:21:31,PSEIBEL,cpan,released,0.91,1,Class-MethodMaker,"a module for creating generic methods"
PDL1.03-alphadev2,1996-11-28T23:04:39,KGB,backpan,released,1.03,,PDL,
GraphMaker-1.1,1996-11-29T13:33:33,FPIVARI,backpan,released,1.1,,GraphMaker,
perl5.003_10,1996-11-30T01:22:23,CHIPS,backpan,released,5.003_10,,perl,"access Perl configuration information"
ExtUtils-Embed-1.09,1996-11-30T01:23:13,DOUGM,backpan,released,1.09,,ExtUtils-Embed,"Utilities for embedding Perl in C/C++ applications"
Image-Size-2.1,1996-11-30T01:25:01,RJRAY,backpan,released,2.1,,Image-Size,
pod2texi-0.1,1996-11-30T01:25:18,KRISHPL,cpan,released,0.1,1,pod2texi,"Tutorial for XSUBs"
DateCalc-2.3,1996-11-30T01:25:59,STBEY,backpan,released,2.3,,DateCalc,"Date Calculations"
CPAN-0.44a,1996-11-30T17:04:28,ANDK,backpan,released,0.44,,CPAN,"query, download and build perl modules from CPAN sites"
PDL-1.04,1996-11-30T18:43:33,LUKKA,backpan,released,1.04,,PDL,
PDL-PP-0.009,1996-11-30T18:45:20,LUKKA,backpan,released,0.009,,PDL-PP,"standard extensions for the PDL::PP preprocessor"
PDL-PP-0.010,1996-12-01T03:27:36,LUKKA,backpan,released,0.010,,PDL-PP,"standard extensions for the PDL::PP preprocessor"
Alias-2.2,1996-12-01T04:10:24,GSAR,backpan,released,2.2,,Alias,"aspirations for Alias"
CPAN-0.45a,1996-12-01T12:19:19,ANDK,backpan,released,0.45,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-0.46a,1996-12-01T18:24:17,ANDK,backpan,released,0.46,,CPAN,"query, download and build perl modules from CPAN sites"
Devel-Symdump-1.22,1996-12-02T02:57:26,ANDK,backpan,released,1.22,1,Devel-Symdump,"dump symbol names or the symbol table"
Devel-Symdump-1.23,1996-12-02T11:19:41,ANDK,backpan,released,1.23,,Devel-Symdump,"dump symbol names or the symbol table"
CGI.pm-2.28,1996-12-02T11:48:00,LDS,backpan,released,2.28,,CGI,"Simple Common Gateway Interface Class"
Data-Dumper-2.05,1996-12-02T13:42:49,GSAR,backpan,released,2.05,,Data-Dumper,"public release history for Data::Dumper"
VRML-0.92,1996-12-02T13:49:43,HPALM,backpan,released,0.92,,VRML,"implements VRML Nodes independent of specification (1.x or 2.0)"
ARSperl-1.3,1996-12-02T15:52:31,JMURPHY,backpan,released,1.3,,ARSperl,
Data-Dumper-2.06,1996-12-02T23:07:56,GSAR,backpan,released,2.06,,Data-Dumper,"public release history for Data::Dumper"
Meschach-0.03,1996-12-03T16:05:13,EGROSS,latest,released,0.03,,Meschach,
PDL-1.01,1996-12-03T23:40:30,KGB,backpan,released,1.01,1,PDL,
POP3Client-1_15,1996-12-04T14:33:14,SDOWD,backpan,released,1_15,,POP3Client,"Perl 5 module to talk to a POP3 (RFC1081) server"
SyslogScan-0.23,1996-12-04T18:55:10,RHNELSON,cpan,released,0.23,,SyslogScan,"Summarizes amount of mail routed through host, sorted by e-mail address"
Apache-ePerl-0.10b,1996-12-04T20:54:49,MARKIM,backpan,released,0.10,1,Apache-ePerl,"Parse embedded perl code from HTML files on the fly"
libwww-perl-5.05,1996-12-04T23:36:17,GAAS,backpan,released,5.05,,libwww-perl,"libwww-perl cookbook"
mod_perl-0.85_03,1996-12-05T03:37:12,DOUGM,backpan,developer,0.85_03,,mod_perl,"Embed a Perl interpreter in the Apache server"
vim45p04,1996-12-05T14:38:09,SKIMO,backpan,released,04,1,vim45p,
vim4.5perl-04,1996-12-05T14:56:19,SKIMO,backpan,released,4.5,1,vim,
sqltools_0.1,1996-12-05T19:29:31,RBOW,backpan,released,0.1,1,sqltools,
perl5.003_11,1996-12-06T09:08:18,CHIPS,backpan,released,5.003_11,,perl,"access Perl configuration information"
ExtUtils-Manifest-1.28,1996-12-06T14:26:08,ANDK,backpan,released,1.28,1,ExtUtils-Manifest,"utilities to write and check a MANIFEST file"
VRML-0.94,1996-12-06T15:28:11,HPALM,backpan,released,0.94,,VRML,"implements VRML Nodes independent of specification (1.x or 2.0)"
sqltools_0.2,1996-12-06T19:27:52,RBOW,backpan,released,0.2,1,sqltools,
Data-Dumper-2.07,1996-12-07T17:28:27,GSAR,backpan,released,2.07,,Data-Dumper,"public release history for Data::Dumper"
CGI.pm-2.29,1996-12-09T13:39:00,LDS,backpan,released,2.29,,CGI,"Simple Common Gateway Interface Class"
CPAN-1.00,1996-12-10T00:58:25,ANDK,backpan,released,1.00,,CPAN,"query, download and build perl modules from CPAN sites"
DBD-Informix-0.25,1996-12-10T05:13:53,JOHNL,backpan,released,0.25,,DBD-Informix,"Test Harness for DBD::Informix"
CPAN-1.01,1996-12-10T10:17:15,ANDK,backpan,released,1.01,,CPAN,"query, download and build perl modules from CPAN sites"
HTML-Stream-1.29,1996-12-10T17:55:45,ERYQ,backpan,released,1.29,,HTML-Stream,"HTML output stream class, and some markup utilities"
HTML-Stream-1.29a,1996-12-10T18:07:30,ERYQ,backpan,released,1.29,,HTML-Stream,"HTML output stream class, and some markup utilities"
DateManip-5.07,1996-12-10T19:05:24,SBECK,backpan,released,5.07,,DateManip,"date manipulation routines"
SyslogScan-0.30,1996-12-10T20:38:53,RHNELSON,cpan,released,0.30,,SyslogScan,"Summarizes amount of mail routed through host, sorted by e-mail address"
mod_perl-0.85_04,1996-12-10T23:17:33,DOUGM,backpan,developer,0.85_04,,mod_perl,"Embed a Perl interpreter in the Apache server"
CPAN-1.02,1996-12-11T01:31:55,ANDK,backpan,released,1.02,,CPAN,"query, download and build perl modules from CPAN sites"
String-BitCount-1.11,1996-12-11T14:37:48,WINKO,cpan,released,1.11,1,String-BitCount,
String-Parity-1.31,1996-12-11T14:39:33,WINKO,cpan,released,1.31,1,String-Parity,
PostgresPerl-1.3,1996-12-12T00:50:01,VKHERA,backpan,released,1.3,1,PostgresPerl,"Perl interface to the Postgres95 SQL database engine"
DBD-DB2-0.62,1996-12-12T17:51:28,MHM,backpan,released,0.62,,DBD-DB2,
Text-Tabs+Wrap-96.121201,1996-12-13T06:56:00,MUIR,backpan,released,96.121201,,Text-Tabs+Wrap,"line wrapping to form simple paragraphs"
InfoBrief-0.10,1996-12-13T11:52:00,ULPFR,backpan,released,0.10,1,InfoBrief,"Perl extension for printing envelopes for Infobrief mailings according to the standards of the Deutsche Bundespost"
Wais-2.201,1996-12-13T11:54:00,ULPFR,cpan,released,2.201,,Wais,"access to freeWAIS-sf libraries"
Curses-1.01,1996-12-14T04:58:22,WPS,cpan,released,1.01,,Curses,"terminal screen handling and optimization"
checkbot-1.44,1996-12-16T13:38:02,JJDG,backpan,released,1.44,,checkbot,"WWW Link Verifier"
DBD-Ingres-0.02,1996-12-16T18:34:35,HTOUG,backpan,released,0.02,1,DBD-Ingres,"Perl access to Ingres databases for old ingperl scripts"
MsqlPerl-1.12,1996-12-16T18:37:51,ANDK,backpan,released,1.12,,MsqlPerl,"interactive shell with readline for msql"
mod_perl-0.85_06,1996-12-17T13:31:40,DOUGM,backpan,developer,0.85_06,,mod_perl,"Apache mod_perl installation instructions"
Set-IntegerFast-2.0,1996-12-17T20:23:28,STBEY,backpan,released,2.0,,Set-IntegerFast,"Sets of Integers"
perl5-byacc-patches-0.5,1996-12-17T22:59:29,JAKE,cpan,released,0.5,1,perl5-byacc-patches,"a class to encapsulate a filehandle as a stream;"
WWW-Search-1.007,1996-12-17T23:46:36,JOHNH,backpan,released,1.007,,WWW-Search,"a web-searching application demonstrating WWW::Search"
perl5.003_12,1996-12-19T04:59:47,CHIPS,backpan,released,5.003_12,,perl,"access Perl configuration information"
mod_perl-0.86,1996-12-19T14:32:44,DOUGM,backpan,released,0.86,,mod_perl,"Apache mod_perl installation instructions"
InfoBrief-0.11,1996-12-19T14:54:00,ULPFR,backpan,released,0.11,,InfoBrief,"Perl extension for printing envelopes for Infobrief mailings according to the standards of the Deutsche Bundespost"
perl-5.003_13,1996-12-20T02:59:16,CHIPS,backpan,released,5.003_13,,perl,"access Perl configuration information"
MakeMaker-5.39,1996-12-20T17:56:34,ANDK,backpan,released,5.39,,MakeMaker,"dummy program, does nothing"
Quota-0_3a,1996-12-21T01:03:59,TOMZO,backpan,released,0_3,,Quota,
CPAN-1.03,1996-12-21T03:10:23,ANDK,backpan,released,1.03,,CPAN,"query, download and build perl modules from CPAN sites"
MsqlPerl-1.14,1996-12-21T12:41:14,ANDK,backpan,released,1.14,,MsqlPerl,"interactive shell with readline for msql"
CPAN-1.04,1996-12-21T20:08:49,ANDK,backpan,released,1.04,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-1.05,1996-12-22T13:04:58,ANDK,backpan,released,1.05,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-1.06,1996-12-22T14:16:08,ANDK,backpan,released,1.06,,CPAN,"query, download and build perl modules from CPAN sites"
net-ext-a8,1996-12-22T15:31:51,SPIDB,backpan,released,0,1,net-ext,"UNIX-domain sockets interface module"
CPAN-1.07,1996-12-23T04:05:01,ANDK,backpan,released,1.07,,CPAN,"query, download and build perl modules from CPAN sites"
PGForth1.0,1996-12-23T10:52:24,PETERGAL,cpan,released,1.0,1,PGForth,
CPAN-1.08,1996-12-23T13:18:01,ANDK,backpan,released,1.08,,CPAN,"query, download and build perl modules from CPAN sites"
libnet-1.02,1996-12-23T13:18:07,GBARR,backpan,released,1.02,,libnet,"OO interface to users netrc file"
perl5.003_15,1996-12-23T22:09:26,CHIPS,backpan,released,5.003_15,,perl,"access Perl configuration information"
CPAN-1.09,1996-12-24T00:46:19,ANDK,backpan,released,1.09,,CPAN,"query, download and build perl modules from CPAN sites"
mod_perl-0.87,1996-12-24T04:19:35,DOUGM,backpan,released,0.87,,mod_perl,"Apache mod_perl installation instructions"
IO-1.14,1996-12-24T10:33:00,GBARR,backpan,released,1.14,,IO,"load various IO modules"
mod_perl-0.88,1996-12-24T20:41:28,DOUGM,backpan,released,0.88,,mod_perl,"Apache mod_perl installation instructions"
perl5.003_16,1996-12-24T23:22:02,CHIPS,backpan,released,5.003_16,,perl,"access Perl configuration information"
Tie-Watch-0.96,1996-12-25T15:01:02,LUSOL,backpan,released,0.96,,Tie-Watch,"place watchpoints on Perl variables."
perl5.003_17,1996-12-27T20:20:05,CHIPS,backpan,released,5.003_17,,perl,"access Perl configuration information"
Time-HiRes-01.02,1996-12-30T14:04:16,DEWEG,cpan,released,01.02,,Time-HiRes,"Perl extension for ualarm, usleep, and gettimeofday"
tk401_add,1996-12-30T19:15:00,ILYAZ,cpan,released,0,1,tk401_add,
mod_perl-0.89,1996-12-31T04:43:25,DOUGM,backpan,released,0.89,,mod_perl,"Apache mod_perl installation instructions"
mod_perl-0.90,1996-12-31T07:52:56,DOUGM,backpan,released,0.90,,mod_perl,"Apache mod_perl installation instructions"
perl5.003_18,1996-12-31T21:35:40,CHIPS,backpan,released,5.003_18,,perl,"access Perl configuration information"
