MathMLGSL_PERLRNG_WITH_OC,MathMLGSL_PERLRNG_WO_OC,PDLGSL_PDLGSLUNIF_WITH_OC,PDLGSL_PDLGSLUNIF_WO_OC,PDLGSL_PDLUNIF_WITH_OC,PDLGSL_PDLUNIF_WO_OC,PDLGSL_PERLRNGPDL_WITH_OC,PDLGSL_PERLRNGPDL_WO_OC
0.643680,0.644297,0.050578,0.050185,0.046523,0.045334,0.150250,0.148752
0.641324,0.645316,0.050714,0.050138,0.045399,0.045354,0.152905,0.150048
0.644601,0.640647,0.050069,0.049546,0.045713,0.046091,0.153904,0.156821
0.643016,0.646371,0.049845,0.049495,0.046364,0.046219,0.154111,0.149765
0.644136,0.641871,0.051693,0.049743,0.045608,0.046096,0.149574,0.154098
0.643803,0.642585,0.051690,0.050034,0.046466,0.045976,0.155138,0.153250
0.640616,0.641756,0.049946,0.050514,0.046037,0.045275,0.155720,0.152986
0.642185,0.645922,0.050130,0.050113,0.045820,0.045125,0.154682,0.154835
0.639298,0.643781,0.050822,0.050583,0.046491,0.045690,0.153220,0.151545
0.643555,0.647592,0.049948,0.050095,0.046104,0.045757,0.153117,0.150603
0.642901,0.642622,0.050380,0.050462,0.045712,0.045437,0.150783,0.153044
0.644546,0.648850,0.051200,0.049609,0.047403,0.045909,0.153379,0.152736
0.644817,0.648817,0.050107,0.049519,0.047058,0.045726,0.152173,0.154461
0.641777,0.642087,0.051031,0.052169,0.045865,0.045370,0.152886,0.148828
0.643720,0.644223,0.050879,0.050107,0.046606,0.045743,0.152611,0.153664
0.642677,0.643009,0.049622,0.050792,0.045547,0.045741,0.153031,0.155107
0.646064,0.643167,0.050142,0.049870,0.045665,0.045348,0.155275,0.153649
0.644658,0.641482,0.050089,0.049996,0.046533,0.045939,0.150748,0.149681
0.637424,0.643188,0.050319,0.050312,0.045907,0.045937,0.150853,0.154057
0.643229,0.640893,0.050365,0.049683,0.046610,0.045309,0.153745,0.155063
0.643206,0.643233,0.050300,0.050139,0.046621,0.046171,0.151452,0.149512
0.653789,0.647607,0.050444,0.050880,0.045559,0.045068,0.153867,0.156464
0.642509,0.640955,0.050376,0.051953,0.046067,0.045896,0.153391,0.153657
0.644377,0.641142,0.050132,0.049667,0.045918,0.045700,0.154225,0.149192
0.640158,0.640745,0.049747,0.050058,0.045927,0.045363,0.151925,0.153340
0.641829,0.642051,0.049811,0.050122,0.046390,0.045149,0.152128,0.156908
0.642998,0.644185,0.050286,0.049774,0.045558,0.045686,0.153588,0.154773
0.642096,0.642644,0.052027,0.050197,0.046090,0.046329,0.150085,0.152896
0.645994,0.637626,0.050016,0.050950,0.046254,0.045753,0.153849,0.150795
0.642778,0.640580,0.051243,0.050077,0.046455,0.045937,0.153938,0.153655
0.641899,0.642593,0.050292,0.050565,0.046900,0.045615,0.153847,0.149425
0.642462,0.644195,0.050542,0.050200,0.045832,0.045617,0.154288,0.154103
0.647193,0.641563,0.051538,0.050164,0.045143,0.045483,0.154203,0.153057
0.643210,0.638503,0.050796,0.049796,0.046370,0.045901,0.153213,0.153120
0.642696,0.643797,0.050766,0.050151,0.046842,0.045489,0.150948,0.150372
0.642937,0.642434,0.050450,0.049927,0.045635,0.045773,0.153850,0.148991
0.638765,0.642788,0.049693,0.050556,0.045361,0.046085,0.152762,0.152547
0.640216,0.644400,0.050767,0.049918,0.046592,0.046199,0.153143,0.152357
0.644816,0.638317,0.050103,0.050823,0.045635,0.045730,0.150712,0.153829
0.642676,0.643737,0.050728,0.049916,0.046072,0.045847,0.154065,0.153467
0.638220,0.642332,0.050086,0.050203,0.046031,0.047397,0.153495,0.150158
0.639688,0.644621,0.050217,0.050177,0.045855,0.045975,0.151342,0.154664
0.641785,0.641691,0.050192,0.049884,0.046388,0.046627,0.153078,0.150442
0.641975,0.643371,0.049971,0.051333,0.046011,0.048111,0.150302,0.155871
0.642511,0.640690,0.051144,0.050113,0.047270,0.046044,0.153944,0.154321
0.643013,0.647961,0.049875,0.050756,0.046264,0.046230,0.153154,0.152941
0.643913,0.651317,0.050526,0.049584,0.046110,0.046372,0.154613,0.153456
0.641524,0.640077,0.049687,0.049930,0.047284,0.046194,0.154336,0.150486
0.650660,0.643589,0.052543,0.049773,0.046034,0.045945,0.156127,0.153297
0.641874,0.642651,0.050695,0.050633,0.046003,0.045559,0.153611,0.150403
0.638053,0.643838,0.050563,0.050092,0.045906,0.046057,0.153920,0.153966
0.641003,0.639724,0.049864,0.052020,0.046113,0.045746,0.149931,0.153145
0.642589,0.645273,0.050198,0.050555,0.046203,0.045253,0.154054,0.153433
0.640636,0.641442,0.050140,0.049594,0.045575,0.045587,0.155338,0.153383
0.641635,0.641026,0.050626,0.052305,0.045531,0.045569,0.153835,0.152822
0.641252,0.640212,0.050421,0.049677,0.045878,0.045528,0.153708,0.155524
0.646120,0.639766,0.050826,0.050850,0.045283,0.045363,0.157287,0.155117
0.642603,0.642245,0.050421,0.050018,0.046169,0.045461,0.150357,0.154275
0.643906,0.642589,0.050295,0.050149,0.046737,0.045289,0.156906,0.151109
0.644579,0.644962,0.050472,0.049934,0.046165,0.046188,0.150918,0.153349
0.642104,0.637548,0.049972,0.051602,0.045889,0.045289,0.155145,0.153712
0.646513,0.641985,0.050422,0.052797,0.045794,0.045387,0.150584,0.155332
0.642941,0.641944,0.049846,0.050313,0.045365,0.045118,0.153705,0.150258
0.642782,0.646062,0.051579,0.049744,0.045750,0.045990,0.152986,0.152655
0.637466,0.644210,0.050069,0.049897,0.045474,0.045640,0.154798,0.155994
0.642436,0.640151,0.051273,0.050251,0.046097,0.045954,0.153762,0.154203
0.652055,0.643157,0.052903,0.052855,0.045966,0.045418,0.149661,0.151179
0.654720,0.640607,0.050639,0.051500,0.045705,0.045533,0.154238,0.153256
0.641260,0.642927,0.050306,0.051374,0.045734,0.045924,0.152855,0.157663
0.640732,0.642053,0.050515,0.050017,0.045764,0.045480,0.149620,0.153166
0.647723,0.642446,0.050360,0.049938,0.047014,0.045172,0.150972,0.153368
0.643346,0.641983,0.049798,0.049920,0.047286,0.045430,0.154777,0.152975
0.638816,0.641396,0.050004,0.049795,0.047739,0.045576,0.154979,0.150612
0.643722,0.642429,0.049732,0.051551,0.046474,0.045918,0.153191,0.149979
0.642539,0.642968,0.050486,0.049628,0.045712,0.045409,0.152182,0.150505
0.641798,0.642767,0.051239,0.049784,0.046262,0.046131,0.153246,0.154645
0.641612,0.646939,0.050343,0.049289,0.046373,0.045208,0.153354,0.153814
0.646824,0.640819,0.050574,0.049802,0.045961,0.045165,0.153693,0.153981
0.639668,0.643805,0.050458,0.049672,0.045670,0.045912,0.155000,0.155073
0.644218,0.641022,0.050202,0.049831,0.045696,0.045400,0.153987,0.153288
0.641348,0.639475,0.050068,0.049690,0.046426,0.045419,0.155599,0.155789
0.644328,0.639801,0.050715,0.051390,0.045843,0.045870,0.154125,0.150727
0.647189,0.643237,0.051614,0.049768,0.045596,0.045579,0.149761,0.153374
0.644370,0.640708,0.051308,0.050819,0.045989,0.045900,0.152837,0.152989
0.641979,0.643970,0.051163,0.049706,0.045384,0.045609,0.153434,0.154171
0.641407,0.645537,0.050214,0.049914,0.045499,0.045562,0.150368,0.153187
0.642251,0.645661,0.050625,0.050328,0.045619,0.045438,0.173614,0.149905
0.645679,0.651106,0.051302,0.049564,0.045581,0.045798,0.160428,0.152866
0.639173,0.647186,0.049852,0.050514,0.046450,0.045821,0.150381,0.154556
0.644264,0.640085,0.050419,0.050022,0.045804,0.047482,0.150354,0.153316
0.643564,0.642644,0.050203,0.049841,0.045519,0.045815,0.154416,0.154508
0.644025,0.644550,0.050157,0.050494,0.045898,0.045583,0.150062,0.153622
0.645419,0.641706,0.050700,0.051135,0.045462,0.045868,0.153119,0.150409
0.639633,0.640386,0.050102,0.050787,0.045986,0.045642,0.155390,0.153550
0.640686,0.638712,0.050119,0.050170,0.045689,0.045436,0.154968,0.154925
0.647015,0.638247,0.050992,0.050759,0.046608,0.047546,0.153353,0.156361
0.640158,0.641595,0.050218,0.049827,0.046151,0.045156,0.149757,0.154332
0.641581,0.643089,0.051595,0.049676,0.045882,0.045576,0.154157,0.154241
0.641816,0.639380,0.049656,0.049947,0.045797,0.045525,0.154232,0.152862
0.643738,0.640655,0.050146,0.049369,0.045779,0.045181,0.153969,0.155338
0.638405,0.640358,0.050626,0.050060,0.046721,0.046458,0.155580,0.154491
0.640965,0.641283,0.049388,0.050623,0.046361,0.045804,0.156229,0.150957
0.642519,0.642312,0.050124,0.049631,0.046305,0.047650,0.150934,0.152903
0.645325,0.644013,0.051577,0.050231,0.046478,0.045482,0.150254,0.154406
0.640230,0.645323,0.050510,0.050046,0.045709,0.046248,0.150428,0.150190
0.639364,0.644830,0.050241,0.049902,0.045509,0.045519,0.153248,0.154989
0.644494,0.645566,0.050260,0.050016,0.045750,0.045826,0.154145,0.151603
0.641566,0.641739,0.049625,0.050593,0.046125,0.047414,0.153741,0.153121
0.641334,0.644019,0.050216,0.050319,0.046213,0.046090,0.153341,0.149815
0.643843,0.643599,0.049651,0.050018,0.046353,0.045951,0.153623,0.150602
0.644293,0.646216,0.049722,0.050730,0.046233,0.045333,0.153313,0.154721
0.643802,0.642383,0.050005,0.050256,0.046077,0.046012,0.154457,0.155635
0.648653,0.641716,0.050328,0.050300,0.046812,0.045300,0.151454,0.154544
0.639310,0.641268,0.050101,0.049813,0.046326,0.045333,0.149785,0.154300
0.639357,0.640846,0.049893,0.050238,0.047106,0.045920,0.153646,0.153540
0.644922,0.638203,0.050527,0.050184,0.045927,0.046908,0.151048,0.154029
0.638836,0.640280,0.050010,0.049841,0.045606,0.045258,0.155121,0.150178
0.643716,0.641067,0.050124,0.052005,0.047156,0.045742,0.155192,0.155980
0.640432,0.644282,0.049860,0.049640,0.045353,0.045710,0.153881,0.150901
0.653052,0.640935,0.050801,0.049764,0.046424,0.045766,0.154150,0.154251
0.642992,0.640803,0.051107,0.050478,0.046055,0.046052,0.151202,0.154289
0.643561,0.652702,0.050601,0.051017,0.046416,0.046032,0.155500,0.150709
0.644070,0.647781,0.050714,0.049849,0.046288,0.046370,0.153755,0.149749
0.640921,0.642515,0.050115,0.049929,0.045682,0.045464,0.154372,0.149836
0.643026,0.638914,0.050251,0.049924,0.046844,0.045480,0.154851,0.153698
0.641057,0.639588,0.050161,0.050177,0.045639,0.046180,0.149799,0.153821
0.644446,0.644441,0.049737,0.050501,0.046187,0.045522,0.153788,0.156635
0.642779,0.641731,0.050100,0.049471,0.045942,0.045915,0.150971,0.150458
0.642703,0.643361,0.049709,0.050044,0.046460,0.045626,0.149959,0.153923
0.645932,0.639921,0.050360,0.049662,0.046089,0.045766,0.153774,0.153632
0.640513,0.640592,0.049954,0.049911,0.046885,0.045948,0.153537,0.152509
0.640202,0.640419,0.049780,0.050924,0.045475,0.046112,0.153669,0.152877
0.642021,0.643015,0.050033,0.050204,0.045649,0.045219,0.154145,0.149875
0.644390,0.641612,0.050362,0.050256,0.046005,0.045742,0.152791,0.154490
0.643696,0.647853,0.053277,0.051564,0.045438,0.046096,0.150860,0.153473
0.665276,0.642479,0.055237,0.050517,0.049580,0.047459,0.154305,0.151348
0.642255,0.640254,0.051736,0.049386,0.045735,0.045442,0.149931,0.153808
0.642543,0.654883,0.050225,0.050277,0.045244,0.045804,0.151749,0.152662
0.642884,0.636045,0.050896,0.049668,0.046474,0.045559,0.154392,0.153406
0.642313,0.639920,0.049802,0.049926,0.045843,0.045677,0.153025,0.152986
0.642578,0.645516,0.050277,0.051510,0.047091,0.045879,0.154038,0.154387
0.638922,0.642306,0.050255,0.050740,0.045764,0.045487,0.154895,0.154033
0.642713,0.652167,0.050469,0.049588,0.045662,0.045147,0.154029,0.153383
0.644300,0.648405,0.050614,0.049686,0.045703,0.046248,0.153852,0.158827
0.644319,0.642111,0.050578,0.051316,0.045237,0.046454,0.153122,0.155249
0.641766,0.642702,0.050042,0.050123,0.046218,0.046688,0.149888,0.155212
0.645120,0.644900,0.049590,0.049889,0.045842,0.045525,0.156554,0.150660
0.646454,0.651765,0.049484,0.050200,0.046980,0.048088,0.159350,0.152550
0.641408,0.644291,0.050196,0.049611,0.045512,0.045654,0.153515,0.153149
0.642793,0.641172,0.050818,0.050447,0.047632,0.046578,0.151954,0.153186
0.637212,0.641393,0.049777,0.050235,0.045932,0.046641,0.156528,0.153413
0.643031,0.640222,0.050815,0.050470,0.045757,0.045963,0.153035,0.155871
0.642282,0.643896,0.050241,0.049835,0.045492,0.045465,0.154864,0.152071
0.663392,0.646241,0.049761,0.050159,0.046558,0.045673,0.151264,0.152859
0.645499,0.640064,0.051345,0.049991,0.046956,0.046255,0.155348,0.155447
0.645600,0.642464,0.050176,0.050439,0.045869,0.045543,0.151102,0.155436
0.645155,0.637884,0.050390,0.050306,0.048256,0.046557,0.154735,0.153527
0.647756,0.646429,0.051082,0.049993,0.045766,0.045939,0.154491,0.153014
0.640184,0.639399,0.051016,0.050871,0.046481,0.045023,0.154135,0.156201
0.647440,0.643325,0.050317,0.050693,0.045988,0.045414,0.153578,0.156765
0.650578,0.642002,0.050043,0.051399,0.046134,0.045816,0.153557,0.150877
0.645408,0.642414,0.050973,0.049529,0.046924,0.046030,0.154442,0.149659
0.642102,0.644042,0.052193,0.050001,0.045553,0.047713,0.150568,0.154374
0.642597,0.639933,0.050211,0.050064,0.045895,0.046352,0.154580,0.155338
0.643144,0.641076,0.050630,0.050267,0.045431,0.045759,0.154853,0.156198
0.644438,0.642166,0.050379,0.049542,0.045797,0.046150,0.150540,0.149597
0.639042,0.639871,0.049848,0.049993,0.045490,0.045905,0.155659,0.154825
0.640829,0.636423,0.051431,0.050109,0.045629,0.045659,0.152989,0.154115
0.647689,0.645843,0.050567,0.049883,0.045678,0.045853,0.154098,0.155477
0.644740,0.642167,0.051332,0.050035,0.045469,0.045649,0.152952,0.151251
0.641043,0.648197,0.049816,0.051476,0.045803,0.046643,0.152996,0.154493
0.648357,0.642457,0.051075,0.050352,0.046816,0.046606,0.153520,0.153372
0.641190,0.645170,0.051946,0.049740,0.047001,0.045308,0.155736,0.154155
0.643884,0.643485,0.050828,0.049675,0.046442,0.046342,0.149912,0.153869
0.645176,0.640419,0.051027,0.050241,0.045837,0.045355,0.154790,0.154391
0.643023,0.642956,0.049941,0.051245,0.045391,0.045674,0.154798,0.155123
0.644290,0.642191,0.050309,0.050702,0.046291,0.045442,0.153951,0.153542
0.642199,0.644360,0.049602,0.050593,0.046037,0.046673,0.150909,0.155272
0.641779,0.641454,0.051767,0.049675,0.046525,0.045260,0.149703,0.154816
0.645835,0.641051,0.050444,0.050921,0.045800,0.045146,0.150722,0.153143
0.644181,0.646433,0.051265,0.049587,0.046201,0.045679,0.155710,0.153173
0.644551,0.642835,0.049927,0.050344,0.046047,0.045658,0.154200,0.150994
0.645507,0.643590,0.050427,0.049473,0.047134,0.045301,0.151457,0.151284
0.653414,0.645043,0.050479,0.050859,0.046724,0.046196,0.149813,0.153626
0.647911,0.659278,0.049743,0.050684,0.045453,0.045624,0.154626,0.154659
0.642828,0.643541,0.050057,0.050451,0.045484,0.045306,0.152814,0.154099
0.642405,0.644224,0.051556,0.049546,0.045858,0.045977,0.154044,0.154061
0.645278,0.642871,0.050160,0.049916,0.046219,0.045837,0.149976,0.155183
0.641453,0.642879,0.049809,0.049625,0.045787,0.045426,0.155511,0.153619
0.640426,0.641914,0.049905,0.050372,0.045958,0.046225,0.154911,0.154930
0.641701,0.642738,0.050712,0.050313,0.045606,0.046304,0.151204,0.155808
0.643257,0.642238,0.051440,0.050109,0.045918,0.046047,0.154324,0.151580
0.645155,0.638379,0.050537,0.050700,0.045861,0.045405,0.153102,0.153887
0.647283,0.640004,0.051232,0.049954,0.045563,0.046689,0.154449,0.154418
0.642875,0.646358,0.050392,0.050210,0.046470,0.045817,0.154714,0.153226
0.638797,0.643543,0.050807,0.050850,0.046318,0.046113,0.154064,0.153494
0.644371,0.646978,0.052790,0.050485,0.046683,0.046008,0.152039,0.154690
0.646161,0.646356,0.050402,0.050547,0.046021,0.045797,0.151375,0.150018
0.643262,0.644905,0.050223,0.050283,0.046104,0.045518,0.151833,0.150740
0.642529,0.644966,0.049968,0.050417,0.045579,0.045621,0.155124,0.153721
0.643359,0.640382,0.050798,0.050027,0.046318,0.045592,0.158481,0.155328
0.644416,0.643193,0.049752,0.049579,0.045920,0.046074,0.154219,0.154625
0.643778,0.646109,0.050353,0.050189,0.045216,0.045666,0.153850,0.150438
0.642848,0.642928,0.051109,0.050498,0.045951,0.045110,0.152931,0.155571
0.641543,0.643238,0.050206,0.050053,0.046503,0.045453,0.154357,0.152173
0.642049,0.641577,0.051012,0.050764,0.046244,0.045496,0.154860,0.150162
0.645648,0.644062,0.050267,0.049522,0.046906,0.045576,0.156047,0.153771
0.646792,0.646240,0.050696,0.049893,0.047120,0.045693,0.154470,0.152937
0.640976,0.641635,0.050345,0.050023,0.045575,0.045784,0.155110,0.150023
0.643337,0.643914,0.050690,0.050105,0.045350,0.045887,0.151100,0.155645
0.642908,0.642940,0.050122,0.050227,0.045496,0.045531,0.155036,0.150618
0.643190,0.644671,0.050677,0.049851,0.045913,0.046014,0.153921,0.151549
0.643753,0.644661,0.050304,0.050016,0.046685,0.045641,0.155057,0.149834
0.643415,0.645373,0.049965,0.049559,0.046757,0.045892,0.154342,0.153301
0.643740,0.651416,0.050487,0.049871,0.046365,0.048138,0.155452,0.149848
0.641466,0.637688,0.051484,0.049713,0.045872,0.046038,0.154188,0.154303
0.644556,0.644070,0.051708,0.050112,0.045462,0.045815,0.150671,0.154086
0.646151,0.647188,0.053818,0.049581,0.045586,0.045853,0.158277,0.154114
0.646166,0.640953,0.050402,0.049625,0.046267,0.045759,0.154546,0.153799
0.643298,0.645555,0.050526,0.050534,0.045412,0.045693,0.152843,0.151740
0.644800,0.644340,0.050139,0.049724,0.046523,0.045347,0.155621,0.153481
0.638482,0.640986,0.050500,0.050473,0.045912,0.045387,0.154504,0.153558
0.639501,0.643071,0.050345,0.049560,0.045391,0.046839,0.153088,0.152814
0.644262,0.637786,0.050364,0.049658,0.046831,0.046035,0.153153,0.153940
0.646894,0.643319,0.050200,0.049877,0.045768,0.045582,0.153326,0.153700
0.643879,0.649182,0.049690,0.049669,0.045808,0.045739,0.153435,0.151097
0.647004,0.641518,0.050328,0.049152,0.045666,0.045857,0.155326,0.155209
0.646417,0.642017,0.050809,0.049594,0.046104,0.045582,0.150670,0.155815
0.644453,0.647399,0.050283,0.050103,0.045881,0.045354,0.154053,0.155325
0.644880,0.645273,0.050327,0.050139,0.046051,0.045494,0.150911,0.153728
0.644410,0.649948,0.050042,0.049655,0.046197,0.046423,0.155667,0.156402
0.643231,0.643987,0.050015,0.052146,0.049563,0.046831,0.159140,0.154050
0.642427,0.646423,0.049981,0.050472,0.046589,0.045142,0.154223,0.150294
0.640964,0.646328,0.050246,0.052122,0.045922,0.045647,0.155085,0.151270
0.642984,0.642928,0.050578,0.049806,0.045576,0.045818,0.155033,0.154871
0.645152,0.645151,0.050699,0.050836,0.046367,0.047468,0.155180,0.150621
0.644580,0.643553,0.051041,0.050305,0.045489,0.045668,0.154837,0.152222
0.650570,0.640667,0.050387,0.049723,0.047570,0.045742,0.154664,0.154769
0.643755,0.643548,0.051919,0.050262,0.046386,0.046925,0.155175,0.155145
0.644472,0.644602,0.050311,0.050072,0.046057,0.048418,0.156429,0.156457
0.646544,0.648934,0.050923,0.049699,0.045568,0.045906,0.155160,0.154658
0.649856,0.642590,0.050435,0.050914,0.046295,0.045784,0.151366,0.153807
0.644332,0.643111,0.052982,0.049529,0.046318,0.045990,0.149843,0.155220
0.641326,0.644863,0.050283,0.050905,0.046250,0.045633,0.154598,0.151924
0.649907,0.643858,0.049905,0.050541,0.046114,0.045988,0.152143,0.151665
0.645066,0.645443,0.050282,0.051153,0.047435,0.046184,0.156676,0.153899
0.649770,0.642416,0.053674,0.050351,0.045660,0.045891,0.163461,0.160128
0.639037,0.647925,0.051300,0.050197,0.045864,0.045222,0.157142,0.154594
0.640109,0.643865,0.051651,0.049631,0.045560,0.045598,0.151240,0.153275
0.645719,0.658080,0.050829,0.051178,0.046080,0.045490,0.151186,0.154952
0.643943,0.642630,0.049815,0.051469,0.045661,0.046199,0.154442,0.154248
0.642337,0.643693,0.050378,0.049909,0.046200,0.045840,0.154266,0.153817
0.639046,0.642596,0.049959,0.050859,0.045406,0.045303,0.154214,0.150064
0.643345,0.644486,0.049947,0.050766,0.045622,0.046390,0.150384,0.154297
0.644409,0.648246,0.050737,0.049874,0.045468,0.046202,0.155530,0.154347
0.657403,0.647906,0.050001,0.050041,0.045858,0.046103,0.169143,0.168971
0.642951,0.643872,0.050977,0.049586,0.047611,0.045447,0.153845,0.151781
0.643217,0.642191,0.050632,0.049972,0.045620,0.045453,0.153972,0.155361
0.645586,0.646463,0.050176,0.050087,0.046732,0.045509,0.150572,0.154556
0.644037,0.645225,0.049695,0.051001,0.045364,0.046079,0.151391,0.149859
0.638777,0.642514,0.049771,0.049864,0.045836,0.045617,0.154177,0.154039
0.641831,0.640904,0.049833,0.049782,0.046106,0.045977,0.155237,0.153049
0.644318,0.648375,0.049801,0.050718,0.045362,0.045914,0.154735,0.150089
0.640300,0.645546,0.049924,0.049934,0.045980,0.045843,0.155152,0.153429
0.645031,0.643116,0.051147,0.050481,0.045758,0.045367,0.153475,0.155878
0.643026,0.650969,0.051039,0.050243,0.045899,0.046130,0.151715,0.150625
0.645240,0.645743,0.050626,0.050101,0.046483,0.045311,0.154895,0.154395
0.651352,0.647572,0.050031,0.051723,0.048765,0.045149,0.154882,0.151232
0.645321,0.644973,0.049982,0.049852,0.046281,0.045152,0.156358,0.153414
0.642891,0.641858,0.050100,0.050385,0.045823,0.046332,0.156487,0.154366
0.639839,0.641440,0.049980,0.050280,0.046081,0.045976,0.155257,0.154989
0.643442,0.642453,0.049819,0.049861,0.045737,0.045295,0.154206,0.154262
0.646515,0.641344,0.050649,0.050409,0.046396,0.045556,0.153436,0.150671
0.643145,0.642833,0.050685,0.050051,0.045895,0.045328,0.153746,0.153360
0.640305,0.639751,0.050078,0.049588,0.045685,0.045199,0.153813,0.153376
0.636050,0.643881,0.049559,0.050105,0.045396,0.045558,0.155738,0.153919
0.643270,0.642249,0.050054,0.049772,0.045890,0.045999,0.153474,0.154996
0.641872,0.642111,0.049886,0.050303,0.046162,0.045313,0.153400,0.150429
0.642140,0.639392,0.050219,0.050045,0.046459,0.045791,0.153838,0.150554
0.687358,0.651747,0.050288,0.052052,0.045678,0.045393,0.154436,0.151036
0.643081,0.641918,0.050683,0.049975,0.045475,0.045616,0.156059,0.150580
0.646119,0.643188,0.050040,0.050233,0.045827,0.045468,0.150344,0.153344
0.643489,0.643260,0.050030,0.050508,0.045768,0.045380,0.151533,0.153954
0.639359,0.639321,0.049921,0.049959,0.045483,0.045695,0.154451,0.153550
0.644978,0.638059,0.049780,0.049945,0.048378,0.045924,0.151527,0.159282
0.655605,0.693959,0.050462,0.050180,0.045766,0.045859,0.157466,0.154461
0.643415,0.646385,0.050064,0.049978,0.045678,0.046100,0.154438,0.153613
0.644067,0.638929,0.050135,0.050444,0.045539,0.045263,0.154914,0.150140
0.642808,0.642168,0.050908,0.050339,0.045855,0.045693,0.153291,0.154070
0.641177,0.641123,0.049899,0.049689,0.046295,0.046068,0.156072,0.153395
0.640850,0.644584,0.050061,0.049599,0.045998,0.045580,0.150316,0.151118
0.644452,0.641385,0.050489,0.049908,0.045828,0.045590,0.154142,0.155111
0.642082,0.639756,0.051764,0.049714,0.046517,0.045347,0.153120,0.154584
0.642087,0.642168,0.050069,0.049963,0.045213,0.045293,0.152516,0.154560
0.639975,0.640569,0.049721,0.050046,0.048286,0.046086,0.154009,0.156315
0.637145,0.643476,0.050204,0.051026,0.046547,0.045366,0.153227,0.153601
0.644387,0.641867,0.049834,0.049784,0.045601,0.045640,0.154798,0.153102
0.640312,0.639464,0.050180,0.049897,0.045628,0.045933,0.157703,0.152904
0.651489,0.641569,0.050626,0.050228,0.047652,0.046016,0.154345,0.151934
0.643147,0.644062,0.050166,0.054886,0.045416,0.046536,0.155284,0.155341
0.647633,0.641986,0.049930,0.049741,0.046321,0.045808,0.150437,0.150566
0.649540,0.647693,0.052232,0.049820,0.047295,0.045403,0.156093,0.153794
0.644083,0.642236,0.050795,0.050425,0.045299,0.046211,0.157889,0.149515
0.650777,0.643778,0.049994,0.049700,0.045520,0.046077,0.157217,0.154896
0.654747,0.661327,0.050741,0.050212,0.047125,0.045875,0.151116,0.156534
0.646087,0.649899,0.050812,0.049494,0.046527,0.045224,0.151035,0.154761
0.640986,0.644210,0.050095,0.050498,0.046222,0.045492,0.153536,0.154015
0.640825,0.641497,0.050244,0.049019,0.046168,0.045652,0.155328,0.155126
0.641587,0.640731,0.050191,0.049934,0.045543,0.045852,0.155428,0.154151
0.644240,0.640020,0.049636,0.049885,0.045889,0.045836,0.153469,0.150570
0.641969,0.642941,0.050957,0.049724,0.045767,0.045257,0.154212,0.154249
0.639382,0.643214,0.050238,0.050681,0.045901,0.045640,0.154248,0.153252
0.643279,0.644408,0.050070,0.049990,0.046988,0.045593,0.153725,0.151382
0.645353,0.646187,0.049623,0.050437,0.046176,0.045429,0.154121,0.152515
0.640083,0.644092,0.050585,0.050342,0.046213,0.045697,0.151843,0.154438
0.643642,0.641250,0.051148,0.050037,0.045622,0.045754,0.154424,0.155588
0.641399,0.642307,0.049811,0.050013,0.046997,0.045675,0.151193,0.150110
0.640390,0.647354,0.049890,0.050183,0.045470,0.045966,0.153805,0.154871
0.642930,0.644921,0.050203,0.050122,0.046048,0.045228,0.153573,0.154228
0.642475,0.642374,0.050384,0.050093,0.045439,0.045594,0.154757,0.153293
0.642154,0.641609,0.050706,0.050430,0.045268,0.045891,0.154598,0.151931
0.645207,0.642367,0.051682,0.050679,0.045855,0.045928,0.155718,0.156524
0.643906,0.643456,0.050462,0.049394,0.046774,0.046035,0.151949,0.150386
0.657697,0.646450,0.049600,0.050518,0.045748,0.045363,0.154737,0.151104
0.643837,0.643870,0.050139,0.050702,0.045929,0.045485,0.152330,0.153672
0.645344,0.644937,0.049722,0.050313,0.045882,0.045626,0.156766,0.155126
0.646483,0.644464,0.050091,0.049993,0.046517,0.045125,0.153670,0.153165
0.647504,0.647614,0.050696,0.050470,0.045860,0.046160,0.154727,0.149959
0.646461,0.642780,0.050375,0.049894,0.045517,0.045800,0.153804,0.153611
0.642893,0.645888,0.050871,0.049313,0.046702,0.046433,0.150234,0.154960
0.646208,0.642562,0.049764,0.049156,0.045167,0.046846,0.154250,0.153218
0.648005,0.645266,0.049629,0.050036,0.045447,0.045541,0.154306,0.150531
0.650596,0.643876,0.050523,0.050025,0.045928,0.045426,0.154183,0.155427
0.639277,0.643012,0.049497,0.050068,0.046036,0.048149,0.155102,0.153863
0.646831,0.647609,0.050822,0.049871,0.045631,0.045622,0.154495,0.153787
0.651031,0.647733,0.049896,0.049489,0.045908,0.045618,0.155459,0.154391
0.643581,0.651765,0.050329,0.051584,0.045755,0.046109,0.157467,0.155532
0.643528,0.639819,0.050175,0.050350,0.046502,0.046086,0.149669,0.155518
0.648796,0.645241,0.051891,0.049472,0.045633,0.045433,0.155211,0.156657
0.648098,0.649359,0.050460,0.050007,0.045961,0.045764,0.150959,0.154906
0.646936,0.643085,0.050825,0.049458,0.048840,0.049471,0.155377,0.155129
0.645240,0.642037,0.050689,0.049651,0.045578,0.046077,0.153981,0.155297
0.646347,0.644356,0.049897,0.050417,0.045704,0.045808,0.155223,0.153859
0.644553,0.642674,0.049965,0.050134,0.045554,0.047034,0.151473,0.153920
0.646515,0.642900,0.050131,0.050792,0.045644,0.045742,0.154353,0.150224
