MathMLGSL_PERLRNG_WITH_OC,MathMLGSL_PERLRNG_WO_OC,PDLGSL_PDLGSLUNIF_WITH_OC,PDLGSL_PDLGSLUNIF_WO_OC,PDLGSL_PDLUNIF_WITH_OC,PDLGSL_PDLUNIF_WO_OC,PDLGSL_PERLRNGPDL_WITH_OC,PDLGSL_PERLRNGPDL_WO_OC
0.642881,0.643091,0.050034,0.050177,0.046088,0.045679,0.157459,0.150569
0.645305,0.644043,0.050854,0.049699,0.045631,0.045433,0.154606,0.154899
0.642596,0.639147,0.051136,0.049530,0.045754,0.045403,0.154731,0.155955
0.641652,0.637339,0.049805,0.049979,0.046856,0.045448,0.155060,0.154732
0.642619,0.641544,0.050421,0.050189,0.045680,0.045102,0.154919,0.155088
0.644588,0.641117,0.050213,0.049439,0.045920,0.045186,0.155341,0.156547
0.644465,0.642729,0.050891,0.049621,0.046272,0.046061,0.153988,0.153181
0.642997,0.653517,0.050011,0.049778,0.045620,0.045174,0.155557,0.153731
0.640030,0.643301,0.049972,0.049863,0.046421,0.045461,0.153118,0.154827
0.642118,0.638155,0.051949,0.051511,0.045954,0.046017,0.154179,0.154081
0.640651,0.637350,0.050437,0.051141,0.045728,0.045291,0.154287,0.154228
0.641303,0.637591,0.050946,0.049608,0.045930,0.045718,0.153514,0.151938
0.641264,0.639149,0.050104,0.049937,0.045908,0.045307,0.153633,0.154822
0.640445,0.641293,0.051174,0.050009,0.046162,0.045865,0.153927,0.154205
0.640390,0.643959,0.050180,0.050173,0.045333,0.045335,0.154198,0.154031
0.639756,0.642499,0.049923,0.050265,0.046438,0.045806,0.154383,0.154884
0.638120,0.645647,0.050158,0.051322,0.045457,0.045854,0.154355,0.154727
0.655227,0.642514,0.050885,0.049754,0.045408,0.047459,0.151087,0.149848
0.640604,0.644448,0.049875,0.049571,0.046189,0.045925,0.153606,0.151189
0.646285,0.643889,0.050443,0.049695,0.046693,0.046451,0.153658,0.150327
0.656120,0.643019,0.050430,0.050720,0.045350,0.045909,0.151362,0.154607
0.638788,0.642655,0.050392,0.049849,0.046391,0.046100,0.152788,0.156599
0.643573,0.643604,0.050925,0.050972,0.045756,0.045509,0.151011,0.154604
0.646289,0.641926,0.050628,0.052252,0.045148,0.045711,0.153778,0.150258
0.644237,0.641877,0.049995,0.051484,0.046882,0.045432,0.151177,0.153602
0.643194,0.642774,0.050070,0.049598,0.045650,0.045465,0.154895,0.154002
0.644345,0.658788,0.050386,0.049778,0.047078,0.046722,0.154012,0.154224
0.639982,0.657017,0.050442,0.050453,0.045968,0.046256,0.155267,0.151350
0.644905,0.643109,0.049728,0.049833,0.046516,0.046297,0.156140,0.151469
0.654664,0.641115,0.050729,0.051068,0.045818,0.045610,0.154391,0.156728
0.642307,0.642989,0.049956,0.051314,0.045916,0.044993,0.154890,0.154279
0.641706,0.648941,0.050639,0.050642,0.046419,0.045153,0.155229,0.155835
0.645780,0.647122,0.050330,0.049950,0.045819,0.046200,0.151477,0.151707
0.647113,0.644522,0.049821,0.049998,0.047739,0.045174,0.153604,0.155740
0.643094,0.640715,0.051481,0.049539,0.045780,0.045452,0.154418,0.154595
0.646190,0.642100,0.050001,0.050995,0.047606,0.045296,0.151481,0.154967
0.639805,0.642658,0.050269,0.050432,0.045876,0.045495,0.154832,0.154135
0.639846,0.643065,0.050473,0.050952,0.045475,0.045734,0.151424,0.151009
0.643387,0.643062,0.050476,0.050880,0.045901,0.045683,0.154428,0.151612
0.644486,0.641574,0.050198,0.049898,0.046058,0.045895,0.154468,0.154819
0.642804,0.644667,0.049838,0.049675,0.046015,0.045553,0.155960,0.154267
0.638876,0.642664,0.050786,0.050399,0.046128,0.046000,0.151003,0.153662
0.645272,0.645111,0.050447,0.050567,0.045706,0.046563,0.150850,0.154305
0.645532,0.648383,0.050205,0.049877,0.046568,0.045781,0.155252,0.154869
0.639415,0.641858,0.049976,0.049762,0.046215,0.047335,0.154319,0.154622
0.644749,0.645508,0.050048,0.050450,0.047016,0.046251,0.154362,0.152253
0.642665,0.641234,0.049659,0.050515,0.045427,0.046797,0.156587,0.155072
0.659672,0.646444,0.050609,0.051194,0.046764,0.047296,0.152353,0.154412
0.643594,0.641693,0.050034,0.050328,0.045435,0.046209,0.155240,0.149717
0.643475,0.646419,0.050113,0.049651,0.046545,0.046008,0.153178,0.154559
0.643837,0.644607,0.051097,0.050173,0.045610,0.045444,0.154198,0.154824
0.642430,0.646293,0.052172,0.050466,0.045615,0.046014,0.151343,0.155896
0.644717,0.642449,0.051206,0.049974,0.046761,0.045513,0.155402,0.155163
0.644993,0.646488,0.050766,0.050178,0.047679,0.045828,0.158192,0.151612
0.647614,0.645552,0.050916,0.050228,0.046933,0.045672,0.155543,0.151308
0.643471,0.642143,0.050031,0.049815,0.045827,0.045630,0.156419,0.150856
0.641730,0.649899,0.051272,0.050055,0.047351,0.045324,0.154561,0.151409
0.643339,0.645291,0.050097,0.050834,0.046310,0.045352,0.154064,0.155266
0.643460,0.642773,0.050563,0.049913,0.045624,0.045727,0.155994,0.153655
0.642085,0.644287,0.050291,0.049943,0.046067,0.045718,0.156471,0.156895
0.644342,0.643447,0.050271,0.049906,0.046605,0.045640,0.151705,0.154757
0.640070,0.647067,0.049694,0.050476,0.045869,0.045484,0.154438,0.152591
0.638702,0.642122,0.050014,0.049995,0.046795,0.045868,0.154433,0.152916
0.640581,0.649419,0.050108,0.050794,0.046545,0.045506,0.154277,0.151923
0.642111,0.647781,0.050415,0.050277,0.045400,0.045842,0.154929,0.155455
0.640937,0.643557,0.052668,0.052114,0.046552,0.045844,0.157462,0.155253
0.648960,0.649451,0.054005,0.049753,0.045654,0.046326,0.156695,0.152113
0.644692,0.641946,0.050695,0.049610,0.046120,0.045656,0.151400,0.157019
0.646089,0.648795,0.050148,0.050035,0.045599,0.046910,0.152761,0.155407
0.644496,0.650501,0.049787,0.050233,0.045616,0.045873,0.155191,0.151448
0.650046,0.643599,0.050647,0.049877,0.046037,0.045538,0.151692,0.153984
0.645693,0.644343,0.049786,0.049650,0.045493,0.045600,0.154559,0.153851
0.643346,0.642302,0.050269,0.050122,0.046373,0.045807,0.154890,0.151652
0.643092,0.643762,0.050380,0.051705,0.045443,0.045407,0.154725,0.154765
0.642650,0.642855,0.050365,0.049875,0.046777,0.045311,0.150111,0.153524
0.642730,0.639943,0.050734,0.049901,0.046561,0.045819,0.154925,0.151992
0.640729,0.641221,0.050482,0.050504,0.045342,0.046342,0.155012,0.154296
0.642013,0.645912,0.051089,0.051293,0.045746,0.045412,0.155321,0.162792
0.680523,0.657029,0.051292,0.050020,0.045858,0.046500,0.151941,0.151305
0.644973,0.644630,0.049762,0.050029,0.045480,0.045878,0.153995,0.153595
0.643615,0.638015,0.050012,0.050658,0.046051,0.045835,0.155380,0.155663
0.642472,0.642033,0.051213,0.051300,0.045746,0.045857,0.155675,0.150436
0.642756,0.641705,0.049998,0.049823,0.045607,0.045626,0.151904,0.156234
0.646096,0.644617,0.049994,0.050205,0.045948,0.045413,0.155242,0.155003
0.644560,0.644184,0.050466,0.049953,0.045678,0.047240,0.152334,0.153915
0.642564,0.639707,0.050215,0.049981,0.045937,0.045332,0.154914,0.150432
0.643833,0.642316,0.051066,0.049701,0.046811,0.045442,0.154249,0.156539
0.648467,0.639803,0.049931,0.050396,0.045403,0.046991,0.155299,0.149012
0.642978,0.639698,0.050916,0.050278,0.045469,0.045953,0.155337,0.154361
0.641232,0.645412,0.050024,0.049722,0.045526,0.046249,0.152534,0.155888
0.647127,0.643860,0.049966,0.049855,0.045940,0.045554,0.154397,0.154439
0.645291,0.646600,0.049979,0.050860,0.045590,0.045989,0.153597,0.156198
0.642857,0.646233,0.049890,0.050493,0.045976,0.047119,0.154389,0.150645
0.641812,0.640323,0.051899,0.049988,0.045319,0.047022,0.154004,0.154207
0.644314,0.644736,0.050323,0.051466,0.046561,0.045822,0.157263,0.154932
0.645544,0.643935,0.050436,0.050101,0.045940,0.046311,0.154121,0.156065
0.644966,0.642400,0.050093,0.051021,0.045603,0.045563,0.156528,0.150884
0.643663,0.643477,0.050778,0.049949,0.045560,0.046267,0.155541,0.154257
0.644446,0.641689,0.050274,0.050077,0.046027,0.045855,0.152641,0.152715
0.641082,0.642190,0.051345,0.050103,0.045354,0.046086,0.154904,0.154451
0.641914,0.642941,0.049966,0.050326,0.046227,0.045525,0.151520,0.155640
0.641549,0.645095,0.050519,0.050498,0.047769,0.045927,0.152262,0.154307
0.648421,0.643049,0.052482,0.050222,0.045866,0.045988,0.155860,0.152039
0.647491,0.644629,0.050463,0.050744,0.046155,0.045465,0.150934,0.154210
0.651253,0.651669,0.050984,0.050015,0.045926,0.047590,0.159428,0.154006
0.648402,0.644108,0.050301,0.049909,0.045789,0.046237,0.153975,0.158331
0.647069,0.643049,0.050491,0.050184,0.045313,0.045487,0.156023,0.154534
0.644169,0.644042,0.050136,0.049709,0.046133,0.046735,0.153943,0.155200
0.643365,0.646951,0.050555,0.049994,0.046281,0.045446,0.154572,0.154819
0.647200,0.642286,0.051123,0.049821,0.046138,0.045512,0.155907,0.153858
0.645899,0.646961,0.051310,0.051186,0.046438,0.045317,0.153849,0.152098
0.642406,0.640280,0.050796,0.051566,0.045406,0.045761,0.155610,0.155127
0.646030,0.644183,0.051576,0.049843,0.045680,0.045938,0.151982,0.155062
0.647028,0.645238,0.050256,0.049664,0.045673,0.045666,0.155757,0.154387
0.644837,0.643492,0.051403,0.050516,0.046360,0.045779,0.153087,0.153357
0.644183,0.649407,0.050242,0.050625,0.045424,0.045840,0.152907,0.155062
0.644406,0.644539,0.049928,0.049987,0.047655,0.045608,0.153626,0.154502
0.647758,0.645432,0.050177,0.049781,0.047008,0.046528,0.154870,0.150733
0.644545,0.644258,0.051961,0.049953,0.045681,0.045826,0.150611,0.153282
0.647461,0.646270,0.050343,0.050151,0.046401,0.045432,0.151895,0.153640
0.645472,0.644486,0.050679,0.050836,0.046314,0.046655,0.154526,0.156553
0.642808,0.644182,0.050398,0.050164,0.046281,0.045150,0.154066,0.154678
0.643916,0.644623,0.050061,0.050910,0.045731,0.046039,0.155000,0.154142
0.644993,0.644470,0.052610,0.049790,0.045572,0.045550,0.150897,0.156560
0.644815,0.642936,0.050121,0.050775,0.045899,0.045255,0.153639,0.154082
0.648854,0.646236,0.050621,0.049786,0.046085,0.046663,0.154518,0.154429
0.643881,0.646732,0.051988,0.050084,0.045707,0.045343,0.151811,0.154839
0.648398,0.644678,0.056976,0.050965,0.045966,0.045798,0.161746,0.155410
0.642204,0.645251,0.050031,0.050690,0.046131,0.045524,0.154667,0.151526
0.640971,0.644485,0.050571,0.049740,0.045933,0.046119,0.151049,0.154558
0.642267,0.643660,0.050645,0.049675,0.046137,0.045450,0.153791,0.150728
0.643784,0.662682,0.049772,0.050050,0.045539,0.045637,0.156605,0.156840
0.646593,0.644878,0.050195,0.050156,0.045449,0.045797,0.155350,0.152197
0.643883,0.645033,0.051084,0.049666,0.045851,0.045463,0.150997,0.156216
0.646193,0.641651,0.050353,0.050425,0.045955,0.045399,0.155188,0.155742
0.641989,0.643799,0.051271,0.049839,0.045885,0.045810,0.154451,0.154595
0.644865,0.645554,0.051390,0.049531,0.045407,0.046247,0.155547,0.155238
0.646530,0.645767,0.049972,0.050929,0.045670,0.045744,0.155618,0.154692
0.641218,0.650595,0.050141,0.049836,0.045386,0.046034,0.156197,0.150972
0.647021,0.643624,0.050438,0.049802,0.046804,0.045406,0.154092,0.151135
0.641636,0.645645,0.050662,0.049926,0.047119,0.046195,0.151733,0.154010
0.644595,0.646077,0.052054,0.050670,0.046105,0.047016,0.152957,0.150626
0.646169,0.641198,0.050476,0.051126,0.045461,0.045772,0.154829,0.153904
0.639515,0.643933,0.050282,0.050275,0.047737,0.045400,0.157594,0.155277
0.645331,0.641979,0.050434,0.049480,0.045216,0.046230,0.150571,0.154225
0.643398,0.640498,0.051048,0.049603,0.045829,0.045825,0.157018,0.154974
0.640389,0.639374,0.050603,0.050053,0.045705,0.045673,0.155153,0.151083
0.641392,0.642132,0.051147,0.049610,0.045565,0.045131,0.154094,0.154194
0.640885,0.643730,0.050508,0.050038,0.045825,0.045557,0.150962,0.157189
0.637243,0.640722,0.051056,0.049537,0.045509,0.045530,0.153733,0.150494
0.641872,0.640785,0.049964,0.050096,0.047678,0.045233,0.155320,0.155181
0.639732,0.638578,0.050287,0.049429,0.045880,0.045089,0.154020,0.154680
0.640767,0.640821,0.050125,0.050238,0.045769,0.045068,0.154397,0.154747
0.642107,0.652547,0.050132,0.049291,0.046419,0.047427,0.155203,0.154768
0.644258,0.644156,0.050094,0.049914,0.045705,0.046362,0.157403,0.155991
0.644484,0.644705,0.049719,0.050169,0.045625,0.045566,0.154888,0.155312
0.644590,0.645222,0.051965,0.049588,0.045541,0.045497,0.151546,0.154943
0.639985,0.644626,0.050030,0.049646,0.046667,0.045591,0.154489,0.155992
0.645174,0.642872,0.050042,0.049906,0.045721,0.045800,0.155577,0.153921
0.644965,0.643395,0.049810,0.050727,0.045582,0.045730,0.150215,0.154605
0.646671,0.643182,0.050284,0.051064,0.045904,0.045599,0.150966,0.155308
0.642944,0.636811,0.049839,0.050181,0.046073,0.046120,0.155305,0.155391
0.646217,0.642543,0.051230,0.050348,0.045687,0.045713,0.151422,0.152247
0.645189,0.644001,0.050122,0.050097,0.046050,0.045570,0.155288,0.155442
0.643086,0.641136,0.051022,0.050175,0.046526,0.047129,0.155607,0.150989
0.643443,0.640874,0.050307,0.050566,0.046028,0.046478,0.154774,0.154659
0.641801,0.643902,0.049668,0.050135,0.045658,0.045931,0.155015,0.151338
0.647408,0.645876,0.049952,0.050005,0.045882,0.045897,0.154406,0.154477
0.640116,0.642520,0.050445,0.049685,0.045742,0.045850,0.155843,0.155598
0.645231,0.643506,0.050963,0.049688,0.045685,0.046019,0.154636,0.155372
0.643137,0.643739,0.050142,0.050512,0.045269,0.044931,0.154839,0.156639
0.645163,0.639224,0.049662,0.050124,0.046119,0.045256,0.151624,0.150152
0.654409,0.640738,0.049885,0.049727,0.045762,0.046231,0.154194,0.154623
0.643091,0.640225,0.050505,0.050399,0.046120,0.045911,0.152829,0.154670
0.644435,0.643368,0.051563,0.051699,0.046304,0.045599,0.151259,0.154907
0.646190,0.654682,0.049807,0.051355,0.045684,0.045846,0.155819,0.151841
0.644118,0.643141,0.050011,0.050827,0.045636,0.045396,0.156838,0.157694
0.648950,0.644458,0.050036,0.050408,0.049839,0.045444,0.162553,0.159560
0.643436,0.639207,0.050730,0.050103,0.045409,0.045162,0.156666,0.154574
0.645013,0.647539,0.052974,0.051035,0.046065,0.045516,0.155803,0.157469
0.644422,0.643064,0.051336,0.050582,0.045692,0.045828,0.154046,0.151338
0.644779,0.639994,0.050922,0.051850,0.045787,0.046303,0.155575,0.154482
0.645233,0.643171,0.049663,0.049545,0.045716,0.045504,0.154890,0.154451
0.642719,0.645309,0.050648,0.050688,0.046833,0.045756,0.155434,0.153563
0.647451,0.643398,0.050352,0.050033,0.045569,0.045685,0.154778,0.154922
0.644785,0.645938,0.050683,0.049801,0.045440,0.045532,0.153512,0.154804
0.647254,0.644070,0.050392,0.050764,0.045652,0.045725,0.155665,0.154867
0.646578,0.642912,0.051368,0.050024,0.046109,0.046003,0.156035,0.151430
0.643366,0.645003,0.050198,0.050018,0.046577,0.045072,0.156608,0.158392
0.640668,0.645419,0.051048,0.050661,0.045666,0.045931,0.155226,0.156389
0.648074,0.644248,0.051826,0.049514,0.046256,0.045668,0.155097,0.155427
0.643601,0.642001,0.050449,0.050430,0.045432,0.045423,0.155957,0.150549
0.644136,0.648018,0.050172,0.050203,0.045485,0.046246,0.151875,0.153285
0.646758,0.643672,0.051114,0.050756,0.046840,0.045431,0.154097,0.154308
0.644261,0.654426,0.052513,0.050859,0.046087,0.045513,0.155079,0.162817
0.642111,0.650750,0.050806,0.052042,0.046637,0.049284,0.155644,0.156208
0.645454,0.645717,0.050762,0.050394,0.046532,0.046190,0.155461,0.150792
0.645965,0.640294,0.050443,0.050000,0.045176,0.046514,0.156736,0.154826
0.645912,0.643981,0.049996,0.050700,0.045522,0.046303,0.150817,0.154602
0.646744,0.644444,0.050572,0.050116,0.046011,0.045590,0.155905,0.150404
0.637766,0.643586,0.050186,0.050960,0.046147,0.047730,0.155269,0.154626
0.640867,0.640371,0.050081,0.049476,0.046573,0.045870,0.154232,0.152242
0.643875,0.642099,0.050109,0.050047,0.045409,0.045824,0.155727,0.153643
0.643905,0.641149,0.049788,0.053359,0.045587,0.046027,0.153720,0.151707
0.643358,0.642537,0.050342,0.049949,0.045535,0.045612,0.154165,0.154682
0.641842,0.639728,0.050344,0.050010,0.045941,0.045177,0.154661,0.151140
0.643884,0.643274,0.052115,0.050271,0.046329,0.045405,0.155601,0.150636
0.639934,0.643462,0.049897,0.049989,0.046704,0.045780,0.155056,0.154488
0.643649,0.643324,0.049917,0.049841,0.045970,0.045455,0.154865,0.153761
0.642623,0.641030,0.051950,0.050050,0.045517,0.045597,0.150849,0.156351
0.641682,0.645403,0.050351,0.051039,0.045705,0.045996,0.154235,0.151653
0.646273,0.649643,0.050235,0.049981,0.045728,0.045303,0.155705,0.154185
0.648444,0.645713,0.049999,0.051243,0.047261,0.045982,0.157254,0.156526
0.648284,0.644773,0.050543,0.050120,0.045814,0.046092,0.155788,0.154146
0.650808,0.651920,0.050427,0.050720,0.045350,0.045544,0.151527,0.157736
0.644774,0.643493,0.050598,0.049924,0.045730,0.045907,0.154995,0.156955
0.654386,0.643238,0.050062,0.050297,0.046776,0.046634,0.154986,0.154593
0.649857,0.647184,0.050381,0.050832,0.046121,0.045433,0.150954,0.152723
0.646132,0.642331,0.050534,0.049838,0.046333,0.045727,0.154970,0.150964
0.648019,0.644958,0.051351,0.050048,0.046371,0.046242,0.154682,0.155387
0.644162,0.638802,0.050159,0.049670,0.047428,0.045465,0.151812,0.154668
0.651016,0.647971,0.053551,0.053639,0.046181,0.046323,0.151935,0.163647
0.644668,0.643477,0.050184,0.050580,0.047704,0.045034,0.156626,0.151607
0.643336,0.650645,0.049908,0.050684,0.046263,0.045709,0.150294,0.153193
0.649251,0.639102,0.050000,0.049971,0.046045,0.046255,0.156504,0.155278
0.642970,0.641531,0.050063,0.050281,0.046434,0.046508,0.153274,0.156351
0.645939,0.647092,0.049691,0.050718,0.045642,0.045568,0.150584,0.154375
0.644102,0.644675,0.050841,0.050110,0.045501,0.045578,0.156774,0.156051
0.648570,0.639564,0.050175,0.050764,0.046037,0.045343,0.153675,0.155390
0.648206,0.640232,0.051589,0.049922,0.047061,0.045249,0.156605,0.157263
0.643881,0.651267,0.049950,0.051108,0.046032,0.045749,0.155285,0.156970
0.649444,0.646463,0.050519,0.051179,0.046070,0.045832,0.155775,0.154635
0.644678,0.646329,0.050089,0.049782,0.046770,0.045184,0.153039,0.155004
0.650146,0.639445,0.050501,0.049974,0.045754,0.046678,0.154093,0.152198
0.639384,0.645784,0.050680,0.050017,0.046058,0.045975,0.155312,0.156184
0.642012,0.645574,0.051003,0.050018,0.046715,0.045315,0.159394,0.151028
0.645125,0.650805,0.050131,0.049752,0.046648,0.046195,0.155389,0.153680
0.645254,0.643297,0.049871,0.049988,0.045815,0.045916,0.154749,0.152604
0.647803,0.642485,0.051677,0.050550,0.045449,0.045480,0.155861,0.150563
0.643637,0.643731,0.050485,0.050475,0.045375,0.045340,0.156841,0.150831
0.643725,0.637878,0.050333,0.049716,0.045698,0.048285,0.156935,0.161616
0.649579,0.646331,0.050484,0.049908,0.045985,0.045493,0.154915,0.155810
0.644498,0.645908,0.050125,0.050706,0.045410,0.045915,0.152204,0.155073
0.642884,0.642867,0.050011,0.049874,0.046433,0.045621,0.155678,0.151420
0.643348,0.641064,0.050285,0.051103,0.045634,0.045329,0.156107,0.156467
0.657029,0.646115,0.062710,0.049498,0.046691,0.047565,0.157113,0.171502
0.645826,0.647573,0.049852,0.049627,0.045826,0.046948,0.152102,0.154185
0.644687,0.642516,0.050256,0.049966,0.045517,0.046589,0.156208,0.155844
0.641738,0.642267,0.050309,0.050213,0.046085,0.046683,0.154929,0.155444
0.644623,0.646045,0.050034,0.050185,0.045943,0.045180,0.152069,0.154110
0.648716,0.643134,0.050230,0.050118,0.045997,0.046378,0.151629,0.156475
0.644928,0.649456,0.050929,0.050012,0.046075,0.046111,0.150956,0.154873
0.645832,0.643473,0.050810,0.049601,0.046091,0.045612,0.154438,0.156289
0.642959,0.643959,0.050984,0.049664,0.045777,0.045765,0.151791,0.156005
0.646380,0.646407,0.051122,0.049966,0.046227,0.045530,0.151098,0.154567
0.645582,0.643921,0.050464,0.050338,0.045548,0.045069,0.154745,0.154864
0.640709,0.643941,0.049923,0.050092,0.046597,0.045993,0.155674,0.153806
0.639615,0.642556,0.052855,0.050593,0.045837,0.046096,0.155550,0.155237
0.642422,0.642672,0.049837,0.049944,0.046210,0.045928,0.154870,0.154197
0.644202,0.646589,0.050015,0.050063,0.045760,0.045375,0.152246,0.154633
0.642574,0.645941,0.049907,0.050366,0.046282,0.045337,0.155484,0.155823
0.640718,0.642780,0.050186,0.049981,0.046373,0.045656,0.151513,0.155969
0.646933,0.642503,0.050613,0.049851,0.046041,0.045748,0.155385,0.155475
0.645839,0.644704,0.049945,0.050118,0.045629,0.045123,0.156082,0.152381
0.643594,0.643750,0.050234,0.050572,0.046396,0.045390,0.154748,0.154569
0.644325,0.643449,0.050590,0.049594,0.046370,0.045817,0.155735,0.151498
0.644709,0.638710,0.050044,0.052201,0.047193,0.045504,0.155641,0.154415
0.643403,0.642302,0.050162,0.049835,0.046274,0.045332,0.154538,0.155487
0.646409,0.647680,0.051009,0.049486,0.045849,0.045322,0.156168,0.154882
0.646416,0.645096,0.050450,0.050164,0.045734,0.045924,0.154802,0.152040
0.644507,0.642312,0.051318,0.051225,0.046619,0.045530,0.155514,0.154387
0.644657,0.644189,0.050465,0.050839,0.047193,0.045738,0.151995,0.157359
0.643379,0.645393,0.049818,0.050315,0.045588,0.045577,0.151739,0.154486
0.648729,0.644640,0.050726,0.049947,0.045701,0.045574,0.154550,0.150665
0.645602,0.640200,0.050645,0.050929,0.046236,0.045615,0.154847,0.155986
0.645562,0.641048,0.050131,0.050070,0.045538,0.045694,0.152141,0.154943
0.642798,0.643582,0.050200,0.049756,0.045836,0.045356,0.157381,0.151492
0.643786,0.646386,0.049754,0.050046,0.046115,0.045786,0.154656,0.156879
0.641035,0.645129,0.049862,0.050055,0.045640,0.046173,0.155074,0.151263
0.642232,0.645634,0.050526,0.049985,0.046146,0.046013,0.155325,0.156208
0.642663,0.643744,0.050080,0.050011,0.046205,0.045367,0.155445,0.152687
0.641794,0.642929,0.050198,0.049800,0.046374,0.045747,0.154907,0.151276
0.643834,0.642527,0.049851,0.049964,0.046117,0.045439,0.153231,0.151320
0.640717,0.642574,0.050049,0.049945,0.047880,0.045764,0.152122,0.154020
0.653730,0.644499,0.050261,0.053425,0.045344,0.045887,0.157764,0.155346
0.640786,0.646546,0.049902,0.051730,0.045914,0.045720,0.151463,0.157181
0.650425,0.650733,0.049796,0.050841,0.046110,0.045523,0.154692,0.154253
0.645696,0.645109,0.052216,0.050719,0.045586,0.045509,0.153995,0.154683
0.652565,0.644229,0.050993,0.049865,0.046174,0.048103,0.155032,0.155259
0.644328,0.644650,0.050158,0.051180,0.045797,0.045510,0.151120,0.155538
0.651288,0.660169,0.051292,0.049914,0.047101,0.046060,0.156898,0.156628
0.644732,0.640919,0.053474,0.049852,0.045588,0.048364,0.158411,0.154177
0.641282,0.642720,0.050851,0.050020,0.045374,0.045683,0.155294,0.157479
0.642855,0.643321,0.050590,0.049939,0.046166,0.046588,0.152996,0.152909
0.644420,0.644088,0.050803,0.049777,0.045875,0.046810,0.155455,0.153363
0.656745,0.642490,0.050492,0.050087,0.047975,0.046202,0.155939,0.152380
0.644868,0.647432,0.051370,0.049760,0.046340,0.046226,0.155641,0.156682
0.647088,0.642920,0.049843,0.049713,0.045818,0.045605,0.155895,0.155041
0.648921,0.640086,0.049986,0.050985,0.045835,0.046105,0.155984,0.154980
0.644723,0.643840,0.050460,0.050710,0.045392,0.046082,0.156504,0.151323
0.646560,0.643266,0.050574,0.050015,0.045692,0.045730,0.155166,0.161737
0.654784,0.643528,0.050449,0.050187,0.045941,0.045340,0.151918,0.155372
0.645811,0.644144,0.050605,0.049606,0.046200,0.047762,0.156057,0.155078
0.644315,0.647915,0.050530,0.049632,0.045742,0.045321,0.155602,0.154644
0.644352,0.639880,0.051213,0.050568,0.046649,0.046385,0.156506,0.152067
0.645773,0.642637,0.050614,0.049975,0.045409,0.046279,0.155492,0.155631
0.645032,0.642102,0.049887,0.049934,0.045890,0.045690,0.154835,0.156886
0.643943,0.646237,0.049977,0.050663,0.045593,0.045583,0.150886,0.156342
0.642873,0.644524,0.051428,0.050223,0.045403,0.046233,0.156408,0.150722
0.643509,0.642986,0.051484,0.049588,0.046306,0.045504,0.155645,0.154577
0.640927,0.644864,0.050232,0.049553,0.045874,0.046219,0.155294,0.155795
0.646426,0.647393,0.050768,0.051201,0.046091,0.045984,0.151390,0.155065
0.642793,0.642999,0.050024,0.049721,0.047021,0.045758,0.155431,0.152358
0.643079,0.643818,0.050302,0.050622,0.045721,0.045874,0.155492,0.156697
0.639356,0.642601,0.050350,0.050172,0.045765,0.046478,0.152815,0.154456
0.643637,0.639868,0.050696,0.050185,0.046198,0.045250,0.155517,0.157371
0.645178,0.645631,0.051978,0.050260,0.046564,0.045625,0.154558,0.154864
0.643801,0.645712,0.050193,0.049795,0.045725,0.045693,0.156281,0.154623
0.647453,0.641003,0.051079,0.050450,0.045509,0.046689,0.155932,0.155684
0.641748,0.639443,0.049956,0.049826,0.045254,0.045710,0.155964,0.154687
0.645809,0.656829,0.050780,0.049856,0.046459,0.045545,0.157880,0.158648
0.643263,0.651491,0.050171,0.050314,0.047587,0.045410,0.155472,0.152382
0.646580,0.648300,0.050420,0.050949,0.046016,0.046094,0.156661,0.157094
0.645293,0.647449,0.051844,0.049925,0.047099,0.045640,0.154936,0.157207
0.642666,0.646396,0.050898,0.051512,0.046004,0.046317,0.154674,0.151986
0.644722,0.644084,0.052037,0.049837,0.046488,0.047991,0.152751,0.155030
0.648025,0.640495,0.050812,0.049598,0.046062,0.045486,0.155275,0.150971
0.643142,0.641974,0.050611,0.050101,0.048063,0.047806,0.156070,0.159109
0.644334,0.642414,0.051481,0.051340,0.046034,0.045745,0.154094,0.155424
0.646843,0.647887,0.050132,0.049685,0.046152,0.045249,0.154944,0.151473
0.647958,0.646346,0.050924,0.049938,0.045951,0.045493,0.152039,0.154911
0.642180,0.644071,0.050879,0.050117,0.046570,0.045395,0.155964,0.154404
0.648060,0.644280,0.050330,0.049876,0.047327,0.045773,0.156163,0.155009
0.647269,0.645810,0.050222,0.050037,0.045790,0.045969,0.156451,0.151068
0.647426,0.643892,0.049637,0.050461,0.046877,0.045394,0.155019,0.155576
0.647140,0.645428,0.050730,0.049525,0.045669,0.045098,0.151959,0.156146
0.645004,0.642212,0.050162,0.050555,0.046031,0.045185,0.155048,0.155023
