gene_callers_id	t_superkingdom	t_phylum	t_class	t_order	t_family	t_genus	t_species
NZ_HG326226.1|read3634	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3640	Bacteria	Firmicutes					
NZ_HG326226.1|read3653	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326226.1|read3654	Bacteria						
NZ_HG326226.1|read3659	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3661	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read3662	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3664	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read3665	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3668	Bacteria	Firmicutes					
NZ_HG326226.1|read3669	Bacteria	Firmicutes					
NZ_HG326226.1|read3670	Bacteria	Firmicutes					
NZ_HG326226.1|read3671	Bacteria	Firmicutes					
NZ_HG326226.1|read3672	Bacteria	Firmicutes					
NZ_HG326226.1|read3676	Bacteria	Firmicutes					
NZ_HG326226.1|read3677	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3678	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3679	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326226.1|read3680	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum
NZ_HG326226.1|read3684	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	
NZ_HG326226.1|read3685	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis
NZ_HG326226.1|read3686	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3705	Bacteria	Firmicutes					
NZ_HG326226.1|read3706	Bacteria	Firmicutes					
NZ_HG326226.1|read3707	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus
NZ_HG326226.1|read3708	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read3709	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3710	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3711	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3713	Bacteria						
NZ_HG326226.1|read3714	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3715	Bacteria	Firmicutes	Clostridia				
NZ_HG326226.1|read3716	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3717	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326226.1|read3720	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3721	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326226.1|read3723	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3726	Bacteria	Cyanobacteria		Nostocales			
NZ_HG326226.1|read3727	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3729	Bacteria						
NZ_HG326226.1|read3733	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
NZ_HG326226.1|read3734	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3738	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	
NZ_HG326226.1|read3742							
NZ_HG326226.1|read3743	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
NZ_HG326226.1|read3749	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae		
NZ_HG326226.1|read3750							
NZ_HG326226.1|read3751	Bacteria						
NZ_HG326226.1|read3752	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3754	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3763	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3764	Bacteria	Firmicutes					
NZ_HG326226.1|read3765	Bacteria						
NZ_HG326226.1|read3769	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3773	Bacteria	Bacteroidetes					
NZ_HG326226.1|read3774	Bacteria	Firmicutes					
NZ_HG326226.1|read3775	Bacteria	Firmicutes	Clostridia				
NZ_HG326226.1|read3776	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	
NZ_HG326226.1|read3777	Bacteria						
NZ_HG326226.1|read3778	Bacteria						
NZ_HG326226.1|read3799	Bacteria	Firmicutes					
NZ_HG326226.1|read3806	Bacteria	Firmicutes					
NZ_HG326226.1|read3807	Bacteria	Firmicutes					
NZ_HG326226.1|read3810	Bacteria	Firmicutes					
NZ_HG326226.1|read3811	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
NZ_HG326226.1|read3812	Bacteria	Firmicutes					
NZ_HG326226.1|read3813	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	
NZ_HG326226.1|read3814	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	
NZ_HG326226.1|read3815	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3816	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3817	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
NZ_HG326226.1|read3818	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
NZ_HG326226.1|read3820	Bacteria	Firmicutes					
NZ_HG326226.1|read3821	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326226.1|read3822	Bacteria						
NZ_HG326226.1|read3826	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3833	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3834	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3836	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3837	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read3838	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3839	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read3840	Bacteria	Firmicutes					
NZ_HG326226.1|read3841	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read3842	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae		
NZ_HG326226.1|read3843	Bacteria	Firmicutes					
NZ_HG326226.1|read3848	Bacteria						
NZ_HG326226.1|read3850	Bacteria						
NZ_HG326226.1|read3851	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326226.1|read3852	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326226.1|read3854	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read3856	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3858	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3860	Bacteria	Firmicutes					
NZ_HG326226.1|read3905	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3908	Bacteria						
NZ_HG326226.1|read3909	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3910	Bacteria	Firmicutes					
NZ_HG326226.1|read3911	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3912	Bacteria						
NZ_HG326226.1|read3913	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3915	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3916	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3920	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326226.1|read3921	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3922	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	
NZ_HG326226.1|read3923	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3924	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read3927	Bacteria	Firmicutes					
NZ_HG326226.1|read3930	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3931	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3932	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3933	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read3941	Bacteria	Firmicutes					
NZ_HG326226.1|read3942	Bacteria	Firmicutes					
NZ_HG326226.1|read3943	Bacteria						
NZ_HG326226.1|read3947	Bacteria	Firmicutes					
NZ_HG326226.1|read3948	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
NZ_HG326226.1|read3951	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. 1-1
NZ_HG326226.1|read3952	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
NZ_HG326226.1|read3953	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis
NZ_HG326226.1|read3954	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326226.1|read3955	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus
NZ_HG326226.1|read3958	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326226.1|read3959	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326226.1|read3960	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read3965	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3972	Bacteria	Firmicutes					
NZ_HG326226.1|read3978	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii
NZ_HG326226.1|read3980	Bacteria						
NZ_HG326226.1|read3981	Bacteria	Firmicutes					
NZ_HG326226.1|read3982	Bacteria						
NZ_HG326226.1|read3983	Bacteria	Firmicutes					
NZ_HG326226.1|read3985	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3986	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read3988	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4005	Bacteria	Firmicutes					
NZ_HG326226.1|read4009	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4010	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4011	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4012	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4013	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4014	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4015	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4016	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4017	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4019	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
NZ_HG326226.1|read4020	Bacteria	Firmicutes					
NZ_HG326226.1|read4021	Bacteria	Firmicutes					
NZ_HG326226.1|read4024	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4025	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read4027	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4028	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4029	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4030	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4038	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4039	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4045	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4046	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4048	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4050	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4057	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read4062	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4063	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4075	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae		
NZ_HG326226.1|read4082	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4083	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4084	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4085	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4086	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4091	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4094	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4111	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4118	Bacteria	Firmicutes					
NZ_HG326226.1|read4120	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	
NZ_HG326226.1|read4125	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4126	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	
NZ_HG326226.1|read4127	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4130	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	
NZ_HG326226.1|read4131	Bacteria						
NZ_HG326226.1|read4132	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read4133	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudoporcinus
NZ_HG326226.1|read4134	Bacteria	Firmicutes					
NZ_HG326226.1|read4135	Bacteria	Firmicutes					
NZ_HG326226.1|read4136	Bacteria	Firmicutes					
NZ_HG326226.1|read4137	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read4138	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read4141	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read4142	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum
NZ_HG326226.1|read4148	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read4149	Bacteria	Firmicutes					
NZ_HG326226.1|read4150	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4151	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326226.1|read4152	Bacteria	Firmicutes					
NZ_HG326226.1|read4153	Bacteria	Firmicutes					
NZ_HG326226.1|read4154	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read4155	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4157	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4160	Bacteria						
NZ_HG326226.1|read4161	Bacteria	Firmicutes	Tissierellia				
NZ_HG326226.1|read4162	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4163	Bacteria						
NZ_HG326226.1|read4165	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326226.1|read4169	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326226.1|read4170	Bacteria	Firmicutes					
NZ_HG326226.1|read4171	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
NZ_HG326226.1|read4183	Bacteria	Firmicutes					
NZ_HG326226.1|read4184	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4185	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read4186	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326226.1|read4189	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4192	Bacteria						
NZ_HG326226.1|read4193	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read4194	Bacteria						
NZ_HG326226.1|read4195	Bacteria	Firmicutes					
NZ_HG326226.1|read4196	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326226.1|read4211	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
NZ_HG326226.1|read4212	Bacteria	Firmicutes					
NZ_HG326226.1|read4227	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae		
NZ_HG326226.1|read4233	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4234	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326226.1|read4249	Bacteria	Firmicutes					
NZ_HG326226.1|read4272	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326226.1|read4279	Bacteria	Firmicutes					
NZ_HG326226.1|read4282	Bacteria	Firmicutes					
NZ_HG326226.1|read4283	Bacteria	Firmicutes	Bacilli	Lactobacillales			
NZ_HG326226.1|read4284	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4285	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4289	Bacteria	Firmicutes					
NZ_HG326226.1|read4298	Bacteria	Firmicutes					
NZ_HG326226.1|read4299	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read4300	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326226.1|read4301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus ruminis
NZ_HG326226.1|read4304	Bacteria	Firmicutes					
NZ_HG326226.1|read4305	Bacteria	Firmicutes	Bacilli	Lactobacillales			
NZ_HG326226.1|read4306	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
NZ_HG326226.1|read4309	Bacteria	Firmicutes					
NZ_HG326226.1|read4310	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326226.1|read4313	Bacteria	Firmicutes					
NZ_HG326226.1|read4315	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4320	Bacteria	Firmicutes	Bacilli	Lactobacillales			
NZ_HG326226.1|read4321	Bacteria	Firmicutes					
NZ_HG326226.1|read4330	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4355	Bacteria	Firmicutes	Bacilli	Bacillales			
NZ_HG326226.1|read4356	Bacteria	Firmicutes	Bacilli	Bacillales			
NZ_HG326226.1|read4357	Bacteria	Firmicutes					
NZ_HG326226.1|read4360	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read4366	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326226.1|read4368	Bacteria	Firmicutes					
NZ_HG326226.1|read4378	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4380	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326226.1|read4384	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326226.1|read4385	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius
NZ_HG326226.1|read4386	Bacteria	Firmicutes					
NZ_HG326226.1|read4388	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius
NZ_HG326226.1|read4389	Bacteria	Firmicutes					
NZ_HG326226.1|read4390	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4391	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium	
NZ_HG326226.1|read4392	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
NZ_HG326226.1|read4393	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4394	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4395	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326226.1|read4396	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4397	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326226.1|read4398	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4399	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
NZ_HG326226.1|read4400	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326226.1|read4401	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326226.1|read4402	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
