Workers	Time	Num_threads
8	9.84838199615479	42
8	9.75218200683594	43
8	10.0258779525757	44
8	9.94698095321655	45
8	10.1151750087738	46
8	10.1391000747681	47
8	10.3408989906311	48
8	10.3258919715881	49
8	10.4636549949646	50
8	10.5066878795624	51
8	10.6402719020844	52
8	10.6959080696106	53
8	10.8072240352631	54
8	10.8458361625671	55
8	10.9876110553741	56
8	11.0536179542542	57
8	11.1318349838257	58
8	11.1940560340881	59
8	11.2953910827637	60
8	11.4261798858643	61
8	11.4936790466309	62
8	11.5435299873352	63
8	11.6499631404877	64
8	11.7769551277161	65
8	11.8392610549927	66
8	11.9453439712524	67
8	12.0446398258209	68
8	12.1292412281036	69
8	12.2087287902832	70
8	12.2789580821991	71
8	12.3460428714752	72
9	24.1082830429077	1
9	15.844475030899	2
9	11.7111041545868	3
9	8.7401819229126	4
9	9.77237892150879	5
9	9.39757704734802	6
9	9.264328956604	7
9	9.06499409675598	8
9	8.81929302215576	9
9	8.3411009311676	10
9	8.32413578033447	11
9	7.83492994308472	12
9	8.07886099815369	13
9	7.80763006210327	14
9	7.97717785835266	15
9	7.79706811904907	16
9	8.07854914665222	17
9	7.90200591087341	18
9	8.10181188583374	19
9	8.04628491401672	20
9	8.1624801158905	21
9	8.16432785987854	22
9	8.168869972229	23
9	8.27845191955566	24
9	8.27371883392334	25
9	8.45616507530212	26
9	8.39357900619507	27
9	8.56231808662415	28
9	8.55909514427185	29
9	8.78462386131287	30
9	8.7491180896759	31
9	8.91992688179016	32
9	8.9211220741272	33
9	9.09068393707275	34
9	9.05861520767212	35
9	9.29731798171997	36
9	9.24392890930176	37
9	9.44345211982727	38
9	9.41956901550293	39
9	9.62214803695679	40
9	9.62179207801819	41
9	9.7911388874054	42
9	9.82429981231689	43
9	9.94632887840271	44
9	9.99245500564575	45
9	10.1135749816895	46
9	10.184287071228	47
9	10.2946109771729	48
9	10.3108839988708	49
9	10.4735770225525	50
9	10.5862939357758	51
9	10.617506980896	52
9	10.7325928211212	53
9	10.771919965744	54
9	10.9033629894257	55
9	10.985985994339	56
9	11.0864360332489	57
9	11.1891250610352	58
9	11.252895116806	59
9	11.3365948200226	60
9	11.4285550117493	61
9	11.4975779056549	62
9	11.5788309574127	63
9	11.6825189590454	64
9	11.7786061763763	65
9	11.8585469722748	66
9	11.9260830879211	67
9	12.042809009552	68
9	12.1630940437317	69
9	12.2261779308319	70
9	12.322585105896	71
9	12.3839490413666	72
10	21.879203081131	1
10	14.551057100296	2
10	10.699639081955	3
10	8.66018414497375	4
10	9.535973072052	5
10	8.93503379821777	6
10	8.83848810195923	7
10	8.39204287528992	8
10	8.10565805435181	9
10	7.67635297775269	10
10	7.85216999053955	11
10	7.62666392326355	12
10	7.76425719261169	13
10	7.57625007629395	14
10	7.75379800796509	15
10	7.61782288551331	16
10	7.89324998855591	17
10	7.78595805168152	18
10	7.93595290184021	19
10	7.95199298858643	20
10	8.0407509803772	21
10	8.07896995544434	22
10	8.12481307983398	23
10	8.24411916732788	24
10	8.24720096588135	25
10	8.4272780418396	26
10	8.39783596992493	27
10	8.54295706748962	28
10	8.57478380203247	29
10	8.74053597450256	30
10	8.73602414131165	31
10	8.87362003326416	32
10	8.90618014335632	33
10	9.04946303367615	34
10	9.05952787399292	35
10	9.22824716567993	36
10	9.24895787239075	37
10	9.40356111526489	38
10	9.44398403167725	39
10	9.57605409622192	40
10	9.61227703094482	41
10	9.75423502922058	42
10	9.83747482299805	43
10	9.9406840801239	44
10	10.0000369548798	45
10	10.0931010246277	46
10	10.159970998764	47
10	10.286071062088	48
10	10.363331079483	49
10	10.4346299171448	50
10	10.5356462001801	51
10	10.6190519332886	52
10	10.7361841201782	53
10	10.8210968971252	54
10	10.9249868392944	55
10	11.0138731002808	56
10	11.1168808937073	57
10	11.1615540981293	58
10	11.2325479984283	59
10	11.3441951274872	60
10	11.4521191120148	61
10	11.5435039997101	62
10	11.618912935257	63
10	11.6836249828339	64
10	11.7754480838776	65
10	11.8608820438385	66
10	11.9748830795288	67
10	12.0550880432129	68
10	12.1804180145264	69
10	12.2362420558929	70
10	12.3272881507874	71
10	12.4066998958588	72
11	20.2459609508514	1
11	13.2067718505859	2
11	9.94984602928162	3
11	8.89534902572632	4
11	9.03782677650452	5
11	8.61799502372742	6
11	8.55765008926392	7
11	7.91033816337585	8
11	7.84622406959534	9
11	7.42712998390198	10
11	7.58835411071777	11
11	7.35159802436829	12
11	7.56367897987366	13
11	7.45740294456482	14
11	7.65928220748901	15
11	7.55297684669495	16
11	7.74612092971802	17
11	7.68158102035522	18
11	7.84326505661011	19
11	7.87596607208252	20
11	7.98993015289307	21
11	8.04486989974976	22
11	8.07347393035889	23
11	8.18830800056458	24
11	8.2312650680542	25
11	8.33849906921387	26
11	8.39452886581421	27
11	8.51601600646973	28
11	8.54279184341431	29
11	8.68214988708496	30
11	8.73189496994019	31
11	8.85240507125854	32
11	8.88924789428711	33
11	9.04223585128784	34
11	9.11369609832764	35
11	9.2191219329834	36
11	9.26071190834045	37
11	9.38836002349854	38
11	9.43243408203125	39
11	9.54650497436523	40
11	9.65283799171448	41
11	9.74875116348267	42
11	9.82997298240662	43
11	9.95122098922729	44
11	10.0368559360504	45
11	10.1011810302734	46
11	10.1888880729675	47
11	10.3149230480194	48
11	10.3673179149628	49
11	10.4321348667145	50
11	10.5502991676331	51
11	10.643413066864	52
11	10.7308700084686	53
11	10.829833984375	54
11	10.9315009117126	55
11	10.9881010055542	56
11	11.0994160175323	57
11	11.1842398643494	58
11	11.2569561004639	59
11	11.3483471870422	60
11	11.4462959766388	61
11	11.5743851661682	62
11	11.681244134903	63
11	11.7680017948151	64
11	11.8017938137054	65
11	11.8910939693451	66
11	11.976585149765	67
11	12.0835709571838	68
11	12.170802116394	69
11	12.255007982254	70
11	12.3460240364075	71
11	12.4554398059845	72
12	18.3961400985718	1
12	12.0690281391144	2
12	9.0200469493866	3
12	8.71118187904358	4
12	8.78691792488098	5
12	8.14956212043762	6
12	8.21045589447021	7
12	7.42749810218811	8
12	7.51413798332214	9
12	7.22380781173706	10
12	7.40495491027832	11
12	7.25444793701172	12
12	7.45722579956055	13
12	7.36762595176697	14
12	7.55193996429443	15
12	7.48000407218933	16
12	7.64075398445129	17
12	7.66841697692871	18
12	7.77969098091125	19
12	7.81721615791321	20
12	7.92471289634705	21
12	7.99646592140198	22
12	8.07110810279846	23
12	8.18291997909546	24
12	8.226970911026	25
12	8.31865000724792	26
12	8.385174036026	27
12	8.50074696540833	28
12	8.56445693969727	29
12	8.66484904289246	30
12	8.73805999755859	31
12	8.85856795310974	32
12	8.93385410308838	33
12	9.03565406799316	34
12	9.10686278343201	35
12	9.24264597892761	36
12	9.29897212982178	37
12	9.38873815536499	38
12	9.49417400360107	39
12	9.59977006912231	40
12	9.64034390449524	41
12	9.7719509601593	42
12	9.81928706169128	43
12	9.94905304908752	44
12	9.99296498298645	45
12	10.1120388507843	46
12	10.2018558979034	47
12	10.3141508102417	48
12	10.400573015213	49
12	10.4842510223389	50
12	10.5541729927063	51
12	10.6526889801025	52
12	10.7497549057007	53
12	10.8312289714813	54
12	10.8798439502716	55
12	11.0386230945587	56
12	11.1141271591187	57
12	11.1839900016785	58
12	11.2884628772736	59
12	11.3708388805389	60
12	11.4647350311279	61
12	11.5663890838623	62
12	11.6566278934479	63
12	11.7470779418945	64
12	11.812520980835	65
12	11.9368350505829	66
12	12.0176229476929	67
12	12.1345839500427	68
12	12.1730298995972	69
12	12.2561590671539	70
12	12.346577167511	71
12	12.4868021011353	72
13	17.5513551235199	1
13	11.2439720630646	2
13	8.93827700614929	3
13	8.74457192420959	4
13	8.69866299629211	5
13	7.6311252117157	6
13	7.70340394973755	7
13	7.13037300109863	8
13	7.27191090583801	9
13	7.13454484939575	10
13	7.25896310806274	11
13	7.23529887199402	12
13	7.36314010620117	13
13	7.3170759677887	14
13	7.46021389961243	15
13	7.48442602157593	16
13	7.66148710250854	17
13	7.66644692420959	18
13	7.76745295524597	19
13	7.82363104820251	20
13	7.91977500915527	21
13	8.00281691551208	22
13	8.07874703407288	23
13	8.14382100105286	24
13	8.22157311439514	25
13	8.32802796363831	26
13	8.38972115516663	27
13	8.50348210334778	28
13	8.60562705993652	29
13	8.67156219482422	30
13	8.75719499588013	31
13	8.84003400802612	32
13	8.94428491592407	33
13	9.05450487136841	34
13	9.1295690536499	35
13	9.21788501739502	36
13	9.30791091918945	37
13	9.40260696411133	38
13	9.48823285102844	39
13	9.60210609436035	40
13	9.65923595428467	41
13	9.77179384231567	42
13	9.83236312866211	43
13	9.92942500114441	44
13	10.0368499755859	45
13	10.1510529518127	46
13	10.200138092041	47
13	10.3558888435364	48
13	10.3803639411926	49
13	10.513454914093	50
13	10.5657579898834	51
13	10.6592628955841	52
13	10.7505459785461	53
13	10.8277609348297	54
13	10.949364900589	55
13	11.0204379558563	56
13	11.0890278816223	57
13	11.1901938915253	58
13	11.3388719558716	59
13	11.4103729724884	60
13	11.4879739284515	61
13	11.5660910606384	62
13	11.6737530231476	63
13	11.753723859787	64
13	11.8641459941864	65
13	11.9106228351593	66
13	12.0449230670929	67
13	12.1490747928619	68
13	12.1889400482178	69
13	12.30628490448	70
13	12.3540251255035	71
13	12.4453921318054	72
14	16.478187084198	1
14	10.5581181049347	2
14	8.79698610305786	3
14	8.58465814590454	4
14	8.38983988761902	5
14	7.2087881565094	6
14	7.39133310317993	7
14	7.00212693214417	8
14	7.17698311805725	9
14	7.05776500701904	10
14	7.24256896972656	11
14	7.19620394706726	12
14	7.32012295722961	13
14	7.34135103225708	14
14	7.43652105331421	15
14	7.45883703231812	16
14	7.60774493217468	17
14	7.66376686096191	18
14	7.73735117912292	19
14	7.82089996337891	20
14	7.95183300971985	21
14	8.03911805152893	22
14	8.06625604629517	23
14	8.16664600372314	24
14	8.27638912200928	25
14	8.35681390762329	26
14	8.41492986679077	27
14	8.51886606216431	28
14	8.57760190963745	29
14	8.67451500892639	30
14	8.7836799621582	31
14	8.87724995613098	32
14	8.9419059753418	33
14	9.07744789123535	34
14	9.12309694290161	35
14	9.24868416786194	36
14	9.3308539390564	37
14	9.41628098487854	38
14	9.4827880859375	39
14	9.63914608955383	40
14	9.67949795722961	41
14	9.82082390785217	42
14	9.84216713905334	43
14	9.97631788253784	44
14	10.0398349761963	45
14	10.1352190971375	46
14	10.2230491638184	47
14	10.2864739894867	48
14	10.4086248874664	49
14	10.5142428874969	50
14	10.5797739028931	51
14	10.6516370773315	52
14	10.748514175415	53
14	10.8651721477509	54
14	10.9559760093689	55
14	11.0390210151672	56
14	11.1208829879761	57
14	11.2351789474487	58
14	11.3218450546265	59
14	11.4384250640869	60
14	11.5011649131775	61
14	11.6453170776367	62
14	11.7010238170624	63
14	11.7528879642487	64
14	11.8591461181641	65
14	11.9424710273743	66
14	12.0676381587982	67
14	12.1270370483398	68
14	12.2087259292603	69
14	12.2777528762817	70
14	12.4055061340332	71
14	12.4800469875336	72
15	15.5234839916229	1
15	9.95999503135681	2
15	8.83703303337097	3
15	8.32616114616394	4
15	8.28880214691162	5
15	7.04782199859619	6
15	7.19566798210144	7
15	6.91681504249573	8
15	7.09921884536743	9
15	7.04407811164856	10
15	7.1997709274292	11
15	7.16460299491882	12
15	7.29102301597595	13
15	7.34481310844421	14
15	7.43729305267334	15
15	7.44586992263794	16
15	7.59640216827393	17
15	7.65917491912842	18
15	7.75739097595215	19
15	7.81395196914673	20
15	7.92205905914307	21
15	7.99978303909302	22
15	8.07031011581421	23
15	8.2057089805603	24
15	8.26392006874084	25
15	8.37208008766174	26
15	8.4730851650238	27
15	8.52218508720398	28
15	8.62156796455383	29
15	8.68869113922119	30
15	8.79686808586121	31
15	8.88910508155823	32
15	8.96605205535889	33
15	9.06752586364746	34
15	9.15767288208008	35
15	9.29579305648804	36
15	9.29044699668884	37
15	9.43962693214417	38
15	9.51538014411926	39
15	9.65582799911499	40
15	9.68322992324829	41
15	9.78988289833069	42
15	9.84885001182556	43
15	9.97072196006775	44
15	10.0731160640717	45
15	10.1709220409393	46
15	10.2370269298553	47
15	10.3442058563232	48
15	10.4301190376282	49
15	10.5037159919739	50
15	10.5959711074829	51
15	10.681706905365	52
15	10.7803590297699	53
15	10.8743109703064	54
15	10.962256193161	55
15	11.0499801635742	56
15	11.1523878574371	57
15	11.2449240684509	58
15	11.3074119091034	59
15	11.3983371257782	60
15	11.4874198436737	61
15	11.5547819137573	62
15	11.6924428939819	63
15	11.7589709758759	64
15	11.8712921142578	65
15	11.941437959671	66
15	12.0589070320129	67
15	12.1207611560822	68
15	12.1993670463562	69
15	12.3268008232117	70
15	12.4213411808014	71
15	12.4893810749054	72
16	14.8266139030457	1
16	9.46553087234497	2
16	9.02486491203308	3
16	8.01973795890808	4
16	8.01502799987793	5
16	6.82710599899292	6
16	7.01298403739929	7
16	6.92985320091248	8
16	7.17826080322266	9
16	7.02734303474426	10
16	7.2052800655365	11
16	7.19297385215759	12
16	7.29641699790955	13
16	7.38671708106995	14
16	7.47784209251404	15
16	7.48594403266907	16
16	7.62829613685608	17
16	7.66681003570557	18
16	7.79280281066895	19
16	7.85620093345642	20
16	7.96501493453979	21
16	8.01247119903564	22
16	8.12240791320801	23
16	8.17131114006042	24
16	8.2688090801239	25
16	8.39111995697021	26
16	8.44640398025513	27
16	8.55931901931763	28
16	8.60208797454834	29
16	8.72923183441162	30
16	8.86121916770935	31
16	8.89548301696777	32
16	8.97513604164124	33
16	9.07082200050354	34
16	9.18436312675476	35
16	9.28406310081482	36
16	9.33907508850098	37
16	9.45796895027161	38
16	9.52328586578369	39
16	9.64647102355957	40
16	9.72107791900635	41
16	9.78912997245789	42
16	9.86751008033752	43
16	9.97621297836304	44
16	10.0617458820343	45
16	10.1375131607056	46
16	10.253143787384	47
16	10.3512089252472	48
16	10.4024579524994	49
16	10.5293710231781	50
16	10.6090290546417	51
16	10.6878769397736	52
16	10.806667804718	53
16	10.8935899734497	54
16	10.9866280555725	55
16	11.0803561210632	56
16	11.1465768814087	57
16	11.2299737930298	58
16	11.337140083313	59
16	11.4529099464417	60
16	11.5050990581512	61
16	11.6032159328461	62
16	11.6889719963074	63
16	11.8351571559906	64
16	11.8482038974762	65
16	11.9551329612732	66
16	12.0512890815735	67
16	12.1522080898285	68
16	12.2440829277039	69
16	12.3114938735962	70
16	12.3903028964996	71
16	12.5053119659424	72
17	14.249361038208	1
17	9.14526581764221	2
17	8.455402135849	3
17	7.79241490364075	4
17	7.60304689407349	5
17	6.78747582435608	6
17	7.00149989128113	7
17	6.87549090385437	8
17	7.04479002952576	9
17	7.04651713371277	10
17	7.17435693740845	11
17	7.22333788871765	12
17	7.26365804672241	13
17	7.38131499290466	14
17	7.48077297210693	15
17	7.52395796775818	16
17	7.64665198326111	17
