name	namecustom	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	sample	blanc	isotopes	adduct	pcgroup	fold	tstat	pvalue	norm.b1	CV.samp	CV.pool	CV.ind	sample_mean	sample_sd	sample_CV	pool_mean	pool_sd	pool_CV	poolCV_over_sampleCV
M57T948	M57.0284T15.8	57.0284097948418	57.0272200524355	57.0293113960005	15.7978288032359	15.7807540440922	15.8049232811915	15	15	0		[2M+3H]3+ 84.0253 [M+H-CO]+ 84.0253	94	5.98469641306945	-13.8608318820118	4.44089209850063e-16	0	0.395523928316273	0.150180861953679	1	2707.69233703613	1070.9571098164	0.395523928316273	2707.69233703613	406.643569081459	0.150180861953679	0.37970107799291
M57T1823	M57.0301T30.39	57.0300912436238	57.0286918655074	57.0697724141671	30.3914501286426	30.3825601317667	30.3993301570125	25	25	0		[M+Na]+ 34.039	68	9.79241699417293	-4.14160171032509	0.000206661348055803	0	1.15988560417842	0.126212062389129	1	6850.68357679579	7946.00925950698	1.15988560417842	6850.68357679579	864.638903002732	0.126212062389129	0.108814233002338
M58T388	M58.065T6.47	58.0650191848331	58.0648175366663	58.0660343954861	6.46634710979225	6.44768094681942	6.49371281966875	43	36	7	[1][M]+		127	8.84766421953692	-5.7741326544591	1.01817655950853e-06	1	0.62572579054951	0.118240083314766	1	77168.5415693705	48286.3466790471	0.62572579054951	53229.4558457675	6293.85529400319	0.118240083314766	0.188964695239631
M58T1789	M58.0715T29.82	58.0715251066856	58.0709849418666	58.0727464778019	29.816031684713	29.810856400644	29.8287530166404	10	10	0			38	11.9724157754146	-3.82450035862799	0.000516912174541417	0	1.64298493023467	0.171985329332352	1	3863.19420199924	6347.16985645472	1.64298493023467	3863.19420199924	664.412727105672	0.171985329332352	0.104678579923302
M59T553	M58.9946T9.22	58.9946422595328	58.9944883956746	58.9947986244741	9.21719191813436	9.21130442377671	9.22037125859917	9	9	0			150	9.23956309596985	-10.3894112781798	2.78732592562392e-12	1	0.561968018013517	0.0804159485921945	1	6773.3098626933	3806.38351892916	0.561968018013517	7583.76652896025	609.855779328073	0.0804159485921945	0.143097019784959
M59T1421	M59.0317T23.68	59.0316687326132	59.0312928422647	59.0324687138842	23.6848433774971	23.671238516954	23.701785509316	36	36	0			26	945.268971535857	-16.6847113558709	0	0	0.357988508896563	0.0697838877274147	1	1103605.75520833	395078.178716696	0.357988508896563	1103605.75520833	77013.9001167871	0.0697838877274147	0.194933317671317
M66T422	M66.0205T7.03	66.0204735015747	66.0201403414493	66.0210554418019	7.03416134782185	7.02281674475128	7.03837055997377	45	36	9		[M+2H-CO]2+ 158.023	10	110.843920271742	-11.8245619630967	8.83737527601625e-14	1	0.538935430437793	0.0127044545356209	1	803786.85292305	433189.213560323	0.538935430437793	891722.540111583	11328.848469236	0.0127044545356209	0.0235732405369985
M67T1021	M67.0071T17.01	67.0070693476028	67.0061927903013	67.007980635993	17.0138369727786	16.9977232581482	17.0200755505749	25	25	0			56	6.52205546271232	-6.48197344030007	1.73867038544273e-07	1	0.859081948591456	0.115229846498706	1	2295.74880983113	1972.23636102624	0.859081948591456	2515.94902015631	289.912419391181	0.115229846498706	0.13413137906999
M67T462	M67.0173T7.7	67.0172573900619	67.0153429022373	67.0176133586124	7.70119557940385	7.69646964671469	7.70526563596957	38	36	2			3	49.8193720194603	-19.4236436670965	0	1	0.327153351769867	0.0168499345381733	1	56988.3626779082	18643.9338619544	0.327153351769867	55096.6644148249	928.375188661502	0.0168499345381733	0.0515046978642183
M67T637_2	M67.0207T10.62_2	67.0206815637751	67.0199348278119	67.0524089411316	10.618982039105	10.5927064412204	10.6300452622525	35	35	0			1	46.2491589477295	-12.2989969770748	2.79776202205539e-14	0	0.392706784466016	0.14598518469704	1	30349.4923502604	11918.4515510467	0.392706784466016	30349.4923502604	4430.57624621419	0.14598518469704	0.371740928529015
M67T1421	M67.0476T23.68	67.047606730588	67.0174200198548	67.0520573211213	23.6842217056177	23.6464290363777	24.0329266989581	39	36	0			26	38.5997103840628	-16.8740620498406	0	1	0.359319419429289	0.0167309577202205	1	81709.1267698296	29359.6759930094	0.359319419429289	65402.6149331731	1094.24838523878	0.0167309577202205	0.0465629098109823
M67T620	M67.0125T10.33	67.012482930553	67.0115148057983	67.0535815226719	10.3339913755673	10.2575183831634	10.3448290440601	34	34	0			6	63.6345680849701	-7.77396248007431	3.93631283124307e-09	0	0.705971512755943	0.130100567210452	1	20715.7962430318	14624.7620116371	0.705971512755943	20715.7962430318	2695.13684143459	0.130100567210452	0.184285859782883
