0.055617659,0.058300514,0
0.052867773,0.06321783,0
0.061925542,0.058009239,0
0.053217007,0.062196183,0
0.05217542,0.079349841,0
0.051852104,0.060704072,0
0.045123063,0.068625897,0
0.065767974,0.069481581,0
0.0640742,0.066499319,0
0.099592312,0.06872452,0
0.05932101,0.06363014,0
0.053240741,0.065703538,0
0.041423559,0.072581454,0
0.055853269,0.064488079,0
0.057763682,0.073475493,0
0.052977223,0.070990866,0
0.076952572,0.070670127,0
0.04643565,0.06390347,0
0.059721987,0.061496535,0
0.071108932,0.056654202,0
0.056975472,0.063670894,0
0.061297674,0.066760507,0
0.07491076,0.066224715,0
0.074328524,0.049039814,0
0.080886031,0.064022865,0
0.054301627,0.066857199,0
0.049899734,0.068110805,0
0.065140575,0.058619689,0
0.054965145,0.059143781,0
0.050455137,0.059492848,0
0.04945122,0.071402439,0
0.05234256,0.067769172,0
0.052203443,0.072295056,0
0.057794719,0.059700656,0
0.051523928,0.065287547,0
0.048470301,0.067494633,0
0.055247595,0.057363,0
0.051586622,0.062874764,0
0.056724611,0.064536561,0
0.056410766,0.064827689,0
0.047822738,0.074399935,0
0.054947302,0.085502366,0
0.052711768,0.0716296,0
0.078004494,0.059998785,0
0.052929896,0.063502299,0
0.051767832,0.074551583,0
0.0502966,0.078842566,0
0.063736797,0.057970135,0
0.05424005,0.073256136,0
0.078889107,0.060448953,0
0.056183687,0.056806729,0
0.062312334,0.069289943,0
0.083921143,0.083523241,1
0.094005994,0.061818182,1
0.074425814,0.070395942,1
0.100997866,0.059323989,1
0.090577508,0.076190476,1
0.035898697,0.104868453,1
0.044716404,0.074684239,1
0.088927261,0.071929635,1
0.077217059,0.078867367,1
0.052462483,0.098621335,1
0.07274244,0.076996872,1
0.105940496,0.061726757,1
0.074845174,0.07056543,1
0.055452539,0.076821192,1
0.040323386,0.084572645,1
0.066809375,0.079575597,1
0.098856209,0.08496732,1
0.066860815,0.088089978,1
0.059356137,0.10945674,1
0.082474227,0.041237113,1
0.057901136,0.084734393,1
0.076936522,0.084117459,1
