Symbol, Description, Action, Quantity, Price, Commission, Reg Fees, Date, TransactionID, Order Number, Transaction Type ID, Total Cost

ESI,ESI - ITT EDUCATIONAL SERVICES INC,Buy,125,7.85,8.95,0,8/5/2014 11:21:57 AM,369650657,152280285,6,-990.2
ESI,ESI - ITT EDUCATIONAL SERVICES INC,Buy,150,10.6355,8.95,0,8/4/2014 10:08:05 AM,369440733,152229536,6,-1604.28
ESI,ESI - ITT EDUCATIONAL SERVICES INC,Buy,70,14.15,0,0,8/1/2014 11:16:23 AM,369181024,152169259,6,-990.5
ESI,ESI - ITT EDUCATIONAL SERVICES INC,Buy,30,14.15,8.95,0,8/1/2014 11:16:22 AM,369181022,152169259,6,-433.45
ESI,ESI - ITT EDUCATIONAL SERVICES INC,Buy,80,15.9,8.95,0,7/9/2014 2:06:55 PM,365499468,151293747,6,-1280.95
